,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBaggingLatest,cnae-9,0,5378623,autosklearnBaggingLatest_master_thesis_3600s1c8G_cnae-9_0,2454656K,01:01:04,1144.85M,940.65M,6515240K,00:03:57,06:12.873,7,12
1,autosklearnBaggingLatest,cnae-9,1,5378624,autosklearnBaggingLatest_master_thesis_3600s1c8G_cnae-9_1,841476K,01:01:03,825.52M,585.88M,4912772K,00:04:11,06:06.126,6,12
2,autosklearnBaggingLatest,cnae-9,2,5378625,autosklearnBaggingLatest_master_thesis_3600s1c8G_cnae-9_2,4082540K,01:03:15,4464.01M,4459.87M,7285052K,00:12:51,01:09:00,64,80
3,autosklearnBaggingLatest,cnae-9,3,5378626,autosklearnBaggingLatest_master_thesis_3600s1c8G_cnae-9_3,3484100K,01:02:18,2109.89M,1734.43M,7528340K,00:05:00,21:16.445,23,32
4,autosklearnBaggingLatest,cnae-9,4,5378627,autosklearnBaggingLatest_master_thesis_3600s1c8G_cnae-9_4,2432960K,01:01:51,1851.72M,1551.92M,6488368K,00:04:31,12:46.081,17,22
5,autosklearnBaggingLatest,higgs,0,5378628,autosklearnBaggingLatest_master_thesis_3600s1c8G_higgs_0,3711056K,01:01:45,880.15M,165.93M,8052476K,00:09:28,52:39.837,3,15
6,autosklearnBaggingLatest,higgs,1,5378629,autosklearnBaggingLatest_master_thesis_3600s1c8G_higgs_1,3710692K,01:01:14,880.53M,166.37M,7754568K,00:09:15,01:04:27,3,15
7,autosklearnBaggingLatest,higgs,2,5378630,autosklearnBaggingLatest_master_thesis_3600s1c8G_higgs_2,3710396K,01:00:34,784.88M,71.00M,7753920K,00:09:46,58:10.058,2,15
8,autosklearnBaggingLatest,higgs,3,5378631,autosklearnBaggingLatest_master_thesis_3600s1c8G_higgs_3,3708504K,01:01:45,880.50M,166.53M,7753816K,00:09:00,58:11.924,3,14
9,autosklearnBaggingLatest,higgs,4,5378632,autosklearnBaggingLatest_master_thesis_3600s1c8G_higgs_4,3611224K,01:00:16,428.77M,46.15M,7657220K,00:07:10,21:32.889,0,0
10,autosklearnBaggingLatest,kr-vs-kp,0,5378633,autosklearnBaggingLatest_master_thesis_3600s1c8G_kr-vs-kp_0,3494300K,01:01:52,1227.72M,1065.82M,7690832K,00:06:24,46:47.521,32,45
11,autosklearnBaggingLatest,kr-vs-kp,1,5378634,autosklearnBaggingLatest_master_thesis_3600s1c8G_kr-vs-kp_1,2315408K,01:00:13,108.69M,91.95M,6404288K,00:06:20,10:05.221,5,8
12,autosklearnBaggingLatest,kr-vs-kp,2,5378635,autosklearnBaggingLatest_master_thesis_3600s1c8G_kr-vs-kp_2,3664056K,01:01:24,1226.90M,1094.02M,7899464K,00:07:44,42:30.431,25,34
13,autosklearnBaggingLatest,kr-vs-kp,3,5378636,autosklearnBaggingLatest_master_thesis_3600s1c8G_kr-vs-kp_3,3165352K,01:00:24,116.11M,297.92M,7332796K,00:06:23,14:22.511,8,12
14,autosklearnBaggingLatest,kr-vs-kp,4,5378637,autosklearnBaggingLatest_master_thesis_3600s1c8G_kr-vs-kp_4,3319512K,01:01:59,1748.68M,1583.74M,7610876K,00:06:06,55:17.923,36,46
15,autosklearnBaggingLatest,vehicle,0,5378638,autosklearnBaggingLatest_master_thesis_3600s1c8G_vehicle_0,3255176K,01:00:59,645.80M,699.09M,7605128K,00:05:35,29:20.808,49,58
16,autosklearnBaggingLatest,vehicle,1,5378639,autosklearnBaggingLatest_master_thesis_3600s1c8G_vehicle_1,917512K,01:00:24,100.18M,156.67M,5070360K,00:03:24,06:41.677,12,14
17,autosklearnBaggingLatest,vehicle,2,5378640,autosklearnBaggingLatest_master_thesis_3600s1c8G_vehicle_2,676416K,01:00:10,94.05M,66.73M,4780092K,00:03:42,04:07.321,0,0
18,autosklearnBaggingLatest,vehicle,3,5378641,autosklearnBaggingLatest_master_thesis_3600s1c8G_vehicle_3,915180K,01:00:27,99.22M,139.51M,4993904K,00:03:36,06:29.970,10,12
19,autosklearnBaggingLatest,vehicle,4,5378642,autosklearnBaggingLatest_master_thesis_3600s1c8G_vehicle_4,887872K,01:00:39,415.66M,330.21M,4899140K,00:03:55,09:26.504,20,22
20,autosklearnBaggingLatest,MiniBooNE,0,5378643,autosklearnBaggingLatest_master_thesis_3600s1c8G_MiniBooNE_0,3853440K,01:00:22,1502.21M,117.49M,7914080K,00:08:15,42:17.196,2,14
21,autosklearnBaggingLatest,MiniBooNE,1,5378644,autosklearnBaggingLatest_master_thesis_3600s1c8G_MiniBooNE_1,4027308K,01:00:39,1774.78M,126.56M,8288144K,00:09:28,58:42.052,2,17
22,autosklearnBaggingLatest,MiniBooNE,2,5378645,autosklearnBaggingLatest_master_thesis_3600s1c8G_MiniBooNE_2,3862996K,01:00:23,1502.39M,117.49M,8050464K,00:08:28,41:48.977,2,14
23,autosklearnBaggingLatest,MiniBooNE,3,5378646,autosklearnBaggingLatest_master_thesis_3600s1c8G_MiniBooNE_3,3870560K,01:00:37,1575.09M,130.44M,8030728K,00:09:35,53:16.024,2,16
24,autosklearnBaggingLatest,MiniBooNE,4,5378647,autosklearnBaggingLatest_master_thesis_3600s1c8G_MiniBooNE_4,3861636K,01:00:23,1192.74M,106.59M,7978512K,00:06:56,23:07.657,0,0
25,autosklearnBaggingLatest,connect-4,0,5378648,autosklearnBaggingLatest_master_thesis_3600s1c8G_connect-4_0,3619244K,01:00:25,379.60M,54.96M,7920300K,00:04:47,09:53.455,1,6
26,autosklearnBaggingLatest,connect-4,1,5378649,autosklearnBaggingLatest_master_thesis_3600s1c8G_connect-4_1,3259956K,01:01:06,553.32M,105.33M,7556924K,00:04:59,13:52.815,2,10
27,autosklearnBaggingLatest,connect-4,2,5378650,autosklearnBaggingLatest_master_thesis_3600s1c8G_connect-4_2,3828308K,01:00:15,379.65M,54.96M,8181944K,00:04:54,09:52.963,1,6
28,autosklearnBaggingLatest,connect-4,3,5378651,autosklearnBaggingLatest_master_thesis_3600s1c8G_connect-4_3,4058496K,01:01:27,973.58M,110.95M,8219768K,00:08:52,53:11.684,4,22
29,autosklearnBaggingLatest,connect-4,4,5378652,autosklearnBaggingLatest_master_thesis_3600s1c8G_connect-4_4,3752764K,01:00:16,379.37M,54.96M,8057504K,00:04:50,09:43.872,1,6
30,autosklearnBaggingLatest,segment,0,5378653,autosklearnBaggingLatest_master_thesis_3600s1c8G_segment_0,1407432K,01:00:31,101.93M,147.30M,5573024K,00:03:03,06:46.081,6,8
31,autosklearnBaggingLatest,segment,1,5378654,autosklearnBaggingLatest_master_thesis_3600s1c8G_segment_1,3296400K,01:01:27,592.14M,478.12M,7647368K,00:03:53,18:17.315,21,26
32,autosklearnBaggingLatest,segment,2,5378655,autosklearnBaggingLatest_master_thesis_3600s1c8G_segment_2,1499000K,01:00:39,208.66M,147.13M,5606476K,00:03:02,06:33.090,6,8
33,autosklearnBaggingLatest,segment,3,5378656,autosklearnBaggingLatest_master_thesis_3600s1c8G_segment_3,1437816K,01:01:16,885.22M,992.76M,5681840K,00:03:56,14:49.096,18,20
34,autosklearnBaggingLatest,segment,4,5378657,autosklearnBaggingLatest_master_thesis_3600s1c8G_segment_4,3356904K,01:02:18,1758.02M,1732.60M,7758384K,00:05:55,53:53.933,46,51
35,autosklearnBaggingLatest,Australian,0,5378658,autosklearnBaggingLatest_master_thesis_3600s1c8G_Australian_0,1226528K,01:00:35,520.35M,464.88M,5580900K,00:03:42,12:50.472,23,26
36,autosklearnBaggingLatest,Australian,1,5378659,autosklearnBaggingLatest_master_thesis_3600s1c8G_Australian_1,676656K,01:00:23,94.39M,54.76M,4779740K,00:03:27,04:25.029,4,6
37,autosklearnBaggingLatest,Australian,2,5378660,autosklearnBaggingLatest_master_thesis_3600s1c8G_Australian_2,676736K,01:00:08,93.58M,32.87M,4779404K,00:03:26,04:08.544,0,0
38,autosklearnBaggingLatest,Australian,3,5378661,autosklearnBaggingLatest_master_thesis_3600s1c8G_Australian_3,2022544K,01:02:00,1144.61M,1509.09M,6493264K,00:06:28,48:38.139,89,95
39,autosklearnBaggingLatest,Australian,4,5378662,autosklearnBaggingLatest_master_thesis_3600s1c8G_Australian_4,1248052K,01:00:26,98.71M,162.25M,5419048K,00:03:44,10:08.669,12,14
40,autosklearnBaggingLatest,adult,0,5378663,autosklearnBaggingLatest_master_thesis_3600s1c8G_adult_0,3086276K,01:00:56,208.60M,26.16M,7114292K,00:03:54,14:48.101,3,8
41,autosklearnBaggingLatest,adult,1,5378664,autosklearnBaggingLatest_master_thesis_3600s1c8G_adult_1,3053488K,01:01:09,218.97M,36.78M,7081764K,00:06:57,21:09.152,3,8
42,autosklearnBaggingLatest,adult,2,5378665,autosklearnBaggingLatest_master_thesis_3600s1c8G_adult_2,3062708K,01:01:08,219.12M,36.79M,7166080K,00:03:41,14:43.743,3,8
43,autosklearnBaggingLatest,adult,3,5378666,autosklearnBaggingLatest_master_thesis_3600s1c8G_adult_3,3055788K,01:01:33,308.28M,57.67M,7083744K,00:08:53,58:43.977,6,17
44,autosklearnBaggingLatest,adult,4,5378667,autosklearnBaggingLatest_master_thesis_3600s1c8G_adult_4,3031000K,01:00:36,180.19M,24.95M,7060692K,00:03:47,12:23.754,3,6
45,autosklearnBaggingLatest,Albert,0,5378668,autosklearnBaggingLatest_master_thesis_3600s1c8G_Albert_0,5636616K,01:01:09,9180.92M,547.58M,9702856K,00:10:07,01:03:41,0,0
46,autosklearnBaggingLatest,Albert,1,5378669,autosklearnBaggingLatest_master_thesis_3600s1c8G_Albert_1,5565740K,01:01:16,8919.28M,544.28M,9632996K,00:10:41,58:13.177,0,0
47,autosklearnBaggingLatest,Albert,2,5378670,autosklearnBaggingLatest_master_thesis_3600s1c8G_Albert_2,5578588K,01:01:15,7375.87M,541.01M,9632536K,00:10:32,46:59.409,0,0
48,autosklearnBaggingLatest,Albert,3,5378671,autosklearnBaggingLatest_master_thesis_3600s1c8G_Albert_3,5665864K,01:01:16,8663.37M,544.27M,9728104K,00:11:07,53:21.105,0,0
49,autosklearnBaggingLatest,Albert,4,5378672,autosklearnBaggingLatest_master_thesis_3600s1c8G_Albert_4,5666896K,01:01:16,8663.21M,544.27M,9780396K,00:10:48,59:00.050,0,0
