,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,cnae-9,0,5377108,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_0,3506040K,01:01:17,2497.71M,3175.85M,7558336K,00:09:28,55:12.737,71,82
1,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,cnae-9,1,5377109,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_1,1006256K,01:00:53,455.30M,558.45M,4982488K,00:04:02,06:12.247,7,10
2,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,cnae-9,2,5377110,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_2,3439140K,01:01:31,2170.88M,2207.21M,7486360K,00:08:54,24:28.547,28,38
3,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,cnae-9,3,5377111,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_3,1368284K,01:01:25,940.76M,734.07M,5086476K,00:04:52,10:20.024,13,18
4,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,cnae-9,4,5377112,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_4,3425140K,01:01:22,1003.88M,1404.68M,7546592K,00:08:45,24:36.280,26,39
5,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,higgs,0,5377113,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_0,3713680K,01:01:03,879.78M,199.57M,7759052K,00:09:38,58:57.724,3,14
6,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,higgs,1,5377114,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_1,3603532K,01:01:01,566.98M,128.97M,7793960K,00:07:35,38:02.593,1,8
7,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,higgs,2,5377115,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_2,3612712K,01:00:19,585.14M,83.06M,7656612K,00:08:56,40:57.752,1,10
8,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,higgs,3,5377116,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_3,3712212K,01:00:55,826.99M,145.81M,7833820K,00:09:22,58:44.340,3,15
9,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,higgs,4,5377117,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_4,4188356K,01:00:56,894.29M,148.03M,8179584K,00:08:50,58:16.927,3,17
10,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,kr-vs-kp,0,5377118,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0,2554312K,01:00:21,123.05M,404.21M,6586.50M,00:06:42,20:11.080,11,16
11,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,kr-vs-kp,1,5377119,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1,3135832K,01:01:09,1103.91M,1121.48M,7286400K,00:07:18,35:50.201,43,56
12,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,kr-vs-kp,2,5377120,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2,3822664K,01:01:05,1976.80M,2440.09M,8022940K,00:06:42,31:12.433,34,44
13,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,kr-vs-kp,3,5377121,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3,3109712K,01:00:42,753.26M,712.79M,7284600K,00:07:10,21:47.487,14,20
14,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,kr-vs-kp,4,5377122,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4,3274732K,01:01:01,1033.07M,1684.30M,7467472K,00:07:49,43:25.508,37,51
15,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,vehicle,0,5377123,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_0,3236728K,01:00:37,502.87M,540.95M,7748316K,00:03:59,09:45.398,20,24
16,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,vehicle,1,5377124,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_1,800944K,01:00:27,99.66M,137.70M,4899532K,00:03:43,06:12.418,9,12
17,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,vehicle,2,5377125,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_2,3839796K,01:00:36,1171.57M,2156.90M,8002396K,00:07:04,25:05.245,102,113
18,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,vehicle,3,5377126,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_3,3146460K,01:00:51,164.49M,462.37M,7488468K,00:04:00,10:50.146,33,38
19,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,vehicle,4,5377127,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_4,788352K,08:00:25,274.03M,95.39M,5012340K,00:32:05,32:04.020,0,0
20,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,MiniBooNE,0,5377128,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0,3912228K,01:00:18,1346.28M,151.96M,8320580K,00:09:11,39:14.373,0,0
21,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,MiniBooNE,1,5377129,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1,4132808K,01:00:24,1823.71M,170.82M,8225672K,00:09:27,58:50.692,2,18
22,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,MiniBooNE,2,5377130,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2,3863580K,01:00:21,1823.71M,170.82M,7982032K,00:09:15,49:58.677,2,18
23,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,MiniBooNE,3,5377131,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3,3529396K,01:00:39,1823.69M,167.84M,7733408K,00:09:42,53:30.464,2,18
24,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,MiniBooNE,4,5377132,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4,3876872K,01:00:24,1767.25M,170.82M,8000380K,00:09:47,52:46.722,2,17
25,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,connect-4,0,5377133,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_0,3861532K,01:01:10,1040.17M,138.78M,8181628K,00:09:21,53:04.253,4,24
26,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,connect-4,1,5377134,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_1,4017672K,01:01:24,895.73M,114.82M,8230068K,00:09:12,51:38.954,3,20
27,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,connect-4,2,5377135,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_2,3462988K,01:00:14,515.02M,71.52M,7800424K,00:04:35,07:44.216,0,0
28,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,connect-4,3,5377136,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_3,3469616K,01:00:41,676.01M,96.54M,7797812K,00:06:53,17:26.943,1,14
29,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,connect-4,4,5377137,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_4,3830572K,01:00:20,379.20M,77.89M,8180672K,00:04:20,09:01.613,1,6
30,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,segment,0,5377138,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_0,3626764K,01:00:39,401.35M,663.47M,7953172K,00:05:55,22:15.589,41,52
31,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,segment,1,5377139,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_1,3535992K,01:00:30,132.95M,654.14M,7841676K,00:03:10,14:19.287,25,32
32,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,segment,2,5377140,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_2,1356208K,01:00:27,116.51M,557.51M,5528000K,00:02:55,09:54.142,17,20
33,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,segment,3,5377141,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_3,794492K,01:00:19,99.92M,107.50M,4900764K,00:04:25,06:21.837,4,6
34,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,segment,4,5377142,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_4,1497848K,01:00:29,101.55M,148.32M,5605160K,00:04:29,08:05.613,6,8
35,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,Australian,0,5377143,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_0,699096K,01:00:19,95.12M,55.33M,4799892K,00:03:58,05:02.083,5,8
36,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,Australian,1,5377144,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_1,675416K,01:00:11,94.19M,54.67M,4778988K,00:02:49,03:43.536,4,6
37,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,Australian,2,5377145,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_2,678020K,01:00:10,95.26M,54.03M,4781596K,00:02:47,04:08.745,5,8
38,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,Australian,3,5377146,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_3,1703308K,01:00:20,100.64M,190.21M,6133608K,00:02:47,07:58.492,17,20
39,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,Australian,4,5377147,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_4,770296K,01:00:17,100.13M,98.21M,4821816K,00:03:34,07:45.691,13,18
40,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,adult,0,5377148,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_0,3415504K,01:00:52,369.40M,112.12M,7547044K,00:09:54,59:24.985,7,20
41,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,adult,1,5377149,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_1,3053700K,01:00:48,306.78M,78.27M,7084188K,00:08:45,49:49.471,7,18
42,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,adult,2,5377150,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_2,3063220K,01:00:48,220.27M,45.44M,7093404K,00:06:54,19:12.995,4,9
43,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,adult,3,5377151,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_3,3066348K,01:01:09,298.44M,64.32M,7097052K,00:08:50,35:53.172,5,16
44,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,adult,4,5377152,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_4,3055008K,01:01:05,388.04M,174.33M,7121532K,00:08:31,56:22.198,10,22
45,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,Albert,0,5377153,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_0,5633108K,01:00:25,8663.01M,689.95M,9699556K,00:10:52,58:07.056,0,0
46,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100,Albert,1,5377154,autosklearnBBCEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_1,5589524K,01:01:10,8418.87M,701.26M,9640280K,00:10:29,46:37.532,1,18
