,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,cnae-9,0,5379041,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_0,3511800K,01:02:36,3011.81M,4043.16M,7635544K,00:14:48,01:16:49,74,87
1,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,cnae-9,1,5379042,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_1,1367808K,01:02:15,1503.75M,1300.25M,5434868K,00:04:17,07:23.403,10,14
2,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,cnae-9,2,5379043,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_2,3973460K,01:02:37,1375.12M,1705.63M,8124524K,00:04:21,19:46.850,24,32
3,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,cnae-9,3,5379044,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_3,3789616K,01:02:32,1458.29M,1879.91M,7878564K,00:03:47,14:55.963,23,30
4,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,cnae-9,4,5379045,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_4,3407116K,01:02:38,1213.60M,1346.37M,7603092K,00:04:25,20:54.726,30,40
5,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,higgs,0,5379046,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_0,2104100K,01:01:18,416.82M,127.74M,6145284K,00:06:10,13:44.907,0,0
6,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,higgs,1,5379047,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_1,3603432K,01:01:51,533.64M,128.52M,7645416K,00:07:08,25:08.903,1,6
7,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,higgs,2,5379048,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_2,4193364K,01:01:44,972.73M,148.45M,8184632K,00:09:27,58:42.328,3,17
8,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,higgs,3,5379049,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_3,2087652K,01:01:12,464.98M,127.76M,6128932K,00:06:19,14:38.485,0,0
9,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,higgs,4,5379050,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_4,3610276K,01:01:49,701.56M,132.04M,7652516K,00:08:42,46:25.302,2,10
10,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,kr-vs-kp,0,5379051,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0,687560K,01:01:00,107.60M,72.65M,4785084K,00:03:17,03:36.485,0,0
11,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,kr-vs-kp,1,5379052,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1,2562832K,01:01:30,215.25M,301.34M,6747304K,00:03:18,06:20.754,8,12
12,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,kr-vs-kp,2,5379053,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2,3104028K,01:01:21,203.87M,92.14M,7210320K,00:06:46,10:25.973,5,10
13,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,kr-vs-kp,3,5379054,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3,2611412K,01:01:30,418.62M,398.17M,6809652K,00:06:18,13:59.328,11,16
14,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,kr-vs-kp,4,5379055,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4,1910116K,01:01:21,420.16M,302.74M,6194992K,00:03:17,05:56.799,9,14
15,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,vehicle,0,5379056,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_0,917764K,01:01:13,217.24M,220.25M,4995604K,00:03:26,05:47.670,10,12
16,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,vehicle,1,5379057,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_1,3421612K,01:01:50,672.13M,822.44M,7796620K,00:03:54,11:24.507,32,36
17,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,vehicle,2,5379059,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_2,788504K,01:01:05,99.33M,103.96M,4898640K,00:02:51,04:47.501,6,8
18,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,vehicle,3,5379060,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_3,3968116K,01:01:48,748.54M,874.49M,8039740K,00:04:15,11:07.097,34,40
19,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,vehicle,4,5379061,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_4,792604K,01:00:58,101.90M,115.65M,4894552K,00:04:16,06:15.969,9,12
20,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,MiniBooNE,0,5379062,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0,3530576K,01:00:58,1802.44M,168.15M,7614816K,00:10:11,53:21.727,2,16
21,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,MiniBooNE,1,5379063,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1,4062700K,01:00:51,1912.75M,171.17M,8210904K,00:08:35,01:04:04,2,18
22,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,MiniBooNE,2,5379064,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2,3869720K,01:00:36,1757.76M,161.54M,7986596K,00:09:34,58:41.162,1,17
23,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,MiniBooNE,3,5379065,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3,1419524K,01:00:49,729.26M,148.26M,5520284K,00:06:30,09:14.869,0,0
24,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,MiniBooNE,4,5379066,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4,3899580K,01:00:57,1915.37M,171.17M,7976532K,00:08:28,01:03:39,2,18
25,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,connect-4,0,5379067,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_0,3898472K,01:01:55,779.83M,107.61M,8144068K,00:07:22,27:47.280,2,15
26,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,connect-4,1,5379068,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_1,3728348K,01:01:57,1038.96M,132.22M,7906416K,00:08:30,45:48.336,4,21
27,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,connect-4,2,5379069,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_2,3782600K,01:01:59,802.77M,108.83M,8103584K,00:07:27,30:37.133,2,16
28,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,connect-4,3,5379070,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_3,3579992K,01:01:25,572.05M,103.22M,7895416K,00:04:32,13:15.144,2,10
29,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,connect-4,4,5379071,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_4,3839596K,01:01:30,599.86M,128.56M,8403816K,00:04:57,14:15.990,2,10
30,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,segment,0,5379072,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_0,1521392K,01:00:45,113.84M,235.34M,5627280K,00:03:02,06:54.963,9,12
31,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,segment,1,5379073,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_1,678276K,01:00:36,98.53M,68.01M,4779600K,00:03:02,03:54.197,0,0
32,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,segment,2,5379074,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_2,2877372K,01:02:05,945.28M,1408.67M,7164900K,00:04:05,17:58.141,33,38
33,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,segment,3,5379075,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_3,1455796K,01:01:25,433.72M,593.33M,5606112K,00:02:51,07:40.055,12,14
34,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,segment,4,5379076,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_4,3557368K,01:02:07,888.12M,1260.26M,7882108K,00:08:06,29:38.411,43,50
35,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,Australian,0,5379077,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_0,2493392K,01:02:01,504.22M,475.94M,7208228K,00:03:18,10:31.003,24,26
36,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,Australian,1,5379078,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_1,688136K,01:00:48,94.30M,45.46M,4790280K,00:02:58,03:15.129,2,5
37,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,Australian,2,5379079,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_2,865224K,01:02:06,600.17M,660.12M,5018384K,00:04:46,14:40.689,55,64
38,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,Australian,3,5379080,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_3,2538204K,01:00:39,140.29M,87.10M,7265848K,00:03:13,05:36.285,8,10
39,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,Australian,4,5379081,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_4,1524048K,01:01:24,522.17M,798.80M,5872216K,00:06:51,27:14.807,97,100
40,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,adult,0,5379082,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_0,2765896K,01:01:15,233.74M,40.60M,6796848K,00:07:06,18:44.574,2,8
41,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100,adult,1,5379083,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_1,3214320K,01:01:29,549.45M,177.62M,7551444K,00:08:06,01:02:26,10,21
