,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnThresholdout_scale05_ensemble0,cnae-9,0,5433971,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_cnae-9_0,813516K,01:00:16,327.29M,137.04M,4894176K,00:02:39,03:42.578,13,18
1,autosklearnThresholdout_scale05_ensemble0,cnae-9,1,5433972,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_cnae-9_1,1411420K,01:00:14,394.19M,165.92M,5738756K,00:03:05,05:18.890,19,24
2,autosklearnThresholdout_scale05_ensemble0,cnae-9,2,5433973,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_cnae-9_2,810944K,01:00:18,240.63M,107.79M,4885188K,00:03:00,03:21.288,7,10
3,autosklearnThresholdout_scale05_ensemble0,cnae-9,3,5433974,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_cnae-9_3,1888852K,01:00:15,240.59M,108.79M,5954168K,00:03:00,03:33.508,7,10
4,autosklearnThresholdout_scale05_ensemble0,cnae-9,4,5433975,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_cnae-9_4,2455768K,01:00:20,765.35M,261.56M,6776804K,00:10:26,18:46.036,47,58
5,autosklearnThresholdout_scale05_ensemble0,higgs,0,5433977,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_higgs_0,4251960K,01:02:43,1571.26M,1096.46M,8381216K,00:08:46,45:33.886,7,16
6,autosklearnThresholdout_scale05_ensemble0,higgs,1,5433978,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_higgs_1,3582376K,01:02:39,1364.71M,894.71M,7624856K,00:07:27,29:00.632,4,8
7,autosklearnThresholdout_scale05_ensemble0,higgs,2,5433979,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_higgs_2,3585176K,01:00:40,1051.61M,886.85M,7628048K,00:06:13,15:31.964,3,6
8,autosklearnThresholdout_scale05_ensemble0,higgs,3,5433980,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_higgs_3,4231948K,01:01:02,2353.55M,1449.88M,8215904K,00:09:11,59:27.028,10,25
9,autosklearnThresholdout_scale05_ensemble0,higgs,4,5433981,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_higgs_4,4227444K,01:00:46,1622.72M,1539.70M,8207184K,00:08:35,48:13.350,9,20
10,autosklearnThresholdout_scale05_ensemble0,kr-vs-kp,0,5433982,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_kr-vs-kp_0,2205388K,01:00:15,140.35M,112.38M,6299852K,00:06:58,17:29.575,21,27
11,autosklearnThresholdout_scale05_ensemble0,kr-vs-kp,1,5433983,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_kr-vs-kp_1,2807872K,01:00:20,191.51M,270.72M,6913664K,00:07:08,23:07.934,43,55
12,autosklearnThresholdout_scale05_ensemble0,kr-vs-kp,2,5433984,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_kr-vs-kp_2,2788272K,01:00:14,128.20M,84.78M,6894836K,00:06:58,15:56.822,13,20
13,autosklearnThresholdout_scale05_ensemble0,kr-vs-kp,3,5433985,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_kr-vs-kp_3,2768668K,01:00:09,115.99M,54.90M,6878344K,00:06:07,09:45.965,8,12
14,autosklearnThresholdout_scale05_ensemble0,kr-vs-kp,4,5433986,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_kr-vs-kp_4,3362636K,01:00:12,156.17M,149.39M,7607684K,00:07:41,18:39.524,23,37
15,autosklearnThresholdout_scale05_ensemble0,vehicle,0,5433987,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_vehicle_0,688884K,01:00:08,96.09M,15.75M,4789480K,00:02:59,03:15.416,5,8
16,autosklearnThresholdout_scale05_ensemble0,vehicle,1,5433989,autosklearnThresholdout_scale05_ensemble0_master_thesis_3600s1c8G_vehicle_1,823520K,01:00:07,98.74M,26.51M,4950416K,00:03:00,03:28.306,9,12
