,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,cnae-9,0,5377158,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_0,2664744K,01:01:25,2129.76M,2737.73M,6813384K,00:09:37,28:34.030,49,60
1,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,cnae-9,1,5377159,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_1,3255804K,01:01:28,692.96M,963.45M,7528708K,00:04:38,16:01.701,20,28
2,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,cnae-9,2,5377160,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_2,3253652K,01:01:24,901.83M,1281.51M,7382984K,00:04:32,16:38.407,24,30
3,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,cnae-9,3,5377161,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_3,3422816K,01:01:22,1457.32M,1939.58M,7474216K,00:13:09,30:14.924,31,44
4,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,cnae-9,4,5377162,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_4,3292900K,01:00:33,2407.61M,3008.08M,7498152K,00:10:25,30:20.638,44,58
5,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,higgs,0,5377163,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_0,3717464K,01:01:06,879.47M,174.32M,7763364K,00:08:08,51:54.584,3,15
6,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,higgs,1,5377164,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_1,4198040K,01:01:14,941.36M,170.39M,8257540K,00:09:13,01:04:29,3,17
7,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,higgs,2,5377165,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_2,3606260K,01:01:07,683.49M,155.61M,7647740K,00:07:59,44:42.046,2,10
8,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,higgs,3,5377166,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_3,4195820K,01:01:08,972.60M,177.93M,8257324K,00:09:30,01:04:42,3,17
9,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,higgs,4,5377167,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_4,3604924K,01:01:08,549.07M,151.51M,7648000K,00:06:47,20:14.957,1,6
10,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,kr-vs-kp,0,5377168,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_0,3479540K,01:00:37,1160.26M,1230.35M,7705608K,00:06:47,24:38.374,21,28
11,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,kr-vs-kp,1,5377169,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_1,2317424K,01:00:21,113.26M,93.28M,6406632K,00:06:28,10:55.796,6,10
12,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,kr-vs-kp,2,5377170,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_2,3103204K,01:00:48,519.76M,493.03M,7284764K,00:06:56,20:35.447,10,16
13,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,kr-vs-kp,3,5377171,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_3,3075168K,01:00:25,116.49M,296.19M,7282916K,00:05:59,12:03.283,7,12
14,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50,kr-vs-kp,4,5377172,autosklearnBBCEnsembleSelectionLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_4,2711016K,01:00:41,810.04M,749.80M,6888444K,00:07:08,20:51.285,14,20
