,tool,model,task,fold_foldmean,overfit_seedmean_foldmean,seed_seedmean_foldmean,test_seedmean_foldmean,train_seedmean_foldmean,val_seedmean_foldmean
163,autosklearnBBCScoreEnsembleAVGMDEV_es1_B100_N1.0,best_ensemble_model,adult,2.0,0.0,127.0,0.8431682164972655,0.8434336365974469,inf
164,autosklearnBBCScoreEnsembleAVGMDEV_es1_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.937037037037037,0.9572016460905349,inf
165,autosklearnBBCScoreEnsembleAVGMDEV_es1_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,127.0,0.6833373509039125,0.6757387064487472,inf
166,autosklearnBBCScoreEnsembleAVGMDEV_es1_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,127.0,0.7333641050071293,0.7288054676605251,inf
167,autosklearnBBCScoreEnsembleAVGMDEV_es1_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.997027122226136,0.9965379687830103,inf
168,autosklearnBBCScoreEnsembleAVGMDEV_es1_B100_N1.0,best_ensemble_model,segment,2.0,0.0,127.0,0.9903030303030302,0.9859355459355461,inf
169,autosklearnBBCScoreEnsembleAVGMDEV_es1_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8295974025974026,0.8563732542004667,inf
170,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,Albert,3.0,0.0,124.5,0.6538660521117486,0.6522896002954323,inf
171,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,124.5,0.84393039049236,0.8811231884057971,inf
172,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,124.5,0.9278907619228576,0.9293096679398133,inf
173,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,adult,2.0,0.0,124.5,0.8431682164972653,0.8434336365974469,inf
174,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.937037037037037,0.9570370370370369,inf
175,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,124.5,0.6833373509039125,0.6757387064487472,inf
176,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,127.0,0.7333641050071293,0.7288054676605251,inf
177,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,125.0,0.9972558803960705,0.9964978572965306,inf
178,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,segment,2.0,0.0,124.5,0.9893939393939395,0.9856661856661857,inf
179,autosklearnBBCScoreEnsembleAVGMDEV_es1_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,124.5,0.8370508658008659,0.8554792987557285,inf
180,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,Albert,3.0,0.0,129.5,0.6538660521117486,0.6522896002954323,inf
181,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,129.5,0.8401315789473685,0.8813949275362318,inf
182,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,127.0,0.9278907619228576,0.9293096679398133,inf
183,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,adult,2.25,0.0,117.0,0.8444727218071699,0.8433801906628497,inf
184,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.937037037037037,0.9569958847736626,inf
185,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,129.5,0.6833373509039125,0.6757387064487472,inf
186,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,127.0,0.7333641050071293,0.7288054676605251,inf
187,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.9971578411803843,0.9965246532037828,inf
188,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,segment,2.0,0.0,129.5,0.9896103896103895,0.9858826358826358,inf
189,autosklearnBBCScoreEnsembleAVGMDEV_es1_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8411774891774894,0.8561257149995717,inf
190,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,127.0,0.6538660521117486,0.6522896002954323,inf
191,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,127.0,0.844516129032258,0.8815072463768114,inf
192,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,,,,,
193,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,adult,2.0,,,,,
194,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.937037037037037,0.9572016460905349,inf
195,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,connect-4,2.0,,,,,
196,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,higgs,2.0,,,,,
197,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,125.66666666666666,0.9968964032718877,0.9965392092445395,inf
198,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,segment,2.0,0.0,127.0,0.9897835497835498,0.985897065897066,inf
199,autosklearnBBCScoreEnsembleMAXWinner_es1_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8478679653679654,0.8550341702974441,inf
200,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,Albert,3.0,0.0,127.0,0.6538660521117486,0.6522896002954323,inf
201,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,127.0,0.8470967741935482,0.8802463768115942,inf
202,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,127.0,0.9278907619228576,0.9293096679398133,inf
203,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,adult,2.0,0.0,127.0,0.8431682164972655,0.8434336365974469,inf
204,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.937037037037037,0.9567489711934156,inf
205,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,127.0,0.6833373509039125,0.6757387064487472,inf
206,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,127.0,0.7333641050071293,0.7288054676605251,inf
207,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.997027122226136,0.9964847064660995,inf
208,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,segment,2.0,0.0,127.0,0.9903030303030302,0.9857046657046658,inf
209,autosklearnBBCScoreEnsembleMAXWinner_es1_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8421883116883115,0.8539582378813104,inf
210,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,Albert,3.0,0.0,127.0,0.6538660521117486,0.6522896002954323,inf
211,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,127.0,0.843056027164686,0.8808985507246376,inf
212,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,127.0,0.9278907619228576,0.9293096679398133,inf
213,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,adult,2.0,0.0,127.0,0.8431682164972653,0.8434336365974469,inf
214,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.9374074074074075,0.957119341563786,inf
215,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,127.0,0.6833373509039125,0.6757387064487472,inf
216,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,127.0,0.7333641050071293,0.7288054676605251,inf
217,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.9968964032718877,0.996492149235275,inf
218,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,segment,2.0,0.0,127.0,0.9903030303030302,0.9856661856661857,inf
219,autosklearnBBCScoreEnsembleMAXWinner_es1_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8487077922077922,0.8535862486425575,inf
220,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,127.0,0.5,0.5,inf
221,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,127.0,0.5,0.5,inf
222,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,127.0,0.7776895932117773,0.7806433225299699,inf
223,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,adult,2.0,0.0,127.0,0.5,0.5,inf
224,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.944074074074074,0.9579423868312759,inf
225,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,127.0,0.6833373509039125,0.6757387064487472,inf
226,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,127.0,0.5,0.5,inf
227,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.918344487495597,0.9172247580615464,inf
228,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,segment,2.0,0.0,127.0,0.9913419913419913,0.9859547859547859,inf
229,autosklearnBBCScoreEnsembleMAX_es1_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8502922077922077,0.8662661391575892,inf
230,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,Albert,3.0,0.0,127.0,0.5,0.5,inf
231,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,127.0,0.5513412563667233,0.5667971014492753,inf
232,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,127.0,0.9075524188301836,0.9080115000161934,inf
233,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,adult,2.0,0.0,127.0,0.5000269106566201,0.5002242890038577,inf
234,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.9422222222222221,0.9568312757201646,inf
235,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,127.0,0.6833373509039125,0.6757387064487472,inf
236,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,127.0,0.5194976291033658,0.5203939139687142,inf
237,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.9836389965167704,0.9887646359923788,inf
238,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,segment,2.0,0.0,127.0,0.9913419913419913,0.9859163059163059,inf
239,autosklearnBBCScoreEnsembleMAX_es1_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8557878787878789,0.8631588503415595,inf
240,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,Albert,3.0,0.0,127.0,0.5,0.5,inf
241,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,127.0,0.5,0.5,inf
242,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,127.0,0.8295649752894516,0.8312802422787552,inf
243,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,adult,2.0,0.0,127.0,0.5,0.5,inf
244,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.9451851851851851,0.9574074074074075,inf
245,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,127.0,0.6833373509039125,0.6757387064487472,inf
246,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,127.0,0.5001730618444661,0.5001899022282194,inf
247,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.7304575163398693,0.7324042276479494,inf
248,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,segment,2.0,0.0,127.0,0.990995670995671,0.9858393458393457,inf
249,autosklearnBBCScoreEnsembleMAX_es1_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8517424242424243,0.8645015669582845,inf
250,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,127.0,0.6538660521117486,0.6522896002954323,inf
251,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,127.0,0.8441086587436333,0.8816086956521738,inf
252,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,111.0,0.9278907619228576,0.9293096679398133,inf
253,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,adult,2.0,,,,,
254,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.937037037037037,0.9572016460905349,inf
255,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,connect-4,2.0,,,,,
256,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,higgs,2.0,,,,,
257,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.997027122226136,0.9965379687830103,inf
258,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,segment,2.0,0.0,127.0,0.9903030303030302,0.9859547859547861,inf
259,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8319134199134199,0.856430141394424,inf
260,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,Albert,3.0,0.0,127.0,0.6538660521117486,0.6522896002954323,inf
261,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,127.0,0.8476230899830222,0.881072463768116,inf
262,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,127.0,0.9278907619228576,0.9293096679398133,inf
263,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,adult,2.0,0.0,127.0,0.8431682164972655,0.8434336365974469,inf
264,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.937037037037037,0.9569958847736626,inf
265,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,127.0,0.6833373509039125,0.6757387064487472,inf
266,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,127.0,0.7333641050071293,0.7288054676605251,inf
267,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.9971578411803843,0.9965076162399674,inf
268,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,segment,2.0,0.0,127.0,0.989090909090909,0.9858008658008659,inf
269,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8379285714285715,0.8561128305089667,inf
270,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,Albert,3.0,0.0,127.0,0.6538660521117486,0.6522896002954323,inf
271,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,127.0,0.8413582342954159,0.881550724637681,inf
272,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,127.0,0.9278907619228576,0.9293096679398133,inf
273,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,adult,2.0,0.0,127.0,0.8431682164972655,0.8434336365974469,inf
274,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.937037037037037,0.957119341563786,inf
275,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,127.0,0.6833373509039125,0.6757387064487472,inf
276,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,127.0,0.7333641050071293,0.7288054676605251,inf
277,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.9971578411803843,0.9965234127422535,inf
278,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,segment,2.0,0.0,127.0,0.9899567099567099,0.9859163059163061,inf
279,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,127.0,0.8342056277056276,0.8563308969506304,inf
280,bagging_es1_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,127.0,0.6538660521117486,0.6522896002954323,inf
281,bagging_es1_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,127.0,0.8505602716468591,0.8793768115942029,inf
282,bagging_es1_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,127.0,0.9012030369181213,0.9017419491037544,inf
283,bagging_es1_B100_N1.0,best_ensemble_model,adult,2.0,0.0,127.0,0.8240335966068448,0.8262571220595802,inf
284,bagging_es1_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,127.0,0.944074074074074,0.9572839506172839,inf
285,bagging_es1_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,127.0,0.6559861662506834,0.6529225195542114,inf
286,bagging_es1_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,127.0,0.7224443060531864,0.7196710358596146,inf
287,bagging_es1_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,127.0,0.9964173613557199,0.9961830804923857,inf
288,bagging_es1_B100_N1.0,best_ensemble_model,segment,2.0,0.0,127.0,0.9913419913419913,0.9859163059163059,inf
289,bagging_es1_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,127.0,0.843560606060606,0.860187257197229,inf
