,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,multikfold,seed,val_score
0,test_performance_singlemodelFalse,False,0.8550200803212852,HistGradientBoostingClassifier,146818,0,1,True,8,0.8701548025353486
1,test_performance_singlemodelFalse,False,0.8837349397590362,RandomForestClassifier,146818,0,1,True,8,0.8604415529010239
2,test_performance_singlemodelFalse,False,0.8374163319946453,DecisionTreeClassifier,146818,0,1,True,8,0.8249939054119941
3,test_performance_singlemodelFalse,False,0.8568942436412316,LinearDiscriminantAnalysis,146818,0,1,True,8,0.8628108239882983
4,test_performance_singlemodelFalse,False,0.8781793842034806,GradientBoostingClassifier,146818,0,1,True,8,0.8628032057532911
5,test_performance_singlemodelFalse,False,0.807764390896921,MLPClassifier,146818,0,1,True,8,0.7976825329107753
6,test_performance_singlemodelFalse,False,0.848995983935743,EnsembleSelection,146818,0,1,True,8,0.8868311189663578
7,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,0,1,True,8,
8,test_performance_singlemodelFalse,False,0.8480589022757697,HistGradientBoostingClassifier,146818,1,1,True,8,0.8509873232569478
9,test_performance_singlemodelFalse,False,0.8661311914323963,RandomForestClassifier,146818,1,1,True,8,0.8649058386153096
10,test_performance_singlemodelFalse,False,0.8545515394912986,DecisionTreeClassifier,146818,1,1,True,8,0.8152806557776695
11,test_performance_singlemodelFalse,False,0.8601070950468541,LinearDiscriminantAnalysis,146818,1,1,True,8,0.8677931496830814
12,test_performance_singlemodelFalse,False,0.8601070950468541,GradientBoostingClassifier,146818,1,1,True,8,0.8547964407606046
13,test_performance_singlemodelFalse,False,0.8378848728246319,MLPClassifier,146818,1,1,True,8,0.8335263286201853
14,test_performance_singlemodelFalse,False,0.8494645247657295,EnsembleSelection,146818,1,1,True,8,0.8777730375426621
15,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,1,1,True,8,
16,test_performance_singlemodelFalse,False,0.8545515394912986,HistGradientBoostingClassifier,146818,2,1,True,8,0.8467896757679181
17,test_performance_singlemodelFalse,False,0.8610441767068273,RandomForestClassifier,146818,2,1,True,8,0.8490218186250609
18,test_performance_singlemodelFalse,False,0.8309236947791165,DecisionTreeClassifier,146818,2,1,True,8,0.7829793393466602
19,test_performance_singlemodelFalse,False,0.8601070950468541,LinearDiscriminantAnalysis,146818,2,1,True,8,0.870550950755729
