,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,multikfold,seed,val_score
0,test_performance_singlemodelFalse,False,0.8576248313090418,HistGradientBoostingClassifier,146818,0,1,True,11,0.8566609049005338
1,test_performance_singlemodelFalse,False,0.8949392712550608,RandomForestClassifier,146818,0,1,True,11,0.865053372149442
2,test_performance_singlemodelFalse,False,0.8313090418353576,DecisionTreeClassifier,146818,0,1,True,11,0.8223329087821446
3,test_performance_singlemodelFalse,False,0.8592442645074224,LinearDiscriminantAnalysis,146818,0,1,True,11,0.8712624332848132
4,test_performance_singlemodelFalse,False,0.876855600539811,GradientBoostingClassifier,146818,0,1,True,11,0.8419835638039787
5,test_performance_singlemodelFalse,False,0.8278677462887989,MLPClassifier,146818,0,1,True,11,0.770272319262494
6,test_performance_singlemodelFalse,False,0.8645074224021593,EnsembleSelection,146818,0,1,True,11,0.8794956938379428
7,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,0,1,True,11,
8,test_performance_singlemodelFalse,False,0.8663292847503374,HistGradientBoostingClassifier,146818,1,1,True,11,0.8553720887918486
9,test_performance_singlemodelFalse,False,0.867476383265857,RandomForestClassifier,146818,1,1,True,11,0.8549778626880156
10,test_performance_singlemodelFalse,False,0.8523616734143049,DecisionTreeClassifier,146818,1,1,True,11,0.8027353226589033
11,test_performance_singlemodelFalse,False,0.8704453441295547,LinearDiscriminantAnalysis,146818,1,1,True,11,0.8684725254730713
12,test_performance_singlemodelFalse,False,0.8791497975708502,GradientBoostingClassifier,146818,1,1,True,11,0.8501637554585153
13,test_performance_singlemodelFalse,False,0.8780026990553307,MLPClassifier,146818,1,1,True,11,0.8314076904415333
14,test_performance_singlemodelFalse,False,0.8821187584345479,EnsembleSelection,146818,1,1,True,11,0.8728393377001455
15,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,1,1,True,11,
16,test_performance_singlemodelFalse,False,0.8576248313090418,HistGradientBoostingClassifier,146818,2,1,True,11,0.8501106865599224
17,test_performance_singlemodelFalse,False,0.8791497975708502,RandomForestClassifier,146818,2,1,True,11,0.8549778626880156
18,test_performance_singlemodelFalse,False,0.8640350877192983,DecisionTreeClassifier,146818,2,1,True,11,0.8166772804463853
19,test_performance_singlemodelFalse,False,0.8622132253711201,LinearDiscriminantAnalysis,146818,2,1,True,11,0.8702617054827754
20,test_performance_singlemodelFalse,False,0.876855600539811,GradientBoostingClassifier,146818,2,1,True,11,0.84406083212033
21,test_performance_singlemodelFalse,False,0.8832658569500675,MLPClassifier,146818,2,1,True,11,0.8205437287724405
22,test_performance_singlemodelFalse,False,0.8727395411605938,EnsembleSelection,146818,2,1,True,11,0.8807314410480349
23,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,2,1,True,11,
24,test_performance_singlemodelFalse,False,0.8949392712550608,HistGradientBoostingClassifier,146818,3,1,True,11,0.8527413876758855
25,test_performance_singlemodelFalse,False,0.8750337381916329,RandomForestClassifier,146818,3,1,True,11,0.8619753760310529
26,test_performance_singlemodelFalse,False,0.8780026990553307,DecisionTreeClassifier,146818,3,1,True,11,0.8044714337700145
27,test_performance_singlemodelFalse,False,0.8727395411605938,LinearDiscriminantAnalysis,146818,3,1,True,11,0.8737869966035905
28,test_performance_singlemodelFalse,False,0.8821187584345479,GradientBoostingClassifier,146818,3,1,True,11,0.847586123241145
29,test_performance_singlemodelFalse,False,0.8780026990553307,MLPClassifier,146818,3,1,True,11,0.8279885371179039
30,test_performance_singlemodelFalse,False,0.867476383265857,EnsembleSelection,146818,3,1,True,11,0.8755231077147017
31,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,3,1,True,11,
32,test_performance_singlemodelFalse,False,0.876855600539811,HistGradientBoostingClassifier,146818,4,1,True,11,0.844007763221737
33,test_performance_singlemodelFalse,False,0.8686234817813765,RandomForestClassifier,146818,4,1,True,11,0.8589504488112567
34,test_performance_singlemodelFalse,False,0.8365721997300944,DecisionTreeClassifier,146818,4,1,True,11,0.808785177098496
35,test_performance_singlemodelFalse,False,0.8633603238866396,LinearDiscriminantAnalysis,146818,4,1,True,11,0.86639525715672
36,test_performance_singlemodelFalse,False,0.8633603238866396,GradientBoostingClassifier,146818,4,1,True,11,0.8409828360019408
37,test_performance_singlemodelFalse,False,0.876855600539811,MLPClassifier,146818,4,1,True,11,0.8248574721009219
38,test_performance_singlemodelFalse,False,0.8750337381916329,EnsembleSelection,146818,4,1,True,11,0.8781538088306647
39,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,4,1,True,11,
40,test_performance_singlemodelFalse,False,0.891970310391363,HistGradientBoostingClassifier,146818,5,1,True,11,0.8588443110140709
41,test_performance_singlemodelFalse,False,0.8855600539811066,RandomForestClassifier,146818,5,1,True,11,0.8593446749150897
42,test_performance_singlemodelFalse,False,0.8576248313090418,DecisionTreeClassifier,146818,5,1,True,11,0.792212518195051
43,test_performance_singlemodelFalse,False,0.8686234817813765,LinearDiscriminantAnalysis,146818,5,1,True,11,0.8720508854924793
44,test_performance_singlemodelFalse,False,0.8832658569500675,GradientBoostingClassifier,146818,5,1,True,11,0.8484276443474041
45,test_performance_singlemodelFalse,False,0.8757085020242915,MLPClassifier,146818,5,1,True,11,0.8061014070839398
