,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,multikfold,seed,val_score
0,test_performance_singlemodelFalse,False,0.9937526631075018,HistGradientBoostingClassifier,3,0,1,True,84,0.9948835279771707
1,test_performance_singlemodelFalse,False,0.994949494949495,RandomForestClassifier,3,0,1,True,84,0.9932094652637224
2,test_performance_singlemodelFalse,False,0.9924242424242424,DecisionTreeClassifier,3,0,1,True,84,0.9954198985086384
3,test_performance_singlemodelFalse,False,0.947254806125774,LinearDiscriminantAnalysis,3,0,1,True,84,0.9316818987516814
4,test_performance_singlemodelFalse,False,0.9749667894829185,GradientBoostingClassifier,3,0,1,True,84,0.9744291634714906
5,test_performance_singlemodelFalse,False,0.9824548211644986,MLPClassifier,3,0,1,True,84,0.9810782723840412
6,test_performance_singlemodelFalse,False,0.9937088001604131,EnsembleSelection,3,0,1,True,84,0.9963040718066049
7,test_performance_singlemodelFalse,True,,EnsembleSelection,3,0,1,True,84,
8,test_performance_singlemodelFalse,False,0.994949494949495,HistGradientBoostingClassifier,3,1,1,True,84,0.9953727565673962
9,test_performance_singlemodelFalse,False,0.9962121212121212,RandomForestClassifier,3,1,1,True,84,0.9936515519127056
10,test_performance_singlemodelFalse,False,0.9974747474747474,DecisionTreeClassifier,3,1,1,True,84,0.9932094652637224
11,test_performance_singlemodelFalse,False,0.9962121212121212,LinearDiscriminantAnalysis,3,1,1,True,84,0.9941407805029312
12,test_performance_singlemodelFalse,False,0.9962121212121212,GradientBoostingClassifier,3,1,1,True,84,0.9928145205559815
13,test_performance_singlemodelFalse,False,0.9962121212121212,MLPClassifier,3,1,1,True,84,0.9949778118596553
14,test_performance_singlemodelFalse,False,0.994949494949495,EnsembleSelection,3,1,1,True,84,0.9953727565673962
15,test_performance_singlemodelFalse,True,,EnsembleSelection,3,1,1,True,84,
16,test_performance_singlemodelFalse,False,0.994949494949495,HistGradientBoostingClassifier,3,2,1,True,84,0.9936515519127056
17,test_performance_singlemodelFalse,False,0.994949494949495,RandomForestClassifier,3,2,1,True,84,0.993698693853948
18,test_performance_singlemodelFalse,False,0.9924461738977868,DecisionTreeClassifier,3,2,1,True,84,0.9923724339069984
19,test_performance_singlemodelFalse,False,0.9962121212121212,LinearDiscriminantAnalysis,3,2,1,True,84,0.9937458357951903
20,test_performance_singlemodelFalse,False,0.9936868686868687,GradientBoostingClassifier,3,2,1,True,84,0.9945357252106721
21,test_performance_singlemodelFalse,False,0.994949494949495,MLPClassifier,3,2,1,True,84,0.9919774891992574
22,test_performance_singlemodelFalse,False,0.994949494949495,EnsembleSelection,3,2,1,True,84,0.9945357252106721
23,test_performance_singlemodelFalse,True,,EnsembleSelection,3,2,1,True,84,
24,test_performance_singlemodelFalse,False,0.9937088001604131,HistGradientBoostingClassifier,3,3,1,True,84,0.9936044099714634
25,test_performance_singlemodelFalse,False,0.9936868686868687,RandomForestClassifier,3,3,1,True,84,0.9915825444915165
26,test_performance_singlemodelFalse,False,0.994949494949495,DecisionTreeClassifier,3,3,1,True,84,0.9871910107651243
27,test_performance_singlemodelFalse,False,0.994949494949495,LinearDiscriminantAnalysis,3,3,1,True,84,0.9929088044384662
28,test_performance_singlemodelFalse,False,0.9924242424242424,GradientBoostingClassifier,3,3,1,True,84,0.9892128762450711
29,test_performance_singlemodelFalse,False,0.994949494949495,MLPClassifier,3,3,1,True,84,0.9928145205559815
30,test_performance_singlemodelFalse,False,0.994949494949495,EnsembleSelection,3,3,1,True,84,0.9940464966204465
31,test_performance_singlemodelFalse,True,,EnsembleSelection,3,3,1,True,84,
32,test_performance_singlemodelFalse,False,0.9936868686868687,HistGradientBoostingClassifier,3,4,1,True,84,0.9923252919657561
33,test_performance_singlemodelFalse,False,0.9936868686868687,RandomForestClassifier,3,4,1,True,84,0.9923724339069984
34,test_performance_singlemodelFalse,False,0.9911616161616161,DecisionTreeClassifier,3,4,1,True,84,0.9841257369856814
35,test_performance_singlemodelFalse,False,0.9962121212121212,LinearDiscriminantAnalysis,3,4,1,True,84,0.9928616624972239
36,test_performance_singlemodelFalse,False,0.9936868686868687,GradientBoostingClassifier,3,4,1,True,84,0.990839797017277
37,test_performance_singlemodelFalse,False,0.9962121212121212,MLPClassifier,3,4,1,True,84,0.9911875997837756
38,test_performance_singlemodelFalse,False,0.9936868686868687,EnsembleSelection,3,4,1,True,84,0.9936515519127056
39,test_performance_singlemodelFalse,True,,EnsembleSelection,3,4,1,True,84,
40,test_performance_singlemodelFalse,False,0.994949494949495,HistGradientBoostingClassifier,3,5,1,True,84,0.9888179315373302
41,test_performance_singlemodelFalse,False,0.9936868686868687,RandomForestClassifier,3,5,1,True,84,0.990839797017277
42,test_performance_singlemodelFalse,False,0.9936868686868687,DecisionTreeClassifier,3,5,1,True,84,0.986748924116141
43,test_performance_singlemodelFalse,False,0.9936868686868687,LinearDiscriminantAnalysis,3,5,1,True,84,0.9908869389585193
44,test_performance_singlemodelFalse,False,0.9936868686868687,GradientBoostingClassifier,3,5,1,True,84,0.989607820952812
45,test_performance_singlemodelFalse,False,0.9936868686868687,MLPClassifier,3,5,1,True,84,0.9900970495430375
46,test_performance_singlemodelFalse,False,0.9936868686868687,EnsembleSelection,3,5,1,True,84,0.9908869389585193
47,test_performance_singlemodelFalse,True,,EnsembleSelection,3,5,1,True,84,
48,test_performance_singlemodelFalse,False,0.9936868686868687,HistGradientBoostingClassifier,3,6,1,True,84,0.9910933159012911
49,test_performance_singlemodelFalse,False,0.9936868686868687,RandomForestClassifier,3,6,1,True,84,0.9889771665388596
50,test_performance_singlemodelFalse,False,0.9936868686868687,DecisionTreeClassifier,3,6,1,True,84,0.976940257541663
51,test_performance_singlemodelFalse,False,0.9936868686868687,LinearDiscriminantAnalysis,3,6,1,True,84,0.9897021048352965
