,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,multikfold,seed,val_score
0,test_performance_singlemodelFalse,False,0.768027848974256,HistGradientBoostingClassifier,53,0,1,True,1,0.744796996203994
1,test_performance_singlemodelFalse,False,0.7449966031559769,RandomForestClassifier,53,0,1,True,1,0.7521194547476133
2,test_performance_singlemodelFalse,False,0.7157556948604721,DecisionTreeClassifier,53,0,1,True,1,0.6866170192028132
3,test_performance_singlemodelFalse,False,0.7745676743970602,LinearDiscriminantAnalysis,53,0,1,True,1,0.77694961426775
4,test_performance_singlemodelFalse,False,0.7573895511019156,GradientBoostingClassifier,53,0,1,True,1,0.7512426822519732
5,test_performance_singlemodelFalse,False,0.6345165673347126,MLPClassifier,53,0,1,True,1,0.5519378906695104
6,test_performance_singlemodelFalse,False,0.7994994801799299,EnsembleSelection,53,0,1,True,1,0.8006750250503689
7,test_performance_singlemodelFalse,True,,EnsembleSelection,53,0,1,True,1,
8,test_performance_singlemodelFalse,False,0.7783654489495517,HistGradientBoostingClassifier,53,1,1,True,1,0.7953020306766743
9,test_performance_singlemodelFalse,False,0.7871583855726771,RandomForestClassifier,53,1,1,True,1,0.8035709582040789
10,test_performance_singlemodelFalse,False,0.7790228154690217,DecisionTreeClassifier,53,1,1,True,1,0.7516171380036453
11,test_performance_singlemodelFalse,False,0.8008108678421806,LinearDiscriminantAnalysis,53,1,1,True,1,0.7863950883903739
12,test_performance_singlemodelFalse,False,0.7996195277357461,GradientBoostingClassifier,53,1,1,True,1,0.781228149588898
13,test_performance_singlemodelFalse,False,0.7282024261701099,MLPClassifier,53,1,1,True,1,0.6576246884991086
14,test_performance_singlemodelFalse,False,0.8085420333714192,EnsembleSelection,53,1,1,True,1,0.8149385946602475
15,test_performance_singlemodelFalse,True,,EnsembleSelection,53,1,1,True,1,
16,test_performance_singlemodelFalse,False,0.7658817898279962,HistGradientBoostingClassifier,53,2,1,True,1,0.7661614288699818
17,test_performance_singlemodelFalse,False,0.7801364399015944,RandomForestClassifier,53,2,1,True,1,0.792438253586891
18,test_performance_singlemodelFalse,False,0.7188407755097839,DecisionTreeClassifier,53,2,1,True,1,0.7384565095702373
19,test_performance_singlemodelFalse,False,0.7870513335186158,LinearDiscriminantAnalysis,53,2,1,True,1,0.7895586555475901
20,test_performance_singlemodelFalse,False,0.7920179312190552,GradientBoostingClassifier,53,2,1,True,1,0.7622366741234415
21,test_performance_singlemodelFalse,False,0.7589689549043223,MLPClassifier,53,2,1,True,1,0.7209353413058485
22,test_performance_singlemodelFalse,False,0.790065517915779,EnsembleSelection,53,2,1,True,1,0.8033420238909751
23,test_performance_singlemodelFalse,True,,EnsembleSelection,53,2,1,True,1,
24,test_performance_singlemodelFalse,False,0.7675682456844641,HistGradientBoostingClassifier,53,3,1,True,1,0.74433152368582
25,test_performance_singlemodelFalse,False,0.7775655179157788,RandomForestClassifier,53,3,1,True,1,0.7622432017820636
26,test_performance_singlemodelFalse,False,0.7802271510772112,DecisionTreeClassifier,53,3,1,True,1,0.7427325443254846
27,test_performance_singlemodelFalse,False,0.7936818701170367,LinearDiscriminantAnalysis,53,3,1,True,1,0.7723865956637952
28,test_performance_singlemodelFalse,False,0.7849052743723559,GradientBoostingClassifier,53,3,1,True,1,0.7638203466991509
29,test_performance_singlemodelFalse,False,0.7840371491214526,MLPClassifier,53,3,1,True,1,0.7420645451307755
30,test_performance_singlemodelFalse,False,0.8037180001852824,EnsembleSelection,53,3,1,True,1,0.7880817887521927
31,test_performance_singlemodelFalse,True,,EnsembleSelection,53,3,1,True,1,
32,test_performance_singlemodelFalse,False,0.7772293075584926,HistGradientBoostingClassifier,53,4,1,True,1,0.7685447236590451
33,test_performance_singlemodelFalse,False,0.7546931774902469,RandomForestClassifier,53,4,1,True,1,0.7583473552379926
34,test_performance_singlemodelFalse,False,0.7534725010036131,DecisionTreeClassifier,53,4,1,True,1,0.7275308888550512
35,test_performance_singlemodelFalse,False,0.808593886710105,LinearDiscriminantAnalysis,53,4,1,True,1,0.7822155058590526
