,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,multikfold,seed,val_score
0,test_performance_singlemodelFalse,False,0.6382207832254085,HistGradientBoostingClassifier,10101,0,1,True,75,0.5955710955710956
1,test_performance_singlemodelFalse,False,0.6528677150786308,RandomForestClassifier,10101,0,1,True,75,0.5888694638694638
2,test_performance_singlemodelFalse,False,0.5989824236817761,DecisionTreeClassifier,10101,0,1,True,75,0.5632284382284383
3,test_performance_singlemodelFalse,False,0.5366173296330558,LinearDiscriminantAnalysis,10101,0,1,True,75,0.5402097902097902
4,test_performance_singlemodelFalse,False,0.6091581868640148,GradientBoostingClassifier,10101,0,1,True,75,0.6083916083916084
5,test_performance_singlemodelFalse,False,0.6804656182547024,MLPClassifier,10101,0,1,True,75,0.6258741258741258
6,test_performance_singlemodelFalse,False,0.6490903484427999,EnsembleSelection,10101,0,1,True,75,0.6372377622377623
7,test_performance_singlemodelFalse,True,,EnsembleSelection,10101,0,1,True,75,
8,test_performance_singlemodelFalse,False,0.635599753314832,HistGradientBoostingClassifier,10101,1,1,True,75,0.6418997668997669
9,test_performance_singlemodelFalse,False,0.6788467468393463,RandomForestClassifier,10101,1,1,True,75,0.6273310023310024
10,test_performance_singlemodelFalse,False,0.6398396546407648,DecisionTreeClassifier,10101,1,1,True,75,0.5498251748251748
11,test_performance_singlemodelFalse,False,0.6129355534998459,LinearDiscriminantAnalysis,10101,1,1,True,75,0.611013986013986
12,test_performance_singlemodelFalse,False,0.6859389454209066,GradientBoostingClassifier,10101,1,1,True,75,0.5888694638694638
13,test_performance_singlemodelFalse,False,0.5474868948504471,MLPClassifier,10101,1,1,True,75,0.5512820512820513
14,test_performance_singlemodelFalse,False,0.6750693802035153,EnsembleSelection,10101,1,1,True,75,0.6520979020979021
15,test_performance_singlemodelFalse,True,,EnsembleSelection,10101,1,1,True,75,
16,test_performance_singlemodelFalse,False,0.6096207215541165,HistGradientBoostingClassifier,10101,2,1,True,75,0.6235431235431236
17,test_performance_singlemodelFalse,False,0.6384520505704594,RandomForestClassifier,10101,2,1,True,75,0.6392773892773893
18,test_performance_singlemodelFalse,False,0.6214153561517114,DecisionTreeClassifier,10101,2,1,True,75,0.5154428904428905
19,test_performance_singlemodelFalse,False,0.6712920135676842,LinearDiscriminantAnalysis,10101,2,1,True,75,0.6483100233100233
20,test_performance_singlemodelFalse,False,0.6528677150786308,GradientBoostingClassifier,10101,2,1,True,75,0.6372377622377623
21,test_performance_singlemodelFalse,False,0.5328399629972248,MLPClassifier,10101,2,1,True,75,0.5591491841491841
22,test_performance_singlemodelFalse,False,0.6530989824236818,EnsembleSelection,10101,2,1,True,75,0.6523892773892774
23,test_performance_singlemodelFalse,True,,EnsembleSelection,10101,2,1,True,75,
24,test_performance_singlemodelFalse,False,0.6495528831329016,HistGradientBoostingClassifier,10101,3,1,True,75,0.5847902097902098
25,test_performance_singlemodelFalse,False,0.6712920135676842,RandomForestClassifier,10101,3,1,True,75,0.6532634032634033
26,test_performance_singlemodelFalse,False,0.6547178538390379,DecisionTreeClassifier,10101,3,1,True,75,0.6182983682983683
27,test_performance_singlemodelFalse,False,0.6601911810052421,LinearDiscriminantAnalysis,10101,3,1,True,75,0.6328671328671328
28,test_performance_singlemodelFalse,False,0.6748381128584644,GradientBoostingClassifier,10101,3,1,True,75,0.6118881118881119
29,test_performance_singlemodelFalse,False,0.6457755164970707,MLPClassifier,10101,3,1,True,75,0.5996503496503497
30,test_performance_singlemodelFalse,False,0.6748381128584644,EnsembleSelection,10101,3,1,True,75,0.671911421911422
31,test_performance_singlemodelFalse,True,,EnsembleSelection,10101,3,1,True,75,
32,test_performance_singlemodelFalse,False,0.6497841504779525,HistGradientBoostingClassifier,10101,4,1,True,75,0.6401515151515151
33,test_performance_singlemodelFalse,False,0.6207215541165587,RandomForestClassifier,10101,4,1,True,75,0.634032634032634
