,single_model,repeated_ensemble,dataset_name,model,level,repeat,splits,iteration,seed,performance
0,False,False,146822,HistGradientBoostingClassifier,0,5,2,0,78,0.9662188843938653
1,False,False,146822,HistGradientBoostingClassifier,0,5,2,1,78,0.9662381285980123
2,False,False,146822,HistGradientBoostingClassifier,0,5,2,2,78,0.9728829031060767
3,False,False,146822,HistGradientBoostingClassifier,0,5,2,3,78,0.9712485267729052
4,False,False,146822,HistGradientBoostingClassifier,0,5,2,4,78,0.9679400547897343
5,False,False,146822,HistGradientBoostingClassifier,0,5,2,5,78,0.9696612251856036
6,False,False,146822,HistGradientBoostingClassifier,0,5,2,6,78,0.9748247363732112
7,False,False,146822,HistGradientBoostingClassifier,0,5,2,7,78,0.9696612251856036
8,False,False,146822,HistGradientBoostingClassifier,0,5,2,8,78,0.9713588582085377
9,False,False,146822,HistGradientBoostingClassifier,0,5,2,9,78,0.9764120379605128
10,False,False,146822,RandomForestClassifier,0,5,2,0,78,0.9562934684443529
11,False,False,146822,RandomForestClassifier,0,5,2,1,78,0.9699289628027389
12,False,False,146822,RandomForestClassifier,0,5,2,2,78,0.9686051056637845
13,False,False,146822,RandomForestClassifier,0,5,2,3,78,0.968073923598302
14,False,False,146822,RandomForestClassifier,0,5,2,4,78,0.968073923598302
15,False,False,146822,RandomForestClassifier,0,5,2,5,78,0.968073923598302
16,False,False,146822,RandomForestClassifier,0,5,2,6,78,0.9682077924068696
17,False,False,146822,RandomForestClassifier,0,5,2,7,78,0.9666161976507801
18,False,False,146822,RandomForestClassifier,0,5,2,8,78,0.9666161976507801
19,False,False,146822,RandomForestClassifier,0,5,2,9,78,0.9666161976507801
20,False,False,146822,DecisionTreeClassifier,0,5,2,0,78,0.9377181880298789
21,False,False,146822,DecisionTreeClassifier,0,5,2,1,78,0.9539072471744336
22,False,False,146822,DecisionTreeClassifier,0,5,2,2,78,0.9580300949542622
23,False,False,146822,DecisionTreeClassifier,0,5,2,3,78,0.9562641332626435
24,False,False,146822,DecisionTreeClassifier,0,5,2,4,78,0.9602184119157174
25,False,False,146822,DecisionTreeClassifier,0,5,2,5,78,0.9598210986588025
26,False,False,146822,DecisionTreeClassifier,0,5,2,6,78,0.961805713503019
27,False,False,146822,DecisionTreeClassifier,0,5,2,7,78,0.9629957018334057
28,False,False,146822,DecisionTreeClassifier,0,5,2,8,78,0.9648507410378425
29,False,False,146822,DecisionTreeClassifier,0,5,2,9,78,0.9631295706419732
30,False,False,146822,LinearDiscriminantAnalysis,0,5,2,0,78,0.915425353688852
31,False,False,146822,LinearDiscriminantAnalysis,0,5,2,1,78,0.9211640594275577
32,False,False,146822,LinearDiscriminantAnalysis,0,5,2,2,78,0.9175010557645541
