,single_model,repeated_ensemble,dataset_name,model,level,repeat,splits,iteration,seed,performance
0,False,False,3,HistGradientBoostingClassifier,0,5,2,0,10,0.9887203910264444
1,False,False,3,HistGradientBoostingClassifier,0,5,2,1,10,0.9899580147888207
2,False,False,3,HistGradientBoostingClassifier,0,5,2,2,10,0.9874263692192005
3,False,False,3,HistGradientBoostingClassifier,0,5,2,3,10,0.992461461336007
4,False,False,3,HistGradientBoostingClassifier,0,5,2,4,10,0.9924896603584409
5,False,False,3,HistGradientBoostingClassifier,0,5,2,5,10,0.992461461336007
6,False,False,3,HistGradientBoostingClassifier,0,5,2,6,10,0.992461461336007
7,False,False,3,HistGradientBoostingClassifier,0,5,2,7,10,0.992461461336007
8,False,False,3,HistGradientBoostingClassifier,0,5,2,8,10,0.992461461336007
9,False,False,3,HistGradientBoostingClassifier,0,5,2,9,10,0.992461461336007
10,False,False,3,RandomForestClassifier,0,5,2,0,10,0.9900144128336884
11,False,False,3,RandomForestClassifier,0,5,2,1,10,0.9937836821656849
12,False,False,3,RandomForestClassifier,0,5,2,2,10,0.9925178593808748
13,False,False,3,RandomForestClassifier,0,5,2,3,10,0.9937836821656849
14,False,False,3,RandomForestClassifier,0,5,2,4,10,0.9937836821656849
15,False,False,3,RandomForestClassifier,0,5,2,5,10,0.9937836821656849
16,False,False,3,RandomForestClassifier,0,5,2,6,10,0.9925178593808748
17,False,False,3,RandomForestClassifier,0,5,2,7,10,0.9937836821656849
18,False,False,3,RandomForestClassifier,0,5,2,8,10,0.9937836821656849
19,False,False,3,RandomForestClassifier,0,5,2,9,10,0.9937836821656849
20,False,False,3,DecisionTreeClassifier,0,5,2,0,10,0.9912520365960646
21,False,False,3,DecisionTreeClassifier,0,5,2,1,10,0.98883318711618
22,False,False,3,DecisionTreeClassifier,0,5,2,2,10,0.9925178593808748
23,False,False,3,DecisionTreeClassifier,0,5,2,3,10,0.9937836821656849
24,False,False,3,DecisionTreeClassifier,0,5,2,4,10,0.993755483143251
25,False,False,3,DecisionTreeClassifier,0,5,2,5,10,0.9937836821656849
