,single_model,repeated_ensemble,dataset_name,model,level,repeat,splits,iteration,seed,performance
0,False,False,146822,HistGradientBoostingClassifier,0,5,2,0,25,0.9699936748893105
1,False,False,146822,HistGradientBoostingClassifier,0,5,2,1,25,0.9766257793439956
2,False,False,146822,HistGradientBoostingClassifier,0,5,2,2,25,0.9766257793439956
3,False,False,146822,HistGradientBoostingClassifier,0,5,2,3,25,0.9729608294930875
4,False,False,146822,HistGradientBoostingClassifier,0,5,2,4,25,0.9764016897081413
5,False,False,146822,HistGradientBoostingClassifier,0,5,2,5,25,0.9747210174392338
6,False,False,146822,HistGradientBoostingClassifier,0,5,2,6,25,0.9747210174392338
7,False,False,146822,HistGradientBoostingClassifier,0,5,2,7,25,0.9783064516129032
8,False,False,146822,HistGradientBoostingClassifier,0,5,2,8,25,0.9766257793439956
9,False,False,146822,HistGradientBoostingClassifier,0,5,2,9,25,0.9766257793439956
10,False,False,146822,RandomForestClassifier,0,5,2,0,25,0.9612611818921116
11,False,False,146822,RandomForestClassifier,0,5,2,1,25,0.9760330261136713
12,False,False,146822,RandomForestClassifier,0,5,2,2,25,0.9731849191289419
13,False,False,146822,RandomForestClassifier,0,5,2,3,25,0.9729608294930875
14,False,False,146822,RandomForestClassifier,0,5,2,4,25,0.9729608294930875
15,False,False,146822,RandomForestClassifier,0,5,2,5,25,0.9748655913978495
16,False,False,146822,RandomForestClassifier,0,5,2,6,25,0.9764016897081413
17,False,False,146822,RandomForestClassifier,0,5,2,7,25,0.9729608294930875
18,False,False,146822,RandomForestClassifier,0,5,2,8,25,0.9729608294930875
19,False,False,146822,RandomForestClassifier,0,5,2,9,25,0.9744969278033794
20,False,False,146822,DecisionTreeClassifier,0,5,2,0,25,0.9407945171850318
21,False,False,146822,DecisionTreeClassifier,0,5,2,1,25,0.9441002530044276
22,False,False,146822,DecisionTreeClassifier,0,5,2,2,25,0.9600756754314629
23,False,False,146822,DecisionTreeClassifier,0,5,2,3,25,0.9648285443209542
24,False,False,146822,DecisionTreeClassifier,0,5,2,4,25,0.9635165356465166
25,False,False,146822,DecisionTreeClassifier,0,5,2,5,25,0.9678392970091262
26,False,False,146822,DecisionTreeClassifier,0,5,2,6,25,0.9695199692780337
27,False,False,146822,DecisionTreeClassifier,0,5,2,7,25,0.9733294930875577
28,False,False,146822,DecisionTreeClassifier,0,5,2,8,25,0.9733294930875577
29,False,False,146822,DecisionTreeClassifier,0,5,2,9,25,0.9764016897081413
30,False,False,146822,LinearDiscriminantAnalysis,0,5,2,0,25,0.9160666221405002
31,False,False,146822,LinearDiscriminantAnalysis,0,5,2,1,25,0.9209640649886072
32,False,False,146822,LinearDiscriminantAnalysis,0,5,2,2,25,0.9211881546244616
33,False,False,146822,LinearDiscriminantAnalysis,0,5,2,3,25,0.9209640649886072
34,False,False,146822,LinearDiscriminantAnalysis,0,5,2,4,25,0.9243254095264223
35,False,False,146822,LinearDiscriminantAnalysis,0,5,2,5,25,0.9209640649886072
36,False,False,146822,LinearDiscriminantAnalysis,0,5,2,6,25,0.9211881546244616
37,False,False,146822,LinearDiscriminantAnalysis,0,5,2,7,25,0.9209640649886072
38,False,False,146822,LinearDiscriminantAnalysis,0,5,2,8,25,0.9192833927196996
39,False,False,146822,LinearDiscriminantAnalysis,0,5,2,9,25,0.9209640649886072
40,False,False,146822,GradientBoostingClassifier,0,5,2,0,25,0.9576607759310487
41,False,False,146822,GradientBoostingClassifier,0,5,2,1,25,0.9729212975512785
42,False,False,146822,GradientBoostingClassifier,0,5,2,2,25,0.9713851992409868
43,False,False,146822,GradientBoostingClassifier,0,5,2,3,25,0.9711611096051324
44,False,False,146822,GradientBoostingClassifier,0,5,2,4,25,0.9715297731996024
45,False,False,146822,GradientBoostingClassifier,0,5,2,5,25,0.9749706334146563
46,False,False,146822,GradientBoostingClassifier,0,5,2,6,25,0.971528292622918
47,False,False,146822,GradientBoostingClassifier,0,5,2,7,25,0.973249463018787
48,False,False,146822,GradientBoostingClassifier,0,5,2,8,25,0.9698086028037333
49,False,False,146822,GradientBoostingClassifier,0,5,2,9,25,0.971344701114025
50,False,False,146822,MLPClassifier,0,5,2,0,25,0.9360072112793816
51,False,False,146822,MLPClassifier,0,5,2,1,25,0.9480684276416732
52,False,False,146822,MLPClassifier,0,5,2,2,25,0.9481909557449096
53,False,False,146822,MLPClassifier,0,5,2,3,25,0.9504643812441417
54,False,False,146822,MLPClassifier,0,5,2,4,25,0.9466548574346179
55,False,False,146822,MLPClassifier,0,5,2,5,25,0.9504643812441417
56,False,False,146822,MLPClassifier,0,5,2,6,25,0.9520004795544335
57,False,False,146822,MLPClassifier,0,5,2,7,25,0.9500957176496716
58,False,False,146822,MLPClassifier,0,5,2,8,25,0.9520004795544335
59,False,False,146822,MLPClassifier,0,5,2,9,25,0.9516318159599635
60,False,False,146822,HistGradientBoostingClassifier,1,5,2,10,25,0.9802112135176652
61,False,False,146822,HistGradientBoostingClassifier,1,5,2,11,25,0.9796979759645793
62,False,False,146822,HistGradientBoostingClassifier,1,5,2,12,25,0.9754583446281738
63,False,False,146822,HistGradientBoostingClassifier,1,5,2,13,25,0.9769944429384657
64,False,False,146822,HistGradientBoostingClassifier,1,5,2,14,25,0.9785305412487576
65,False,False,146822,HistGradientBoostingClassifier,1,5,2,15,25,0.9785305412487576
66,False,False,146822,HistGradientBoostingClassifier,1,5,2,16,25,0.9783064516129032
67,False,False,146822,HistGradientBoostingClassifier,1,5,2,17,25,0.9750896810337037
68,False,False,146822,HistGradientBoostingClassifier,1,5,2,18,25,0.9750896810337037
69,False,False,146822,HistGradientBoostingClassifier,1,5,2,19,25,0.9766257793439956
70,False,False,146822,RandomForestClassifier,1,5,2,10,25,0.9785950851386026
71,False,False,146822,RandomForestClassifier,1,5,2,11,25,0.9750491829067421
72,False,False,146822,RandomForestClassifier,1,5,2,12,25,0.9786751152073733
