,single_model,repeated_ensemble,dataset_name,model,level,repeat,splits,iteration,seed,performance
0,False,False,146818,HistGradientBoostingClassifier,0,5,2,0,90,0.8879950495049505
1,False,False,146818,HistGradientBoostingClassifier,0,5,2,1,90,0.8969334433443344
2,False,False,146818,HistGradientBoostingClassifier,0,5,2,2,90,0.8969334433443344
3,False,False,146818,HistGradientBoostingClassifier,0,5,2,3,90,0.8899889988998899
4,False,False,146818,HistGradientBoostingClassifier,0,5,2,4,90,0.8969334433443344
5,False,False,146818,HistGradientBoostingClassifier,0,5,2,5,90,0.8969334433443344
6,False,False,146818,HistGradientBoostingClassifier,0,5,2,6,90,0.8978960396039604
7,False,False,146818,HistGradientBoostingClassifier,0,5,2,7,90,0.9137788778877888
8,False,False,146818,HistGradientBoostingClassifier,0,5,2,8,90,0.9018839383938394
9,False,False,146818,HistGradientBoostingClassifier,0,5,2,9,90,0.9068344334433444
10,False,False,146818,RandomForestClassifier,0,5,2,0,90,0.8949394939493949
11,False,False,146818,RandomForestClassifier,0,5,2,1,90,0.9227172717271728
12,False,False,146818,RandomForestClassifier,0,5,2,2,90,0.9108223322332234
13,False,False,146818,RandomForestClassifier,0,5,2,3,90,0.9108223322332234
14,False,False,146818,RandomForestClassifier,0,5,2,4,90,0.9088283828382838
15,False,False,146818,RandomForestClassifier,0,5,2,5,90,0.9088283828382838
16,False,False,146818,RandomForestClassifier,0,5,2,6,90,0.9088283828382838
17,False,False,146818,RandomForestClassifier,0,5,2,7,90,0.9157728272827284
18,False,False,146818,RandomForestClassifier,0,5,2,8,90,0.9227172717271728
19,False,False,146818,RandomForestClassifier,0,5,2,9,90,0.9157728272827284
20,False,False,146818,DecisionTreeClassifier,0,5,2,0,90,0.8642051705170517
21,False,False,146818,DecisionTreeClassifier,0,5,2,1,90,0.8383525852585259
22,False,False,146818,DecisionTreeClassifier,0,5,2,2,90,0.875137513751375
23,False,False,146818,DecisionTreeClassifier,0,5,2,3,90,0.8671617161716172
24,False,False,146818,DecisionTreeClassifier,0,5,2,4,90,0.8622799779977998
25,False,False,146818,DecisionTreeClassifier,0,5,2,5,90,0.885038503850385
26,False,False,146818,DecisionTreeClassifier,0,5,2,6,90,0.8860698569856986
27,False,False,146818,DecisionTreeClassifier,0,5,2,7,90,0.9088283828382838
28,False,False,146818,DecisionTreeClassifier,0,5,2,8,90,0.8989273927392739
29,False,False,146818,DecisionTreeClassifier,0,5,2,9,90,0.9137788778877888
30,False,False,146818,LinearDiscriminantAnalysis,0,5,2,0,90,0.8959708470847085
31,False,False,146818,LinearDiscriminantAnalysis,0,5,2,1,90,0.8860698569856986
32,False,False,146818,LinearDiscriminantAnalysis,0,5,2,2,90,0.8811193619361937
33,False,False,146818,LinearDiscriminantAnalysis,0,5,2,3,90,0.8860698569856986
34,False,False,146818,LinearDiscriminantAnalysis,0,5,2,4,90,0.8860698569856986
35,False,False,146818,LinearDiscriminantAnalysis,0,5,2,5,90,0.8860698569856986
36,False,False,146818,LinearDiscriminantAnalysis,0,5,2,6,90,0.8860698569856986
37,False,False,146818,LinearDiscriminantAnalysis,0,5,2,7,90,0.8860698569856986
38,False,False,146818,LinearDiscriminantAnalysis,0,5,2,8,90,0.8811193619361937
39,False,False,146818,LinearDiscriminantAnalysis,0,5,2,9,90,0.8860698569856986
40,False,False,146818,GradientBoostingClassifier,0,5,2,0,90,0.9068344334433444
41,False,False,146818,GradientBoostingClassifier,0,5,2,1,90,0.9038778877887789
42,False,False,146818,GradientBoostingClassifier,0,5,2,2,90,0.9018839383938394
43,False,False,146818,GradientBoostingClassifier,0,5,2,3,90,0.9038778877887789
44,False,False,146818,GradientBoostingClassifier,0,5,2,4,90,0.8969334433443344
45,False,False,146818,GradientBoostingClassifier,0,5,2,5,90,0.9038778877887789
46,False,False,146818,GradientBoostingClassifier,0,5,2,6,90,0.8998899889988998
47,False,False,146818,GradientBoostingClassifier,0,5,2,7,90,0.9038778877887789
48,False,False,146818,GradientBoostingClassifier,0,5,2,8,90,0.8969334433443344
49,False,False,146818,GradientBoostingClassifier,0,5,2,9,90,0.9018839383938394
50,False,False,146818,MLPClassifier,0,5,2,0,90,0.8067244224422442
51,False,False,146818,MLPClassifier,0,5,2,1,90,0.830514301430143
52,False,False,146818,MLPClassifier,0,5,2,2,90,0.826526402640264
53,False,False,146818,MLPClassifier,0,5,2,3,90,0.8413778877887789
54,False,False,146818,MLPClassifier,0,5,2,4,90,0.8384213421342135
55,False,False,146818,MLPClassifier,0,5,2,5,90,0.8463283828382838
56,False,False,146818,MLPClassifier,0,5,2,6,90,0.8582233223322333
57,False,False,146818,MLPClassifier,0,5,2,7,90,0.8642051705170517
58,False,False,146818,MLPClassifier,0,5,2,8,90,0.8433718371837184
59,False,False,146818,MLPClassifier,0,5,2,9,90,0.8572607260726073
60,False,False,146818,HistGradientBoostingClassifier,1,5,2,10,90,0.8879950495049505
61,False,False,146818,HistGradientBoostingClassifier,1,5,2,11,90,0.88008800880088
62,False,False,146818,HistGradientBoostingClassifier,1,5,2,12,90,0.8780940594059405
63,False,False,146818,HistGradientBoostingClassifier,1,5,2,13,90,0.8780940594059405
64,False,False,146818,HistGradientBoostingClassifier,1,5,2,14,90,0.893976897689769
65,False,False,146818,HistGradientBoostingClassifier,1,5,2,15,90,0.8780940594059405
66,False,False,146818,HistGradientBoostingClassifier,1,5,2,16,90,0.8929455445544554
67,False,False,146818,HistGradientBoostingClassifier,1,5,2,17,90,0.885038503850385
68,False,False,146818,HistGradientBoostingClassifier,1,5,2,18,90,0.8969334433443344
69,False,False,146818,HistGradientBoostingClassifier,1,5,2,19,90,0.8830445544554455
70,False,False,146818,RandomForestClassifier,1,5,2,10,90,0.8899889988998899
71,False,False,146818,RandomForestClassifier,1,5,2,11,90,0.9038778877887789
72,False,False,146818,RandomForestClassifier,1,5,2,12,90,0.9207233223322333
73,False,False,146818,RandomForestClassifier,1,5,2,13,90,0.8969334433443344
74,False,False,146818,RandomForestClassifier,1,5,2,14,90,0.8998899889988998
75,False,False,146818,RandomForestClassifier,1,5,2,15,90,0.9018839383938394
76,False,False,146818,RandomForestClassifier,1,5,2,16,90,0.8978960396039604
77,False,False,146818,RandomForestClassifier,1,5,2,17,90,0.8998899889988998
78,False,False,146818,RandomForestClassifier,1,5,2,18,90,0.8969334433443344
79,False,False,146818,RandomForestClassifier,1,5,2,19,90,0.8998899889988998
80,False,False,146818,DecisionTreeClassifier,1,5,2,10,90,0.881050605060506
81,False,False,146818,DecisionTreeClassifier,1,5,2,11,90,0.878025302530253
82,False,False,146818,DecisionTreeClassifier,1,5,2,12,90,0.8978960396039604
83,False,False,146818,DecisionTreeClassifier,1,5,2,13,90,0.8889576457645765
84,False,False,146818,DecisionTreeClassifier,1,5,2,14,90,0.9097909790979097
85,False,False,146818,DecisionTreeClassifier,1,5,2,15,90,0.8959020902090209
86,False,False,146818,DecisionTreeClassifier,1,5,2,16,90,0.8959020902090209
87,False,False,146818,DecisionTreeClassifier,1,5,2,17,90,0.8959020902090209
88,False,False,146818,DecisionTreeClassifier,1,5,2,18,90,0.886001100110011
89,False,False,146818,DecisionTreeClassifier,1,5,2,19,90,0.8840071507150715
90,False,False,146818,LinearDiscriminantAnalysis,1,5,2,10,90,0.885038503850385
91,False,False,146818,LinearDiscriminantAnalysis,1,5,2,11,90,0.8949394939493949
92,False,False,146818,LinearDiscriminantAnalysis,1,5,2,12,90,0.8949394939493949
93,False,False,146818,LinearDiscriminantAnalysis,1,5,2,13,90,0.8949394939493949
94,False,False,146818,LinearDiscriminantAnalysis,1,5,2,14,90,0.8949394939493949
95,False,False,146818,LinearDiscriminantAnalysis,1,5,2,15,90,0.8949394939493949
96,False,False,146818,LinearDiscriminantAnalysis,1,5,2,16,90,0.8949394939493949
97,False,False,146818,LinearDiscriminantAnalysis,1,5,2,17,90,0.8949394939493949
98,False,False,146818,LinearDiscriminantAnalysis,1,5,2,18,90,0.8949394939493949
99,False,False,146818,LinearDiscriminantAnalysis,1,5,2,19,90,0.8949394939493949
100,False,False,146818,GradientBoostingClassifier,1,5,2,10,90,0.8949394939493949
101,False,False,146818,GradientBoostingClassifier,1,5,2,11,90,0.8701870187018701
102,False,False,146818,GradientBoostingClassifier,1,5,2,12,90,0.8879950495049505
103,False,False,146818,GradientBoostingClassifier,1,5,2,13,90,0.8998899889988998
104,False,False,146818,GradientBoostingClassifier,1,5,2,14,90,0.9068344334433444
105,False,False,146818,GradientBoostingClassifier,1,5,2,15,90,0.9236798679867987
106,False,False,146818,GradientBoostingClassifier,1,5,2,16,90,0.9028465346534653
107,False,False,146818,GradientBoostingClassifier,1,5,2,17,90,0.9236798679867987
108,False,False,146818,GradientBoostingClassifier,1,5,2,18,90,0.9236798679867987
