,single_model,repeated_ensemble,dataset_name,model,level,repeat,splits,iteration,seed,performance
0,False,False,53,HistGradientBoostingClassifier,0,5,2,0,95,0.7244591882247993
1,False,False,53,HistGradientBoostingClassifier,0,5,2,1,95,0.7330824412726732
2,False,False,53,HistGradientBoostingClassifier,0,5,2,2,95,0.7312967269869589
3,False,False,53,HistGradientBoostingClassifier,0,5,2,3,95,0.7576908372626481
4,False,False,53,HistGradientBoostingClassifier,0,5,2,4,95,0.7664627670872095
5,False,False,53,HistGradientBoostingClassifier,0,5,2,5,95,0.7619984813729239
6,False,False,53,HistGradientBoostingClassifier,0,5,2,6,95,0.7399120152075103
7,False,False,53,HistGradientBoostingClassifier,0,5,2,7,95,0.7532265515483625
8,False,False,53,HistGradientBoostingClassifier,0,5,2,8,95,0.7442979801197911
9,False,False,53,HistGradientBoostingClassifier,0,5,2,9,95,0.7355964062699121
10,False,False,53,RandomForestClassifier,0,5,2,0,95,0.7506966568964785
11,False,False,53,RandomForestClassifier,0,5,2,1,95,0.7571816193024935
12,False,False,53,RandomForestClassifier,0,5,2,2,95,0.734860190731065
13,False,False,53,RandomForestClassifier,0,5,2,3,95,0.73493851153307
14,False,False,53,RandomForestClassifier,0,5,2,4,95,0.7524823711821927
15,False,False,53,RandomForestClassifier,0,5,2,5,95,0.73493851153307
16,False,False,53,RandomForestClassifier,0,5,2,6,95,0.73509515313708
17,False,False,53,RandomForestClassifier,0,5,2,7,95,0.7437887621596364
18,False,False,53,RandomForestClassifier,0,5,2,8,95,0.7393244764453507
19,False,False,53,RandomForestClassifier,0,5,2,9,95,0.7437887621596364
20,False,False,53,DecisionTreeClassifier,0,5,2,0,95,0.6973121362728856
21,False,False,53,DecisionTreeClassifier,0,5,2,1,95,0.6865673187205301
22,False,False,53,DecisionTreeClassifier,0,5,2,2,95,0.7557795441994818
23,False,False,53,DecisionTreeClassifier,0,5,2,3,95,0.7296203963298076
24,False,False,53,DecisionTreeClassifier,0,5,2,4,95,0.7316724013423389
25,False,False,53,DecisionTreeClassifier,0,5,2,5,95,0.7277563612420883
26,False,False,53,DecisionTreeClassifier,0,5,2,6,95,0.75368851153307
27,False,False,53,DecisionTreeClassifier,0,5,2,7,95,0.7455824412726731
28,False,False,53,DecisionTreeClassifier,0,5,2,8,95,0.7363636846353171
29,False,False,53,DecisionTreeClassifier,0,5,2,9,95,0.7344372584002379
30,False,False,53,LinearDiscriminantAnalysis,0,5,2,0,95,0.7822209124506181
31,False,False,53,LinearDiscriminantAnalysis,0,5,2,1,95,0.788470912450618
32,False,False,53,LinearDiscriminantAnalysis,0,5,2,2,95,0.7885492332526229
33,False,False,53,LinearDiscriminantAnalysis,0,5,2,3,95,0.788470912450618
34,False,False,53,LinearDiscriminantAnalysis,0,5,2,4,95,0.7953084512127777
35,False,False,53,LinearDiscriminantAnalysis,0,5,2,5,95,0.7840849475383374
36,False,False,53,LinearDiscriminantAnalysis,0,5,2,6,95,0.788470912450618
37,False,False,53,LinearDiscriminantAnalysis,0,5,2,7,95,0.7885492332526229
38,False,False,53,LinearDiscriminantAnalysis,0,5,2,8,95,0.7822992332526231
39,False,False,53,LinearDiscriminantAnalysis,0,5,2,9,95,0.7929351981649038
40,False,False,53,GradientBoostingClassifier,0,5,2,0,95,0.7367945817934667
41,False,False,53,GradientBoostingClassifier,0,5,2,1,95,0.7640191580646531
42,False,False,53,GradientBoostingClassifier,0,5,2,2,95,0.7464593687608853
43,False,False,53,GradientBoostingClassifier,0,5,2,3,95,0.7665331230618921
44,False,False,53,GradientBoostingClassifier,0,5,2,4,95,0.7576828724353257
45,False,False,53,GradientBoostingClassifier,0,5,2,5,95,0.7683188373476063
46,False,False,53,GradientBoostingClassifier,0,5,2,6,95,0.7551609426107643
47,False,False,53,GradientBoostingClassifier,0,5,2,7,95,0.7443683360944735
48,False,False,53,GradientBoostingClassifier,0,5,2,8,95,0.741846406269912
49,False,False,53,GradientBoostingClassifier,0,5,2,9,95,0.7399823711821927
50,False,False,53,MLPClassifier,0,5,2,0,95,0.599928051059853
51,False,False,53,MLPClassifier,0,5,2,1,95,0.5886031285841723
52,False,False,53,MLPClassifier,0,5,2,2,95,0.6507428528949493
53,False,False,53,MLPClassifier,0,5,2,3,95,0.6777324667601207
54,False,False,53,MLPClassifier,0,5,2,4,95,0.6415872838876853
55,False,False,53,MLPClassifier,0,5,2,5,95,0.6432946773713946
56,False,False,53,MLPClassifier,0,5,2,6,95,0.6455896096172635
57,False,False,53,MLPClassifier,0,5,2,7,95,0.6676136846353171
58,False,False,53,MLPClassifier,0,5,2,8,95,0.6680756446200247
59,False,False,53,MLPClassifier,0,5,2,9,95,0.6590687523894482
60,False,False,53,HistGradientBoostingClassifier,1,5,2,10,95,0.7768789027653881
61,False,False,53,HistGradientBoostingClassifier,1,5,2,11,95,0.8264018096087677
62,False,False,53,HistGradientBoostingClassifier,1,5,2,12,95,0.8308660953230533
63,False,False,53,HistGradientBoostingClassifier,1,5,2,13,95,0.8238015589822012
64,False,False,53,HistGradientBoostingClassifier,1,5,2,14,95,0.8328004863854552
65,False,False,53,HistGradientBoostingClassifier,1,5,2,15,95,0.828265844696487
66,False,False,53,HistGradientBoostingClassifier,1,5,2,16,95,0.8285711630771844
67,False,False,53,HistGradientBoostingClassifier,1,5,2,17,95,0.841580381037339
68,False,False,53,HistGradientBoostingClassifier,1,5,2,18,95,0.8371864512977358
69,False,False,53,HistGradientBoostingClassifier,1,5,2,19,95,0.8460446667516248
70,False,False,53,RandomForestClassifier,1,5,2,10,95,0.7842336243150247
71,False,False,53,RandomForestClassifier,1,5,2,11,95,0.8240285565608938
72,False,False,53,RandomForestClassifier,1,5,2,12,95,0.8151783059343274
73,False,False,53,RandomForestClassifier,1,5,2,13,95,0.8284928422751794
74,False,False,53,RandomForestClassifier,1,5,2,14,95,0.8371864512977358
75,False,False,53,RandomForestClassifier,1,5,2,15,95,0.8239502357588888
76,False,False,53,RandomForestClassifier,1,5,2,16,95,0.8328788071874602
77,False,False,53,RandomForestClassifier,1,5,2,17,95,0.8239502357588888
