,single_model,repeated_ensemble,dataset_name,model,level,repeat,splits,iteration,seed,performance
0,False,False,3,HistGradientBoostingClassifier,0,5,2,0,68,0.9924811087858243
1,False,False,3,HistGradientBoostingClassifier,0,5,2,1,68,0.9912436246068246
2,False,False,3,HistGradientBoostingClassifier,0,5,2,2,68,0.9899779445857717
3,False,False,3,HistGradientBoostingClassifier,0,5,2,3,68,0.9912342259928069
4,False,False,3,HistGradientBoostingClassifier,0,5,2,4,68,0.9887216631787366
5,False,False,3,HistGradientBoostingClassifier,0,5,2,5,68,0.9912342259928069
6,False,False,3,HistGradientBoostingClassifier,0,5,2,6,68,0.9899873431997894
7,False,False,3,HistGradientBoostingClassifier,0,5,2,7,68,0.9899873431997894
8,False,False,3,HistGradientBoostingClassifier,0,5,2,8,68,0.9912342259928069
9,False,False,3,HistGradientBoostingClassifier,0,5,2,9,68,0.9924811087858243
10,False,False,3,RandomForestClassifier,0,5,2,0,68,0.9887498590207897
11,False,False,3,RandomForestClassifier,0,5,2,1,68,0.9874841789997368
12,False,False,3,RandomForestClassifier,0,5,2,2,68,0.9887216631787366
13,False,False,3,RandomForestClassifier,0,5,2,3,68,0.9887216631787366
14,False,False,3,RandomForestClassifier,0,5,2,4,68,0.9887216631787366
15,False,False,3,RandomForestClassifier,0,5,2,5,68,0.9887216631787366
16,False,False,3,RandomForestClassifier,0,5,2,6,68,0.9887216631787366
17,False,False,3,RandomForestClassifier,0,5,2,7,68,0.989968545971754
18,False,False,3,RandomForestClassifier,0,5,2,8,68,0.989968545971754
19,False,False,3,RandomForestClassifier,0,5,2,9,68,0.9874653817717014
20,False,False,3,DecisionTreeClassifier,0,5,2,0,68,0.9912248273787891
21,False,False,3,DecisionTreeClassifier,0,5,2,1,68,0.993756187420895
22,False,False,3,DecisionTreeClassifier,0,5,2,2,68,0.9912060301507537
23,False,False,3,DecisionTreeClassifier,0,5,2,3,68,0.9937279915788418
24,False,False,3,DecisionTreeClassifier,0,5,2,4,68,0.9912060301507537
25,False,False,3,DecisionTreeClassifier,0,5,2,5,68,0.9924717101718067
26,False,False,3,DecisionTreeClassifier,0,5,2,6,68,0.9937185929648241
27,False,False,3,DecisionTreeClassifier,0,5,2,7,68,0.9937279915788418
