,single_model,repeated_ensemble,dataset_name,model,level,repeat,splits,iteration,seed,performance
0,False,False,7592,HistGradientBoostingClassifier,0,5,2,0,97,0.7937557433681264
1,False,False,7592,HistGradientBoostingClassifier,0,5,2,1,97,0.7910350384425247
2,False,False,7592,HistGradientBoostingClassifier,0,5,2,2,97,0.7915482673028476
3,False,False,7592,HistGradientBoostingClassifier,0,5,2,3,97,0.7918461430545884
4,False,False,7592,HistGradientBoostingClassifier,0,5,2,4,97,0.7915418837208267
5,False,False,7592,HistGradientBoostingClassifier,0,5,2,5,97,0.7919534391919276
6,False,False,7592,HistGradientBoostingClassifier,0,5,2,6,97,0.7921383960582122
7,False,False,7592,HistGradientBoostingClassifier,0,5,2,7,97,0.7930567968076152
8,False,False,7592,HistGradientBoostingClassifier,0,5,2,8,97,0.7926156059281209
9,False,False,7592,HistGradientBoostingClassifier,0,5,2,9,97,0.7926156059281209
10,False,False,7592,RandomForestClassifier,0,5,2,0,97,0.7734035106732007
11,False,False,7592,RandomForestClassifier,0,5,2,1,97,0.7745278376135498
12,False,False,7592,RandomForestClassifier,0,5,2,2,97,0.7714091052147927
13,False,False,7592,RandomForestClassifier,0,5,2,3,97,0.7752076334279985
14,False,False,7592,RandomForestClassifier,0,5,2,4,97,0.7756432015593755
15,False,False,7592,RandomForestClassifier,0,5,2,5,97,0.7766809047762555
16,False,False,7592,RandomForestClassifier,0,5,2,6,97,0.7761084050991459
17,False,False,7592,RandomForestClassifier,0,5,2,7,97,0.7765616023087782
18,False,False,7592,RandomForestClassifier,0,5,2,8,97,0.7750466892219898
19,False,False,7592,RandomForestClassifier,0,5,2,9,97,0.7760963987690078
20,False,False,7592,DecisionTreeClassifier,0,5,2,0,97,0.7460325109894107
21,False,False,7592,DecisionTreeClassifier,0,5,2,1,97,0.7082374744471149
22,False,False,7592,DecisionTreeClassifier,0,5,2,2,97,0.7682691065805822
23,False,False,7592,DecisionTreeClassifier,0,5,2,3,97,0.7339909969225197
24,False,False,7592,DecisionTreeClassifier,0,5,2,4,97,0.7680225963957998
25,False,False,7592,DecisionTreeClassifier,0,5,2,5,97,0.7480183802625582
26,False,False,7592,DecisionTreeClassifier,0,5,2,6,97,0.7705376720412469
27,False,False,7592,DecisionTreeClassifier,0,5,2,7,97,0.7519137199507722
28,False,False,7592,DecisionTreeClassifier,0,5,2,8,97,0.7736323917797279
29,False,False,7592,DecisionTreeClassifier,0,5,2,9,97,0.7565777616786149
30,False,False,7592,LinearDiscriminantAnalysis,0,5,2,0,97,0.7007443739116364
31,False,False,7592,LinearDiscriminantAnalysis,0,5,2,1,97,0.7014538051344783
32,False,False,7592,LinearDiscriminantAnalysis,0,5,2,2,97,0.7011495458007164
33,False,False,7592,LinearDiscriminantAnalysis,0,5,2,3,97,0.7014538051344783
34,False,False,7592,LinearDiscriminantAnalysis,0,5,2,4,97,0.7011615521308545
35,False,False,7592,LinearDiscriminantAnalysis,0,5,2,5,97,0.7014001570658088
36,False,False,7592,LinearDiscriminantAnalysis,0,5,2,6,97,0.7009349535260383
37,False,False,7592,LinearDiscriminantAnalysis,0,5,2,7,97,0.7014001570658088
38,False,False,7592,LinearDiscriminantAnalysis,0,5,2,8,97,0.701614749340487
39,False,False,7592,LinearDiscriminantAnalysis,0,5,2,9,97,0.7014001570658088
40,False,False,7592,GradientBoostingClassifier,0,5,2,0,97,0.7821729193605136
41,False,False,7592,GradientBoostingClassifier,0,5,2,1,97,0.7736022924482224
42,False,False,7592,GradientBoostingClassifier,0,5,2,2,97,0.7746696310734957
43,False,False,7592,GradientBoostingClassifier,0,5,2,3,97,0.7751228282831282
44,False,False,7592,GradientBoostingClassifier,0,5,2,4,97,0.7750451675541825
45,False,False,7592,GradientBoostingClassifier,0,5,2,5,97,0.7751764763517976
46,False,False,7592,GradientBoostingClassifier,0,5,2,6,97,0.7757609823590452
47,False,False,7592,GradientBoostingClassifier,0,5,2,7,97,0.7752421307506053
48,False,False,7592,GradientBoostingClassifier,0,5,2,8,97,0.7746696310734957
49,False,False,7592,GradientBoostingClassifier,0,5,2,9,97,0.7744966805373491
50,False,False,7592,MLPClassifier,0,5,2,0,97,0.6135078451253928
51,False,False,7592,MLPClassifier,0,5,2,1,97,0.6168089549779321
52,False,False,7592,MLPClassifier,0,5,2,2,97,0.5004708262878876
53,False,False,7592,MLPClassifier,0,5,2,3,97,0.6165046956441702
54,False,False,7592,MLPClassifier,0,5,2,4,97,0.5079575432413455
55,False,False,7592,MLPClassifier,0,5,2,5,97,0.6186424162303314
56,False,False,7592,MLPClassifier,0,5,2,6,97,0.6140266967338328
57,False,False,7592,MLPClassifier,0,5,2,7,97,0.5953738700688684
58,False,False,7592,MLPClassifier,0,5,2,8,97,0.5896529743780832
59,False,False,7592,MLPClassifier,0,5,2,9,97,0.5941680782300554
60,False,False,7592,HistGradientBoostingClassifier,1,5,2,10,97,0.8016409517178515
61,False,False,7592,HistGradientBoostingClassifier,1,5,2,11,97,0.7948887363922073
62,False,False,7592,HistGradientBoostingClassifier,1,5,2,12,97,0.7964989392861967
63,False,False,7592,HistGradientBoostingClassifier,1,5,2,13,97,0.796289969759636
64,False,False,7592,HistGradientBoostingClassifier,1,5,2,14,97,0.7952402602126178
65,False,False,7592,HistGradientBoostingClassifier,1,5,2,15,97,0.7967135315608749
66,False,False,7592,HistGradientBoostingClassifier,1,5,2,16,97,0.7965165683644521
67,False,False,7592,HistGradientBoostingClassifier,1,5,2,17,97,0.7970890680415615
68,False,False,7592,HistGradientBoostingClassifier,1,5,2,18,97,0.7977272221174787
69,False,False,7592,HistGradientBoostingClassifier,1,5,2,19,97,0.7965702164331216
70,False,False,7592,RandomForestClassifier,1,5,2,10,97,0.7907218161142394
71,False,False,7592,RandomForestClassifier,1,5,2,11,97,0.7931536082826234
72,False,False,7592,RandomForestClassifier,1,5,2,12,97,0.7933089297405148
73,False,False,7592,RandomForestClassifier,1,5,2,13,97,0.7945372125717967
74,False,False,7592,RandomForestClassifier,1,5,2,14,97,0.7935771700838624
75,False,False,7592,RandomForestClassifier,1,5,2,15,97,0.794066386283909
76,False,False,7592,RandomForestClassifier,1,5,2,16,97,0.7951873729778519
77,False,False,7592,RandomForestClassifier,1,5,2,17,97,0.7954379842429443
78,False,False,7592,RandomForestClassifier,1,5,2,18,97,0.7957062245862919
79,False,False,7592,RandomForestClassifier,1,5,2,19,97,0.7952410210465215
80,False,False,7592,DecisionTreeClassifier,1,5,2,10,97,0.7552277639796734
81,False,False,7592,DecisionTreeClassifier,1,5,2,11,97,0.7179531007136251
82,False,False,7592,DecisionTreeClassifier,1,5,2,12,97,0.7678230537868744
83,False,False,7592,DecisionTreeClassifier,1,5,2,13,97,0.745937351080681
84,False,False,7592,DecisionTreeClassifier,1,5,2,14,97,0.7758166160186342
85,False,False,7592,DecisionTreeClassifier,1,5,2,15,97,0.7599287154303054
86,False,False,7592,DecisionTreeClassifier,1,5,2,16,97,0.782512900773898
87,False,False,7592,DecisionTreeClassifier,1,5,2,17,97,0.7657737755027814
88,False,False,7592,DecisionTreeClassifier,1,5,2,18,97,0.7836635228762343
89,False,False,7592,DecisionTreeClassifier,1,5,2,19,97,0.7718750695884669
90,False,False,7592,LinearDiscriminantAnalysis,1,5,2,10,97,0.8037043518214735
91,False,False,7592,LinearDiscriminantAnalysis,1,5,2,11,97,0.8023087412021621
92,False,False,7592,LinearDiscriminantAnalysis,1,5,2,12,97,0.8030541914154183
93,False,False,7592,LinearDiscriminantAnalysis,1,5,2,13,97,0.8023087412021621
94,False,False,7592,LinearDiscriminantAnalysis,1,5,2,14,97,0.8020821425973459
95,False,False,7592,LinearDiscriminantAnalysis,1,5,2,15,97,0.8023087412021621
96,False,False,7592,LinearDiscriminantAnalysis,1,5,2,16,97,0.8020164881985383
97,False,False,7592,LinearDiscriminantAnalysis,1,5,2,17,97,0.8023087412021621
98,False,False,7592,LinearDiscriminantAnalysis,1,5,2,18,97,0.8019508337997308
99,False,False,7592,LinearDiscriminantAnalysis,1,5,2,19,97,0.8023087412021621
100,False,False,7592,GradientBoostingClassifier,1,5,2,10,97,0.799469494642987
101,False,False,7592,GradientBoostingClassifier,1,5,2,11,97,0.7976439386404157
102,False,False,7592,GradientBoostingClassifier,1,5,2,12,97,0.7975126298428006
103,False,False,7592,GradientBoostingClassifier,1,5,2,13,97,0.7980194751211025
104,False,False,7592,GradientBoostingClassifier,1,5,2,14,97,0.7971547224403692
