,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,0,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,54
1,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,0,0.8299287384965134,inf,0.8406914183291924,0.001368796463733113,54
2,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,1,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,54
3,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,1,0.8270542330644632,inf,0.8328239781041572,0.007936507936507908,54
4,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,2,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,54
5,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,2,0.8299287384965134,inf,0.8330625756528813,0.008193942133815524,54
6,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,3,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,54
7,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,3,0.8302504809058517,inf,0.8367922320724112,0.001299728752260365,54
8,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,4,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,54
9,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,4,0.8292551970621024,inf,0.8451557040434781,6.906771147274782e-05,54
