,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,10,1,2,cv,1.0,54,best_individual_model,0,0.9017064049180932,0.827879781805356,0.8458903333382339,0.005974739901106085,54
1,autosklearn,20,10,1,2,cv,1.0,54,best_ensemble_model,0,0.8506459439963276,inf,0.8204043478047801,0.020287070524412254,54
2,autosklearn,20,10,1,2,cv,1.0,54,best_individual_model,1,0.9017064049180932,0.827879781805356,0.8458903333382339,0.005974739901106085,54
3,autosklearn,20,10,1,2,cv,1.0,54,best_ensemble_model,1,0.8490433798937636,inf,0.8261683622713262,0.011358499095840746,54
4,autosklearn,20,10,1,2,cv,1.0,54,best_individual_model,2,0.9017064049180932,0.827879781805356,0.8458903333382339,0.005974739901106085,54
5,autosklearn,20,10,1,2,cv,1.0,54,best_ensemble_model,2,0.8488343497934291,inf,0.8204043478047801,0.01712251356238681,54
6,autosklearn,20,10,1,2,cv,1.0,54,best_individual_model,3,0.9017064049180932,0.827879781805356,0.8458903333382339,0.005974739901106085,54
7,autosklearn,20,10,1,2,cv,1.0,54,best_ensemble_model,3,0.8490433798937636,inf,0.8185395195950151,0.018987341772151778,54
8,autosklearn,20,10,1,2,cv,1.0,54,best_individual_model,4,0.9017064049180932,0.827879781805356,0.8458903333382339,0.005974739901106085,54
9,autosklearn,20,10,1,2,cv,1.0,54,best_ensemble_model,4,0.8472317856908649,inf,0.8235689047668053,0.013957956600361587,54
