,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,3,5,1,cv,1.0,54,best_individual_model,0,0.9885398983697974,0.7988621901561677,0.8608627123793842,0.0,37
1,autosklearn,20,3,5,1,cv,1.0,54,best_ensemble_model,0,0.8231289756705358,inf,0.8420602147929255,0.0,37
2,autosklearn,20,3,5,1,cv,1.0,54,best_individual_model,1,0.9885398983697974,0.7988621901561677,0.8608627123793842,0.0,37
3,autosklearn,20,3,5,1,cv,1.0,54,best_ensemble_model,1,0.8247733457931667,inf,0.843359943545186,0.0,37
4,autosklearn,20,3,5,1,cv,1.0,54,best_individual_model,2,0.9885398983697974,0.7988621901561677,0.8608627123793842,0.0,37
5,autosklearn,20,3,5,1,cv,1.0,54,best_ensemble_model,2,0.8229338809102236,inf,0.8362962003263794,0.0017957604982921094,37
6,autosklearn,20,3,5,1,cv,1.0,54,best_individual_model,3,0.9885398983697974,0.7988621901561677,0.8608627123793842,0.0,37
7,autosklearn,20,3,5,1,cv,1.0,54,best_ensemble_model,3,0.8230293789756705,inf,0.843359943545186,0.0,37
8,autosklearn,20,3,5,1,cv,1.0,54,best_individual_model,4,0.9885398983697974,0.7988621901561677,0.8608627123793842,0.0,37
9,autosklearn,20,3,5,1,cv,1.0,54,best_ensemble_model,4,0.8227699357334907,inf,0.8375959290786398,0.0057640144665461746,37
