,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,10,3,5,2,cv,1.0,1468,best_individual_model,0,0.990808525280338,0.9247922005623156,0.9433187424131456,0.0,51
1,autosklearn,10,3,5,2,cv,1.0,1468,best_ensemble_model,0,0.9426551408493786,inf,0.9390789525534884,0.0024154589371979673,51
2,autosklearn,10,3,5,2,cv,1.0,1468,best_individual_model,1,0.990808525280338,0.9247922005623156,0.9433187424131456,0.0,51
3,autosklearn,10,3,5,2,cv,1.0,1468,best_ensemble_model,1,0.9426551408493786,inf,0.9390789525534884,0.0024154589371979673,51
4,autosklearn,10,3,5,2,cv,1.0,1468,best_individual_model,2,0.990808525280338,0.9247922005623156,0.9433187424131456,0.0,51
5,autosklearn,10,3,5,2,cv,1.0,1468,best_ensemble_model,2,0.941829412877681,inf,0.9390789525534884,0.0024154589371979673,51
6,autosklearn,10,3,5,2,cv,1.0,1468,best_individual_model,3,0.990808525280338,0.9247922005623156,0.9433187424131456,0.0,51
7,autosklearn,10,3,5,2,cv,1.0,1468,best_ensemble_model,3,0.9426551408493786,inf,0.9390789525534884,0.0024154589371979673,51
8,autosklearn,10,3,5,2,cv,1.0,1468,best_individual_model,4,0.990808525280338,0.9247922005623156,0.9433187424131456,0.0,51
9,autosklearn,10,3,5,2,cv,1.0,1468,best_ensemble_model,4,0.9423794510747778,inf,0.9390789525534884,0.0024154589371979673,51
