,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,3,1,2,cv,1.0,1468,best_individual_model,0,0.9979390072527328,0.9174602212980246,0.9163518965605071,0.022772608392475746,51
1,autosklearn,20,3,1,2,cv,1.0,1468,best_ensemble_model,0,0.955791274396606,inf,0.9450060554472244,0.0,51
2,autosklearn,20,3,1,2,cv,1.0,1468,best_individual_model,1,0.9979390072527328,0.9174602212980246,0.9163518965605071,0.022772608392475746,51
3,autosklearn,20,3,1,2,cv,1.0,1468,best_ensemble_model,1,0.9558564812156256,inf,0.9421570525982214,0.00013897574873189544,51
4,autosklearn,20,3,1,2,cv,1.0,1468,best_individual_model,2,0.9979390072527328,0.9174602212980246,0.9163518965605071,0.022772608392475746,51
5,autosklearn,20,3,1,2,cv,1.0,1468,best_ensemble_model,2,0.9572282233281082,inf,0.9450060554472244,0.0,51
6,autosklearn,20,3,1,2,cv,1.0,1468,best_individual_model,3,0.9979390072527328,0.9174602212980246,0.9163518965605071,0.022772608392475746,51
7,autosklearn,20,3,1,2,cv,1.0,1468,best_ensemble_model,3,0.9572282233281082,inf,0.9421570525982214,0.002849002849003024,51
8,autosklearn,20,3,1,2,cv,1.0,1468,best_individual_model,4,0.9979390072527328,0.9174602212980246,0.9163518965605071,0.022772608392475746,51
9,autosklearn,20,3,1,2,cv,1.0,1468,best_ensemble_model,4,0.9557852218851068,inf,0.9421570525982214,0.002849002849003024,51
