,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,5,3,2,cv,1.0,1468,best_individual_model,0,0.9978460040961602,0.9300492542183616,0.946804425676382,0.0,51
1,autosklearn,20,5,3,2,cv,1.0,1468,best_ensemble_model,0,0.9561891549451016,inf,0.956233546452268,0.0,51
2,autosklearn,20,5,3,2,cv,1.0,1468,best_individual_model,1,0.9978460040961602,0.9300492542183616,0.946804425676382,0.0,51
3,autosklearn,20,5,3,2,cv,1.0,1468,best_ensemble_model,1,0.9561243842920956,inf,0.9530589432776648,0.000759144237405418,51
4,autosklearn,20,5,3,2,cv,1.0,1468,best_individual_model,2,0.9978460040961602,0.9300492542183616,0.946804425676382,0.0,51
5,autosklearn,20,5,3,2,cv,1.0,1468,best_ensemble_model,2,0.9565816316629232,inf,0.956233546452268,0.0,51
6,autosklearn,20,5,3,2,cv,1.0,1468,best_individual_model,3,0.9978460040961602,0.9300492542183616,0.946804425676382,0.0,51
7,autosklearn,20,5,3,2,cv,1.0,1468,best_ensemble_model,3,0.9565168610099174,inf,0.9538180875150702,0.0,51
8,autosklearn,20,5,3,2,cv,1.0,1468,best_individual_model,4,0.9978460040961602,0.9300492542183616,0.946804425676382,0.0,51
9,autosklearn,20,5,3,2,cv,1.0,1468,best_ensemble_model,4,0.9566486379027692,inf,0.9477944814914642,0.005264461786200658,51
