JobID|JobName|MaxRSS|Elapsed|MaxDiskRead|MaxDiskWrite|MaxRSS|MaxVMSize|MinCPU|TotalCPU
4697497.batch|batch|7315944K|00:27:29|4022.87M|666.71M|7315944K|12276944K|00:08:43|08:34.020
4697508|autosklearnBBCScoreEnsemble_B_100_Nb_25_master_thesis_3600s1c8G_Albert_1||01:01:51||||||01:05:49
4697508.batch|batch|7335108K|01:01:51|7402.23M|786.75M|7335108K|12403616K|00:11:40|01:05:49
4697526|autosklearnBBCScoreEnsemble_B_100_Nb_25_master_thesis_3600s1c8G_cnae-9_1||01:00:12||||||01:56:43
4697526.batch|batch|3598772K|01:00:12|1477.94M|6346.88M|3598772K|8764064K|01:03:17|01:56:43
4697527|autosklearnBBCScoreEnsemble_B_100_Nb_25_master_thesis_3600s1c8G_Albert_0||01:01:49||||||01:05:46
4697527.batch|batch|7319812K|01:01:49|7402.25M|786.76M|7319812K|12353464K|00:11:32|01:05:46
4697528|autosklearnBBCScoreEnsemble_B_100_Nb_25_master_thesis_3600s1c8G_Albert_2||01:01:43||||||01:05:36
4697528.batch|batch|7465308K|01:01:43|7402.34M|786.76M|7465308K|12576104K|00:11:20|01:05:36
4697530|autosklearnBBCScoreEnsemble_B_100_Nb_25_master_thesis_3600s1c8G_Albert_3||01:02:44||||||01:05:43
4697530.batch|batch|7353288K|01:02:44|7402.01M|786.76M|7353288K|12532792K|00:11:26|01:05:43
4697531|autosklearnBBCScoreEnsemble_B_100_Nb_25_master_thesis_3600s1c8G_Albert_4||01:02:40||||||01:05:39
4697531.batch|batch|7389376K|01:02:40|7402.01M|786.76M|7389376K|12350452K|00:11:31|01:05:39
4698228|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_adult_0||01:01:06||||||01:14:00
4698228.batch|batch|3476356K|01:01:06|346.02M|178.10M|3476356K|8556356K|00:18:01|01:14:00
4698255|autosklearnBBCEnsembleSelection_B_100_Nb_25_master_thesis_3600s1c8G_adult_0||01:01:21||||||01:53:42
4698255.batch|batch|3485944K|01:01:21|279.48M|178.55M|3485944K|8565824K|00:57:40|01:53:42
4698264|autosklearnBBCEnsembleSelection_B_50_Nb_25_master_thesis_3600s1c8G_adult_0||01:01:23||||||01:38:57
4698264.batch|batch|3483284K|01:01:23|291.02M|177.99M|3483284K|8562644K|00:43:13|01:38:57
4698267|autosklearnBBCEnsembleSelection_B_10_Nb_50_master_thesis_3600s1c8G_adult_0||01:01:11||||||01:22:46
4698267.batch|batch|3484704K|01:01:11|306.83M|177.71M|3484704K|8639008K|00:27:12|01:22:46
4698271|autosklearnBBCEnsembleSelection_B_50_Nb_50_master_thesis_3600s1c8G_adult_0||01:01:07||||||01:53:30
4698271.batch|batch|3674748K|01:01:07|279.51M|178.55M|3674748K|8656964K|00:58:02|01:53:30
4698273|autosklearnBBCEnsembleSelection_B_100_Nb_50_master_thesis_3600s1c8G_adult_0||01:00:57||||||01:53:31
4698273.batch|batch|3486564K|01:00:57|269.13M|181.59M|3486564K|8567516K|00:58:10|01:53:31
4698280|autosklearnBBCEnsembleSelection_B_10_Nb_75_master_thesis_3600s1c8G_adult_0||01:00:59||||||01:30:10
4698280.batch|batch|3482300K|01:00:59|293.99M|177.93M|3482300K|8562088K|00:34:37|01:30:10
4698285|autosklearnBBCEnsembleSelection_B_50_Nb_75_master_thesis_3600s1c8G_adult_0||01:01:10||||||01:53:20
4698285.batch|batch|3484108K|01:01:10|280.69M|180.08M|3484108K|8564056K|00:57:22|01:53:20
4698292|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_adult_0||01:00:46||||||01:47:07
4698292.batch|batch|3489824K|01:00:46|269.76M|154.13M|3489824K|8789720K|00:51:58|01:47:07
4698314|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_0||01:02:02||||||01:20:16
4698314.batch|batch|3489736K|01:02:02|2306.09M|2877.21M|3489736K|8650580K|00:23:32|01:20:16
4698315|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_1||01:00:26||||||01:24:33
4698315.batch|batch|4103804K|01:00:26|1063.84M|3666.90M|4103804K|9199052K|00:28:19|01:24:33
4698316|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_2||01:01:19||||||01:24:37
4698316.batch|batch|3597752K|01:01:19|2475.47M|2493.02M|3597752K|8944392K|00:25:41|01:24:37
4698317|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_3||01:01:24||||||01:20:52
4698317.batch|batch|3614168K|01:01:24|1818.58M|2131.92M|3614168K|8639672K|00:23:09|01:20:52
4698318|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_4||01:01:37||||||01:25:47
4698318.batch|batch|3447352K|01:01:37|2257.47M|2628.53M|3447352K|8477368K|00:16:24|01:25:47
4698320|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_higgs_0||01:01:01||||||01:02:55
4698320.batch|batch|4339012K|01:01:01|724.62M|107.71M|4339012K|9357480K|00:09:12|01:02:55
4698321|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_higgs_1||01:00:59||||||01:04:04
4698321.batch|batch|4336796K|01:00:59|724.43M|107.78M|4336796K|9357748K|00:09:13|01:04:04
4698322|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_higgs_2||01:00:56||||||01:04:15
4698322.batch|batch|4337004K|01:00:56|703.38M|108.08M|4337004K|9357764K|00:09:21|01:04:15
4698323|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_higgs_3||01:00:56||||||01:04:08
4698323.batch|batch|4337556K|01:00:56|724.88M|108.04M|4337556K|9357572K|00:09:21|01:04:08
4698324|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_higgs_4||01:00:54||||||01:04:15
4698324.batch|batch|4336356K|01:00:54|703.23M|108.01M|4336356K|9356336K|00:09:38|01:04:15
4698325|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_0||01:01:04||||||01:42:30
4698325.batch|batch|4078284K|01:01:04|790.77M|2153.84M|4078284K|9128488K|00:45:38|01:42:30
4698326|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_1||01:01:07||||||01:34:53
4698326.batch|batch|4182512K|01:01:07|1161.51M|1296.01M|4182512K|9250640K|00:37:26|01:34:53
4698327|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:53||||||01:28:30
4698327.batch|batch|4250432K|01:00:53|974.04M|1175.27M|4250432K|9318448K|00:31:03|01:28:30
4698328|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_3||01:00:57||||||01:21:26
4698328.batch|batch|4028556K|01:00:57|869.12M|1250.97M|4028556K|9078532K|00:22:08|01:21:26
4698329|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_4||01:01:01||||||01:31:49
4698329.batch|batch|4103232K|01:01:01|998.24M|1225.34M|4103232K|9228708K|00:35:23|01:31:49
4698330|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_0||01:00:24||||||01:21:23
4698330.batch|batch|3696484K|01:00:24|260.33M|3942.17M|3696484K|8734004K|00:26:32|01:21:23
4698331|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_1||01:00:25||||||01:30:46
4698331.batch|batch|4044868K|01:00:25|205.00M|4080.66M|4044868K|9151380K|00:39:44|01:30:46
4698332|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_2||01:00:23||||||01:23:19
4698332.batch|batch|3491592K|01:00:23|246.04M|5374.40M|3491592K|8526324K|00:23:46|01:23:19
4698333|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_3||01:00:05||||||01:10:15
4698333.batch|batch|3470980K|01:00:05|230.35M|2431.96M|3470980K|8459548K|00:20:16|01:10:15
4698334|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_4||01:00:25||||||01:12:54
4698334.batch|batch|3783944K|01:00:25|207.48M|4061.37M|3783944K|8818260K|00:17:24|01:12:54
4698335|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_0||01:00:27||||||01:02:53
4698335.batch|batch|4587188K|01:00:27|1422.75M|117.94M|4587188K|9624156K|00:07:39|01:02:53
4698336|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_1||01:00:26||||||01:03:21
4698336.batch|batch|4675568K|01:00:26|1422.46M|117.95M|4675568K|9711088K|00:08:04|01:03:21
4698337|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_2||01:00:30||||||01:02:52
4698337.batch|batch|4665984K|01:00:30|1422.77M|117.94M|4665984K|9705320K|00:07:27|01:02:52
4698338|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_3||01:00:33||||||01:02:57
4698338.batch|batch|4664604K|01:00:33|1430.11M|117.98M|4664604K|9701892K|00:07:54|01:02:57
4698339|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_4||01:00:34||||||01:02:59
4698339.batch|batch|4582180K|01:00:34|1430.02M|117.88M|4582180K|9767536K|00:07:51|01:02:59
4698341|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_0||01:01:33||||||01:07:51
4698341.batch|batch|4551820K|01:01:33|871.20M|164.00M|4551820K|9634960K|00:09:17|01:07:51
4698342|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_1||01:01:34||||||01:08:19
4698342.batch|batch|4505400K|01:01:34|871.97M|164.76M|4505400K|9578552K|00:09:27|01:08:19
4698343|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_2||01:01:35||||||01:08:20
4698343.batch|batch|4495764K|01:01:35|873.77M|166.64M|4495764K|9568920K|00:09:25|01:08:20
4698344|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_3||01:01:43||||||01:08:02
4698344.batch|batch|4564772K|01:01:43|872.69M|165.47M|4564772K|9792456K|00:09:00|01:08:02
4698345|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_4||01:01:34||||||01:08:06
4698345.batch|batch|4541112K|01:01:34|873.48M|166.73M|4541112K|9620180K|00:09:31|01:08:06
4698346|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_segment_0||01:01:17||||||01:49:31
4698346.batch|batch|4187052K|01:01:17|802.90M|2639.27M|4187052K|9240488K|00:56:30|01:49:31
4698347|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_segment_1||01:01:28||||||01:15:00
4698347.batch|batch|4144960K|01:01:28|1357.95M|2586.89M|4144960K|9187368K|00:14:39|01:15:00
4698348|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_segment_2||01:01:32||||||01:38:37
4698348.batch|batch|4200532K|01:01:32|1047.28M|2235.85M|4200532K|9241492K|00:41:37|01:38:37
4698349|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_segment_3||01:01:12||||||01:22:09
4698349.batch|batch|4144228K|01:01:12|798.51M|2228.84M|4144228K|9176288K|00:23:27|01:22:09
4698350|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_segment_4||01:01:24||||||01:46:52
4698350.batch|batch|3982400K|01:01:24|699.84M|2740.30M|3982400K|9032372K|00:53:02|01:46:52
4698351|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Australian_0||01:00:15||||||01:08:50
4698351.batch|batch|2345896K|01:00:15|299.13M|2276.25M|2345896K|7766852K|00:25:38|01:08:50
4698353|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Australian_1||01:00:40||||||01:10:11
4698353.batch|batch|2505908K|01:00:40|552.36M|2459.63M|2505908K|7944464K|00:19:24|01:10:11
4698354|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Australian_2||01:00:25||||||01:16:09
4698354.batch|batch|2481024K|01:00:25|190.80M|2040.49M|2481024K|7932412K|00:20:31|01:16:09
4698355|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Australian_3||01:00:41||||||01:18:57
4698355.batch|batch|2186392K|01:00:41|540.91M|1652.92M|2186392K|7517272K|00:24:54|01:18:57
4698356|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Australian_4||01:00:53||||||01:20:00
4698356.batch|batch|3754460K|01:00:53|758.84M|2754.71M|3754460K|7699872K|00:24:48|01:20:00
4698357|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_adult_1||01:00:54||||||01:13:56
4698357.batch|batch|3963732K|01:00:54|297.47M|180.64M|3963732K|9076184K|00:17:31|01:13:56
4698358|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_adult_2||01:01:15||||||01:15:36
4698358.batch|batch|3286672K|01:01:15|383.52M|180.03M|3286672K|8236044K|00:17:46|01:15:36
4698359|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_adult_3||01:00:58||||||01:13:44
4698359.batch|batch|3332020K|01:00:58|346.91M|178.83M|3332020K|8411336K|00:17:08|01:13:44
4698360|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_adult_4||01:01:00||||||01:14:00
4698360.batch|batch|3619504K|01:01:00|299.78M|180.81M|3619504K|8701080K|00:16:37|01:14:00
4698361|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Albert_0||01:02:04||||||01:02:40
4698361.batch|batch|7416596K|01:02:04|7332.95M|535.06M|7416596K|12378568K|00:08:15|01:02:40
4698362|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Albert_1||01:01:40||||||01:02:24
4698362.batch|batch|7436992K|01:01:40|7333.03M|535.05M|7436992K|12530400K|00:07:53|01:02:24
4698363|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Albert_2||01:01:48||||||01:02:19
4698363.batch|batch|7412696K|01:01:48|7333.04M|535.06M|7412696K|12379976K|00:07:47|01:02:19
4698364|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Albert_3||01:01:47||||||01:02:21
4698364.batch|batch|7354704K|01:01:47|7333.13M|535.06M|7354704K|12390236K|00:07:50|01:02:21
4698365|autosklearnBBCEnsembleSelection_B_10_Nb_25_master_thesis_3600s1c8G_Albert_4||01:01:57||||||01:02:27
4698365.batch|batch|7362740K|01:01:57|7332.75M|535.05M|7362740K|12401540K|00:07:39|01:02:27
4699130|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_adult_0||01:00:56||||||01:14:29
4699130.batch|batch|3475992K|01:00:56|293.36M|190.67M|3475992K|8556140K|00:18:54|01:14:29
4699135|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_adult_0||01:00:46||||||01:39:28
4699135.batch|batch|3480912K|01:00:46|265.76M|228.27M|3480912K|8561016K|00:44:35|01:39:28
4699138|autosklearnBBCScoreEnsemble_B_10_Nb_50_master_thesis_3600s1c8G_adult_0||01:00:59||||||01:22:47
4699138.batch|batch|3476924K|01:00:59|294.26M|200.36M|3476924K|8556376K|00:27:31|01:22:47
4699142|autosklearnBBCScoreEnsemble_B_10_Nb_75_master_thesis_3600s1c8G_adult_0||01:00:49||||||01:30:01
4699142.batch|batch|3483232K|01:00:49|295.21M|211.90M|3483232K|8561640K|00:34:51|01:30:01
4699149|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_adult_0||01:00:45||||||01:53:09
4699149.batch|batch|3484920K|01:00:45|267.24M|254.01M|3484920K|8564684K|00:58:06|01:53:09
4699151|autosklearnBBCScoreEnsemble_B_100_Nb_50_master_thesis_3600s1c8G_adult_0||01:00:43||||||01:53:19
4699151.batch|batch|3490608K|01:00:43|274.13M|282.20M|3490608K|8569872K|00:57:08|01:53:19
4699155|autosklearnBBCScoreEnsemble_B_50_Nb_75_master_thesis_3600s1c8G_adult_0||01:00:40||||||01:53:06
4699155.batch|batch|3484560K|01:00:40|271.36M|274.40M|3484560K|8564624K|00:57:05|01:53:06
4699157|autosklearnBBCScoreEnsemble_B_100_Nb_75_master_thesis_3600s1c8G_adult_0||01:00:56||||||01:53:21
4699157.batch|batch|3497624K|01:00:56|282.62M|298.39M|3497624K|8579136K|00:57:48|01:53:21
4699160|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_cnae-9_0||01:01:37||||||02:01:01
4699160.batch|batch|4032052K|01:01:37|2176.40M|2582.30M|4032052K|9120984K|01:04:41|02:01:01
4699161|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_cnae-9_1||01:00:16||||||01:59:30
4699161.batch|batch|3384184K|01:00:16|1157.37M|3738.49M|3384184K|8614988K|01:08:30|01:59:30
4699162|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_cnae-9_2||01:01:38||||||02:01:17
4699162.batch|batch|4035720K|01:01:38|3096.34M|3900.76M|4035720K|9128732K|01:04:55|02:01:17
4699163|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_cnae-9_3||01:01:24||||||02:00:56
4699163.batch|batch|3567860K|01:01:24|2306.41M|2497.89M|3567860K|8655084K|01:02:58|02:00:56
4699164|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_cnae-9_4||01:01:20||||||02:00:53
4699164.batch|batch|3543168K|01:01:20|2166.16M|2245.03M|3543168K|8559712K|01:08:07|02:00:53
4699165|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_higgs_0||01:00:44||||||01:26:49
4699165.batch|batch|4359188K|01:00:44|719.53M|129.27M|4359188K|9377948K|00:31:00|01:26:49
4699166|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_higgs_1||01:00:46||||||01:26:53
4699166.batch|batch|4358088K|01:00:46|719.43M|129.32M|4358088K|9378056K|00:31:02|01:26:53
4699167|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_higgs_2||01:00:46||||||01:26:47
4699167.batch|batch|4358624K|01:00:46|719.53M|129.61M|4358624K|9379496K|00:30:44|01:26:47
4699168|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_higgs_3||01:00:44||||||01:26:52
4699168.batch|batch|4358388K|01:00:44|719.47M|129.56M|4358388K|9378088K|00:30:57|01:26:52
4699169|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_higgs_4||01:00:47||||||01:26:52
4699169.batch|batch|4359024K|01:00:47|719.70M|129.53M|4359024K|9377768K|00:30:54|01:26:52
4699170|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_kr-vs-kp_0||01:01:17||||||01:56:49
4699170.batch|batch|3781888K|01:01:17|1040.78M|1028.08M|3781888K|8832424K|01:01:07|01:56:49
4699171|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_kr-vs-kp_1||01:01:11||||||01:56:39
4699171.batch|batch|4058760K|01:01:11|1306.10M|2310.48M|4058760K|9125524K|00:59:29|01:56:39
4699172|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:33||||||01:56:04
4699172.batch|batch|4115176K|01:00:33|803.17M|1626.97M|4115176K|9371012K|00:59:28|01:56:04
4699173|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_kr-vs-kp_3||01:00:48||||||01:56:22
4699173.batch|batch|4197192K|01:00:48|880.93M|1232.89M|4197192K|9479400K|01:00:58|01:56:22
4699174|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_kr-vs-kp_4||01:01:34||||||01:57:23
4699174.batch|batch|4124224K|01:01:34|1288.18M|1365.62M|4124224K|9208252K|00:59:12|01:57:23
4699175|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_vehicle_0||01:00:20||||||01:59:22
4699175.batch|batch|3755876K|01:00:20|226.53M|2776.42M|3755876K|8791000K|01:17:55|01:59:22
4699176|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_vehicle_1||01:00:48||||||02:00:02
4699176.batch|batch|4338660K|01:00:48|3557.13M|5078.29M|4338660K|8403852K|01:05:30|02:00:02
4699177|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_vehicle_2||01:00:12||||||01:59:23
4699177.batch|batch|3649696K|01:00:12|252.27M|3674.81M|3649696K|8684488K|01:20:21|01:59:23
4699178|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_vehicle_3||01:00:13||||||01:59:25
4699178.batch|batch|3423624K|01:00:13|217.50M|2711.10M|3423624K|8262M|01:13:30|01:59:25
4699179|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_vehicle_4||01:00:35||||||01:59:44
4699179.batch|batch|4198204K|01:00:35|451.57M|2482.43M|4198204K|9231564K|01:14:36|01:59:44
4699180|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_MiniBooNE_0||01:00:16||||||01:23:13
4699180.batch|batch|4617644K|01:00:16|1455.06M|148.17M|4617644K|9654200K|00:25:09|01:23:13
4699181|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_MiniBooNE_1||01:00:19||||||01:23:03
4699181.batch|batch|4713728K|01:00:19|1455.10M|148.15M|4713728K|9750280K|00:24:33|01:23:03
4699182|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_MiniBooNE_2||01:00:29||||||01:24:42
4699182.batch|batch|4578332K|01:00:29|1454.93M|148.10M|4578332K|9614612K|00:27:38|01:24:42
4699183|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_MiniBooNE_3||01:00:26||||||01:24:25
4699183.batch|batch|4575792K|01:00:26|1454.85M|148.09M|4575792K|9611920K|00:26:42|01:24:25
4699184|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_MiniBooNE_4||01:01:12||||||01:27:24
4699184.batch|batch|4578612K|01:01:12|1503.80M|198.27M|4578612K|9615312K|00:28:27|01:27:24
4699186|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_connect-4_0||01:01:06||||||01:47:53
4699186.batch|batch|4572752K|01:01:06|825.62M|173.16M|4572752K|9653304K|00:49:33|01:47:53
4699187|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_connect-4_1||01:01:04||||||01:45:03
4699187.batch|batch|4235276K|01:01:04|826.61M|174.01M|4235276K|9303328K|00:45:32|01:45:03
4699188|autosklearnBBCEnsembleSelection_B_50_Nb_75_master_thesis_3600s1c8G_cnae-9_0||01:01:40||||||01:59:32
4699188.batch|batch|3676708K|01:01:40|2282.51M|2420.80M|3676708K|8692828K|01:03:45|01:59:32
4699189|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_connect-4_2||01:01:12||||||01:45:06
4699189.batch|batch|4511684K|01:01:12|827.27M|175.90M|4511684K|9586948K|00:46:06|01:45:06
4699190|autosklearnBBCEnsembleSelection_B_50_Nb_75_master_thesis_3600s1c8G_cnae-9_1||01:00:12||||||01:56:37
4699190.batch|batch|3847288K|01:00:12|1040.14M|1910.11M|3847288K|8890136K|01:00:48|01:56:37
4699191|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_connect-4_3||01:01:10||||||01:45:05
4699191.batch|batch|4583444K|01:01:10|828.67M|174.72M|4583444K|9663960K|00:45:18|01:45:05
4699192|autosklearnBBCEnsembleSelection_B_50_Nb_75_master_thesis_3600s1c8G_cnae-9_2||01:00:10||||||01:58:29
4699192.batch|batch|4253636K|01:00:10|811.13M|2491.17M|4253636K|9290960K|01:01:23|01:58:29
4699193|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_connect-4_4||01:01:10||||||01:45:14
4699193.batch|batch|4575988K|01:01:10|826.79M|175.97M|4575988K|9654472K|00:46:17|01:45:14
4699194|autosklearnBBCEnsembleSelection_B_50_Nb_75_master_thesis_3600s1c8G_cnae-9_3||01:01:26||||||01:57:57
4699194.batch|batch|3613816K|01:01:26|1975.13M|2123.83M|3613816K|8776344K|00:57:57|01:57:57
4699195|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_segment_0||01:01:34||||||02:00:32
4699195.batch|batch|4291192K|01:01:34|1228.37M|2324.00M|4291192K|9329816K|01:10:20|02:00:32
4699196|autosklearnBBCEnsembleSelection_B_50_Nb_75_master_thesis_3600s1c8G_cnae-9_4||01:01:06||||||01:59:19
4699196.batch|batch|3566708K|01:01:06|2425.64M|2763.44M|3566708K|8580388K|01:02:35|01:59:19
4699197|autosklearnBBCEnsembleSelection_B_100_Nb_75_master_thesis_3600s1c8G_segment_1||01:01:19||||||02:00:18
4699197.batch|batch|4142936K|01:01:19|923.18M|2088.53M|4142936K|9187288K|01:05:46|02:00:18
4699198|autosklearnBBCEnsembleSelection_B_50_Nb_75_master_thesis_3600s1c8G_higgs_0||01:00:51||||||01:26:29
