,tool,model,task,fold,index,overfit,test,train,val,seed
185,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,kr-vs-kp,0,185,0.0,0.9967320261437908,0.9978682797835137,inf,1
186,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,kr-vs-kp,1,186,0.0,0.9850299401197603,0.9978786169629238,inf,1
187,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,kr-vs-kp,2,187,0.0,0.9967320261437908,0.9971198033868477,inf,1
188,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,kr-vs-kp,3,188,0.0,1.0,0.9978165938864628,inf,1
189,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,kr-vs-kp,4,189,0.0,1.0,0.9978476054246932,inf,1
190,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,segment,0,190,0.0,0.9913419913419913,0.9873336540003209,inf,1
191,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,segment,1,191,0.0,0.987012987012987,0.987012987012987,inf,1
192,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,segment,2,192,0.0,0.9956709956709956,0.9863716530383195,inf,1
193,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,segment,3,193,0.0,0.9812409812409814,0.9873336540003206,inf,1
194,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,segment,4,194,0.0,0.9985569985569985,0.9871733205066539,inf,1
195,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,vehicle,0,195,0.0,0.8628787878787879,0.8603354034967899,inf,1
196,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,vehicle,1,196,0.0,0.7867965367965368,0.8524348604243767,inf,1
197,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,vehicle,2,197,0.0,0.7205988455988456,0.8431252592624462,inf,1
198,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,vehicle,3,198,0.0,0.8127705627705627,0.849265119548638,inf,1
199,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,best_ensemble_model,vehicle,4,199,0.0,0.8064574314574314,0.8670167718272163,inf,1
200,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Albert,0,200,0.0,0.5682830088107108,0.5678318474621739,inf,1
201,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Albert,1,201,0.0,0.5668798795974038,0.5681523636325629,inf,1
202,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Albert,2,202,0.0,0.5673110086852915,0.5682176862216369,inf,1
203,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Albert,3,203,0.0,0.5650456212962092,0.5676663635698533,inf,1
204,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Albert,4,204,0.0,0.5707365252563259,0.5672613635175954,inf,1
205,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Australian,0,205,0.0,0.8770514997170346,0.8780193236714976,inf,1
206,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Australian,1,206,0.0,0.8368704018109789,0.8926328502415458,inf,1
207,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Australian,2,207,0.0,0.844368986983588,0.8921497584541064,inf,1
208,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Australian,3,208,0.0,0.8517260894170909,0.8887681159420291,inf,1
209,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,Australian,4,209,0.0,0.9043576683644594,0.8969806763285023,inf,1
210,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,MiniBooNE,0,210,0.0,0.9276249314970894,0.9315042659380991,inf,1
211,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,MiniBooNE,1,211,0.0,0.9146471398601296,0.9229076389400269,inf,1
212,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,MiniBooNE,2,212,0.0,0.9269607546031761,0.93149235816613,inf,1
213,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,MiniBooNE,3,213,0.0,0.933999584224542,0.9306445278988832,inf,1
214,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,MiniBooNE,4,214,0.0,0.9309617738186668,0.9308882424260654,inf,1
215,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,adult,0,215,0.0,0.8497011819817232,0.8446955590405719,inf,1
216,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,adult,1,216,0.0,0.8368589593072812,0.8460063358992268,inf,1
217,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,adult,2,217,0.0,0.8502282183425001,0.8451015428918071,inf,1
218,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,adult,3,218,0.0,0.8452376124963751,0.8461610277509847,inf,1
219,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,adult,4,219,0.0,0.836708531784066,0.846725866644149,inf,1
220,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,cnae-9,0,220,0.0,0.9660493827160493,0.9612482853223595,inf,1
221,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,cnae-9,1,221,0.0,0.9074074074074073,0.97119341563786,inf,1
222,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,cnae-9,2,222,0.0,0.9660493827160493,0.9684499314128945,inf,1
223,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,cnae-9,3,223,0.0,0.9351851851851851,0.9663923182441702,inf,1
224,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,cnae-9,4,224,0.0,0.9475308641975309,0.9564471879286693,inf,1
225,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,connect-4,0,225,,,,,1
226,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,connect-4,1,226,,,,,1
227,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,connect-4,2,227,,,,,1
228,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,connect-4,3,228,,,,,1
229,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,connect-4,4,229,,,,,1
230,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,higgs,0,230,0.0,0.7370757425598335,0.732216109608582,inf,1
231,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,higgs,1,231,0.0,0.7230433672257576,0.7321859127245891,inf,1
232,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,higgs,2,232,0.0,0.7355453920859905,0.7304953841034711,inf,1
233,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,higgs,3,233,0.0,0.7361992235208255,0.7305327626491138,inf,1
234,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,higgs,4,234,0.0,0.7351614801343106,0.7302059839463672,inf,1
235,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,kr-vs-kp,0,235,0.0,0.9967320261437908,0.9975147159440011,inf,1
236,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,kr-vs-kp,1,236,0.0,0.9850299401197603,0.9973238011617699,inf,1
237,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,kr-vs-kp,2,237,0.0,0.9967320261437908,0.9967559023679248,inf,1
238,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,kr-vs-kp,3,238,0.0,1.0,0.9968282626237958,inf,1
239,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,kr-vs-kp,4,239,0.0,1.0,0.9969185514252062,inf,1
240,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,segment,0,240,0.0,0.9913419913419913,0.9870129870129872,inf,1
241,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,segment,1,241,0.0,0.9841269841269842,0.986050986050986,inf,1
242,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,segment,2,242,0.0,0.9913419913419913,0.986050986050986,inf,1
243,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,segment,3,243,0.0,0.987012987012987,0.9862113195446528,inf,1
244,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,segment,4,244,0.0,0.997113997113997,0.9854096520763188,inf,1
245,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,vehicle,0,245,0.0,0.9069264069264068,0.8552790071818226,inf,1
246,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,vehicle,1,246,0.0,0.814033189033189,0.844612675980169,inf,1
247,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,vehicle,2,247,0.0,0.7474747474747475,0.8465121940024581,inf,1
248,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,vehicle,3,248,0.0,0.7932900432900434,0.8457489514058983,inf,1
249,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgTrue,best_ensemble_model,vehicle,4,249,0.0,0.8257575757575757,0.8657102799728561,inf,1
