,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L1,0.907407,0.952675,42.596497,39.702315,910.127249,0.006902,0.000860,0.930845,1,True,14
1,ExtraTreesGini_BAG_L0,0.898148,0.941358,4.740565,5.422788,35.909976,4.740565,5.422788,35.909976,0,True,7
2,NeuralNetMXNet_BAG_L0,0.898148,0.939300,5.383135,5.436923,470.747349,5.383135,5.436923,470.747349,0,True,1
3,XGBoost_BAG_L1,0.898148,0.946502,68.918809,65.172499,11219.442231,0.412099,0.282311,284.348948,1,True,26
4,LightGBM_BAG_L1,0.898148,0.952675,69.163271,65.284311,12841.358685,0.656561,0.394123,1906.265402,1,True,23
5,LightGBMCustom_BAG_L1,0.898148,0.946502,69.661257,65.295754,19780.418253,1.154547,0.405566,8845.324969,1,True,27
6,CatBoost_BAG_L0,0.888889,0.929012,0.592717,0.575474,348.109434,0.592717,0.575474,348.109434,0,True,11
7,RandomForestGini_BAG_L0,0.888889,0.927984,4.592717,5.832058,39.464378,4.592717,5.832058,39.464378,0,True,5
8,ExtraTreesEntr_BAG_L0,0.888889,0.933128,4.853496,4.824740,37.941035,4.853496,4.824740,37.941035,0,True,8
9,CatBoost_BAG_L1,0.888889,0.946502,69.129086,65.511158,11892.179734,0.622376,0.620970,957.086450,1,True,25
10,ExtraTreesEntr_BAG_L1,0.888889,0.947531,73.296461,72.040078,10966.276904,4.789751,7.149890,31.183620,1,True,22
11,ExtraTreesGini_BAG_L1,0.888889,0.949588,73.789997,72.247698,10966.216327,5.283287,7.357510,31.123044,1,True,21
12,WeightedEnsemble_L2,0.888889,0.956790,107.908701,100.502158,23489.182181,0.003964,0.000803,0.913436,2,True,28
13,XGBoost_BAG_L0,0.879630,0.929012,0.435245,0.272016,454.465791,0.435245,0.272016,454.465791,0,True,12
14,RandomForestEntr_BAG_L0,0.879630,0.920782,4.617239,5.119439,40.484342,4.617239,5.119439,40.484342,0,True,6
15,RandomForestGini_BAG_L1,0.879630,0.943416,73.259675,71.429316,10972.339833,4.752965,6.539128,37.246550,1,True,19
16,LightGBMXT_BAG_L1,0.870370,0.953704,69.434189,65.294203,12874.030209,0.927479,0.404015,1938.936925,1,True,24
17,KNeighborsDist_BAG_L1,0.870370,0.938272,73.074623,68.596015,10938.543073,4.567913,3.705827,3.449789,1,True,18
18,RandomForestEntr_BAG_L1,0.870370,0.944444,73.245596,72.143827,10984.600306,4.738887,7.253639,49.507022,1,True,20
19,KNeighborsUnif_BAG_L1,0.870370,0.939300,73.272650,68.599550,10938.533215,4.765940,3.709362,3.439932,1,True,17
20,LightGBMCustom_BAG_L0,0.861111,0.937243,1.445607,0.387076,7162.242112,1.445607,0.387076,7162.242112,0,True,13
21,NeuralNetMXNet_BAG_L1,0.861111,0.925926,76.964637,72.495591,11319.293721,8.457927,7.605403,384.200438,1,True,15
22,KNeighborsDist_BAG_L0,0.824074,0.883745,3.906280,3.803646,2.708444,3.906280,3.803646,2.708444,0,True,4
23,LightGBM_BAG_L0,0.824074,0.861111,0.844448,0.344563,1040.209731,0.844448,0.344563,1040.209731,0,True,9
24,LightGBMXT_BAG_L0,0.814815,0.869342,0.729810,0.325943,897.571304,0.729810,0.325943,897.571304,0,True,10
25,KNeighborsUnif_BAG_L0,0.814815,0.879630,3.899556,3.703779,2.700309,3.899556,3.703779,2.700309,0,True,3
26,NeuralNetFastAI_BAG_L1,0.712963,0.641975,104.788236,98.788493,11462.571453,36.281526,33.898305,527.478170,1,True,16
27,NeuralNetFastAI_BAG_L0,0.574074,0.310700,32.465896,28.841743,402.539078,32.465896,28.841743,402.539078,0,True,2
