,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetMXNet_BAG_L1,0.755914,0.750943,201.997684,59.640304,10777.613814,4.527581,3.917466,1041.429890,1,True,12
1,WeightedEnsemble_L2,0.755789,0.751043,204.421779,61.647079,11059.843703,0.002985,0.013741,18.401416,2,True,25
2,NeuralNetMXNet_BAG_L0,0.755198,0.746969,4.239509,3.598346,2272.243103,4.239509,3.598346,2272.243103,0,True,1
3,WeightedEnsemble_L1,0.751797,0.747477,10.342802,7.387422,5045.189295,0.003038,0.013318,14.328131,1,True,11
4,CatBoost_BAG_L1,0.749495,0.738154,198.002761,56.514422,10714.552289,0.532659,0.791584,978.368365,1,True,22
5,LightGBMXT_BAG_L1,0.748988,0.738928,199.116699,57.101291,10021.734531,1.646596,1.378453,285.550606,1,True,21
6,XGBoost_BAG_L1,0.744266,0.736817,199.891213,57.715872,10000.012398,2.421110,1.993033,263.828473,1,True,23
7,RandomForestGini_BAG_L1,0.743750,0.733000,206.356428,59.081211,10042.767959,8.886325,3.358372,306.584035,1,True,16
8,RandomForestEntr_BAG_L1,0.743074,0.732877,206.139787,59.108812,10139.349521,8.669685,3.385973,403.165597,1,True,17
9,LightGBMCustom_BAG_L1,0.742915,0.736037,200.025648,57.427758,10704.296009,2.555546,1.704919,968.112084,1,True,24
10,LightGBM_BAG_L1,0.742875,0.737371,198.756763,56.713522,9976.946810,1.286660,0.990683,240.762886,1,True,20
11,NeuralNetFastAI_BAG_L1,0.741472,0.735264,203.522138,60.030322,13743.798281,6.052036,4.307483,4007.614357,1,True,13
12,ExtraTreesEntr_BAG_L1,0.737033,0.731864,215.296980,59.988874,9866.383886,17.826877,4.266036,130.199962,1,True,19
13,ExtraTreesGini_BAG_L1,0.736007,0.732538,216.431301,59.699523,9858.579025,18.961199,3.976684,122.395101,1,True,18
14,NeuralNetFastAI_BAG_L0,0.730830,0.719171,6.100255,3.775758,2758.618061,6.100255,3.775758,2758.618061,0,True,2
15,KNeighborsUnif_BAG_L1,0.725970,0.733082,220.697295,77.712141,9740.491960,23.227192,21.989303,4.308036,1,True,14
16,KNeighborsDist_BAG_L1,0.722319,0.717841,221.011986,77.613273,9740.485549,23.541884,21.890435,4.301625,1,True,15
17,LightGBMCustom_BAG_L0,0.700101,0.690205,13.704222,10.514781,2780.200350,13.704222,10.514781,2780.200350,0,True,10
18,LightGBM_BAG_L0,0.677822,0.664857,9.056141,6.941728,213.301532,9.056141,6.941728,213.301532,0,True,7
19,XGBoost_BAG_L0,0.675301,0.665954,4.755502,4.017027,1053.490912,4.755502,4.017027,1053.490912,0,True,9
20,LightGBMXT_BAG_L0,0.661639,0.651700,9.166017,7.070469,213.502612,9.166017,7.070469,213.502612,0,True,8
21,ExtraTreesGini_BAG_L0,0.595868,0.595336,48.703231,5.563431,111.462982,48.703231,5.563431,111.462982,0,True,5
22,ExtraTreesEntr_BAG_L0,0.595168,0.598513,48.494757,5.380938,125.492183,48.494757,5.380938,125.492183,0,True,6
23,RandomForestGini_BAG_L0,0.592928,0.591763,26.651323,4.375555,96.376020,26.651323,4.375555,96.376020,0,True,3
24,RandomForestEntr_BAG_L0,0.592918,0.591845,26.599145,4.484806,111.496170,26.599145,4.484806,111.496170,0,True,4
