,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetMXNet_BAG_L0,0.773224,0.748378,4.485742,3.530101,2603.824343,4.485742,3.530101,2603.824343,0,True,1
1,WeightedEnsemble_L1,0.768154,0.750029,12.001777,7.290741,5380.636850,0.002935,0.013298,14.378342,1,True,11
2,NeuralNetMXNet_BAG_L1,0.762555,0.746249,249.710317,63.054217,11704.947140,4.608809,3.820383,1059.038970,1,True,12
3,WeightedEnsemble_L2,0.761190,0.746814,277.476270,81.712487,11987.992169,0.006517,0.014213,18.447723,2,True,25
4,LightGBMXT_BAG_L1,0.744292,0.738127,246.720304,60.496162,10906.423817,1.618796,1.262328,260.515647,1,True,21
5,RandomForestEntr_BAG_L1,0.742899,0.734655,254.437808,62.609714,11058.529421,9.336300,3.375880,412.621251,1,True,17
6,NeuralNetFastAI_BAG_L1,0.742339,0.733049,252.100202,63.685628,14789.432350,6.998695,4.451794,4143.524180,1,True,13
7,RandomForestGini_BAG_L1,0.742332,0.735040,254.671219,62.614996,10954.725201,9.569711,3.381162,308.817031,1,True,16
8,CatBoost_BAG_L1,0.742058,0.736869,245.673755,60.029071,11583.801663,0.572247,0.795237,937.893492,1,True,22
9,LightGBM_BAG_L1,0.741600,0.737376,246.417218,60.301497,10898.694769,1.315711,1.067663,252.786599,1,True,20
10,ExtraTreesGini_BAG_L1,0.739884,0.733954,265.877481,63.615427,10782.722344,20.775974,4.381593,136.814174,1,True,18
11,ExtraTreesEntr_BAG_L1,0.738609,0.733628,268.022817,63.611730,10786.957013,22.921309,4.377896,141.048843,1,True,19
12,LightGBMCustom_BAG_L1,0.737098,0.735729,247.647014,60.849416,11633.913993,2.545506,1.615582,988.005823,1,True,24
13,XGBoost_BAG_L1,0.735469,0.736477,247.401262,61.143996,10853.174557,2.299754,1.910161,207.266387,1,True,23
14,KNeighborsUnif_BAG_L1,0.728824,0.730711,271.242147,76.615563,10649.989829,26.140639,17.381729,4.081659,1,True,14
15,NeuralNetFastAI_BAG_L0,0.726524,0.717192,7.513100,3.747342,2762.434165,7.513100,3.747342,2762.434165,0,True,2
16,KNeighborsDist_BAG_L1,0.726381,0.718442,272.485821,77.823240,10650.082446,27.384314,18.589406,4.174276,1,True,15
17,LightGBMCustom_BAG_L0,0.699929,0.692198,15.053520,10.836956,3091.185765,15.053520,10.836956,3091.185765,0,True,10
18,XGBoost_BAG_L0,0.678913,0.677336,6.094757,4.903892,1251.470791,6.094757,4.903892,1251.470791,0,True,9
19,LightGBM_BAG_L0,0.671194,0.667001,9.446211,6.877073,220.487298,9.446211,6.877073,220.487298,0,True,7
20,LightGBMXT_BAG_L0,0.664561,0.659143,10.105282,7.445509,230.101464,10.105282,7.445509,230.101464,0,True,8
21,ExtraTreesEntr_BAG_L0,0.598698,0.597395,69.106324,5.690253,136.939686,69.106324,5.690253,136.939686,0,True,6
22,ExtraTreesGini_BAG_L0,0.597114,0.596994,61.565948,5.663153,124.406117,61.565948,5.663153,124.406117,0,True,5
23,RandomForestEntr_BAG_L0,0.595097,0.590929,30.460179,5.277619,118.746467,30.460179,5.277619,118.746467,0,True,4
24,RandomForestGini_BAG_L0,0.594905,0.590300,31.270445,5.261936,106.312074,31.270445,5.261936,106.312074,0,True,3
