,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,CatBoost_BAG_L1,0.895563,0.871510,84.301980,72.047999,14304.078894,0.485526,0.305344,710.033519,1,True,25
1,RandomForestGini_BAG_L1,0.883658,0.859696,92.904660,80.977211,13657.444608,9.088206,9.234556,63.399233,1,True,19
2,LightGBM_BAG_L1,0.872294,0.865046,84.630993,72.100565,15507.391254,0.814539,0.357910,1913.345879,1,True,23
3,RandomForestEntr_BAG_L1,0.871753,0.859777,92.881046,80.068215,13672.719704,9.064592,8.325560,78.674329,1,True,20
4,XGBoost_BAG_L1,0.860931,0.861233,84.458422,72.179318,14001.178739,0.641968,0.436663,407.133364,1,True,26
5,WeightedEnsemble_L2,0.860931,0.887050,88.597062,75.152271,18026.367542,0.007106,0.000687,0.676296,2,True,28
6,NeuralNetFastAI_BAG_L1,0.860931,0.876436,96.151428,84.155293,14196.204972,12.334974,12.412638,602.159596,1,True,16
7,LightGBMXT_BAG_L1,0.860390,0.880559,84.719150,72.158224,15029.840701,0.902696,0.415569,1435.795326,1,True,24
8,LightGBMCustom_BAG_L1,0.860390,0.862422,86.397465,72.288586,21614.481473,2.581011,0.545931,8020.436098,1,True,27
9,ExtraTreesGini_BAG_L1,0.859848,0.866153,93.138253,81.678738,13636.697351,9.321799,9.936083,42.651976,1,True,21
10,ExtraTreesEntr_BAG_L1,0.847944,0.867462,93.134058,80.435365,13637.377736,9.317605,8.692710,43.332361,1,True,22
11,NeuralNetMXNet_BAG_L0,0.838203,0.838929,1.481796,1.057457,498.265153,1.481796,1.057457,498.265153,0,True,1
12,WeightedEnsemble_L1,0.826299,0.865141,23.914283,19.850726,1104.643102,0.006427,0.000686,0.676518,1,True,14
13,NeuralNetFastAI_BAG_L0,0.814394,0.859879,11.105595,8.750048,556.402633,11.105595,8.750048,556.402633,0,True,2
14,NeuralNetMXNet_BAG_L1,0.813258,0.873994,86.387195,74.072760,13966.516522,2.570741,2.330105,372.471147,1,True,15
15,LightGBM_BAG_L0,0.791071,0.761180,1.572394,0.537830,2019.002653,1.572394,0.537830,2019.002653,0,True,9
16,RandomForestEntr_BAG_L0,0.789989,0.749300,10.871364,10.015136,71.115763,10.871364,10.015136,71.115763,0,True,6
17,CatBoost_BAG_L0,0.779762,0.779546,0.459174,0.400859,411.719761,0.459174,0.400859,411.719761,0,True,11
18,LightGBMXT_BAG_L0,0.779762,0.780654,1.638968,0.612887,1356.461781,1.638968,0.612887,1356.461781,0,True,10
19,XGBoost_BAG_L0,0.779167,0.766112,0.728912,0.493158,684.202099,0.728912,0.493158,684.202099,0,True,12
20,LightGBMCustom_BAG_L0,0.779167,0.783109,3.590889,0.665107,7824.596455,3.590889,0.665107,7824.596455,0,True,13
21,RandomForestGini_BAG_L0,0.778084,0.750757,10.900104,9.967567,67.857806,10.900104,9.967567,67.857806,0,True,5
22,KNeighborsUnif_BAG_L0,0.719643,0.646604,9.415737,9.380862,0.464784,9.415737,9.380862,0.464784,0,True,3
23,KNeighborsUnif_BAG_L1,0.719643,0.657157,91.839673,79.682677,13594.817837,8.023219,7.940022,0.772462,1,True,17
24,KNeighborsDist_BAG_L0,0.707738,0.655713,9.421999,9.387600,0.473813,9.421999,9.387600,0.473813,0,True,4
25,ExtraTreesEntr_BAG_L0,0.707738,0.744374,11.309057,10.431610,54.183876,11.309057,10.431610,54.183876,0,True,8
26,ExtraTreesGini_BAG_L0,0.707738,0.745656,11.320465,10.042535,49.298798,11.320465,10.042535,49.298798,0,True,7
27,KNeighborsDist_BAG_L1,0.707738,0.653473,91.846736,79.692047,13594.840658,8.030282,7.949392,0.795283,1,True,18
