,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMCustom_BAG_L0,0.962963,0.927984,1.615786,0.419480,7255.335088,1.615786,0.419480,7255.335088,0,True,13
1,RandomForestGini_BAG_L0,0.962963,0.919753,4.514393,5.621582,39.893945,4.514393,5.621582,39.893945,0,True,5
2,ExtraTreesGini_BAG_L0,0.962963,0.931070,4.688643,5.120675,36.346815,4.688643,5.120675,36.346815,0,True,7
3,ExtraTreesEntr_BAG_L0,0.962963,0.925926,4.805213,5.128954,37.845127,4.805213,5.128954,37.845127,0,True,8
4,WeightedEnsemble_L1,0.962963,0.948560,45.006193,40.025476,8511.091949,0.006602,0.000896,0.920991,1,True,14
5,CatBoost_BAG_L1,0.962963,0.940329,69.502382,66.658164,12111.212674,0.654308,0.637228,948.611439,1,True,25
6,LightGBM_BAG_L1,0.962963,0.947531,69.756438,66.419504,13117.864630,0.908364,0.398569,1955.263395,1,True,23
7,LightGBMXT_BAG_L1,0.962963,0.943416,69.882111,66.399873,13145.090484,1.034037,0.378938,1982.489249,1,True,24
8,RandomForestGini_BAG_L1,0.962963,0.935185,73.151113,72.895323,11200.338673,4.303039,6.874388,37.737438,1,True,19
9,RandomForestEntr_BAG_L1,0.962963,0.936214,73.165931,73.173761,11213.047191,4.317856,7.152826,50.445956,1,True,20
10,ExtraTreesEntr_BAG_L1,0.962963,0.936214,73.793095,72.664457,11194.404687,4.945021,6.643522,31.803452,1,True,22
11,ExtraTreesGini_BAG_L1,0.962963,0.937243,73.860283,73.277642,11194.130108,5.012209,7.256707,31.528872,1,True,21
12,KNeighborsDist_BAG_L1,0.953704,0.930041,73.450153,69.727061,11165.836056,4.602079,3.706126,3.234821,1,True,18
13,KNeighborsUnif_BAG_L1,0.953704,0.925926,73.605062,69.826749,11165.837467,4.756988,3.805814,3.236232,1,True,17
14,RandomForestEntr_BAG_L0,0.953704,0.913580,4.549724,6.739036,41.698662,4.549724,6.739036,41.698662,0,True,6
15,XGBoost_BAG_L1,0.953704,0.945473,69.358102,66.299688,11461.699561,0.510028,0.278753,299.098326,1,True,26
16,LightGBMCustom_BAG_L1,0.953704,0.949588,69.981730,66.434049,20112.636526,1.133656,0.413114,8950.035291,1,True,27
17,WeightedEnsemble_L2,0.953704,0.949588,69.985573,66.434845,20113.555165,0.003842,0.000796,0.918639,2,True,28
18,NeuralNetMXNet_BAG_L0,0.944444,0.940329,5.361149,5.438580,472.712762,5.361149,5.438580,472.712762,0,True,1
19,XGBoost_BAG_L0,0.935185,0.918724,0.426437,0.278444,462.671448,0.426437,0.278444,462.671448,0,True,12
20,CatBoost_BAG_L0,0.935185,0.923868,0.600987,0.576432,342.323185,0.600987,0.576432,342.323185,0,True,11
21,NeuralNetMXNet_BAG_L1,0.916667,0.917695,77.414970,73.826600,11531.032950,8.566896,7.805665,368.431715,1,True,15
22,LightGBMXT_BAG_L0,0.907407,0.854938,0.884436,0.355260,964.668397,0.884436,0.355260,964.668397,0,True,10
23,LightGBM_BAG_L0,0.907407,0.853909,0.974552,0.373525,1101.078978,0.974552,0.373525,1101.078978,0,True,9
24,KNeighborsUnif_BAG_L0,0.907407,0.875514,3.903447,3.804283,3.035580,3.903447,3.804283,3.035580,0,True,3
25,KNeighborsDist_BAG_L0,0.898148,0.879630,3.906850,3.703550,3.036452,3.906850,3.703550,3.036452,0,True,4
26,NeuralNetFastAI_BAG_L1,0.842593,0.649177,104.552876,99.510028,11688.243429,35.704802,33.489093,525.642194,1,True,16
27,NeuralNetFastAI_BAG_L0,0.629630,0.284979,32.616456,28.461134,401.954796,32.616456,28.461134,401.954796,0,True,2
