,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,XGBoost_BAG_L0,1.000000,0.981241,0.413522,0.265602,378.989598,0.413522,0.265602,378.989598,0,True,12
1,LightGBM_BAG_L0,1.000000,0.986532,1.057155,0.316033,1287.794784,1.057155,0.316033,1287.794784,0,True,9
2,LightGBMXT_BAG_L0,1.000000,0.980760,1.722041,0.534932,1750.682754,1.722041,0.534932,1750.682754,0,True,10
3,WeightedEnsemble_L1,1.000000,0.989899,27.565710,26.858629,9107.483426,0.011954,0.001059,1.205560,1,True,14
4,CatBoost_BAG_L1,1.000000,0.988937,40.108830,37.882696,12197.474319,0.081348,0.040824,191.340311,1,True,25
5,RandomForestGini_BAG_L1,1.000000,0.985570,41.203686,39.676700,12018.574993,1.176203,1.834828,12.440985,1,True,19
6,RandomForestEntr_BAG_L1,1.000000,0.985570,42.379698,41.308389,12046.232345,2.352215,3.466518,40.098337,1,True,20
7,ExtraTreesEntr_BAG_L1,1.000000,0.987494,42.404769,40.189850,12017.664183,2.377287,2.347978,11.530175,1,True,22
8,ExtraTreesGini_BAG_L1,1.000000,0.987975,42.414541,40.491701,12017.268997,2.387058,2.649829,11.134989,1,True,21
9,RandomForestGini_BAG_L0,0.995671,0.977874,4.817755,6.720140,37.458163,4.817755,6.720140,37.458163,0,True,5
10,ExtraTreesEntr_BAG_L0,0.995671,0.980279,5.029987,5.213537,25.485919,5.029987,5.213537,25.485919,0,True,8
11,NeuralNetMXNet_BAG_L1,0.995671,0.981241,40.871778,38.616065,12077.818189,0.844295,0.774193,71.684181,1,True,15
12,LightGBMXT_BAG_L1,0.995671,0.988456,42.016494,38.847906,19304.049486,1.989012,1.006034,7297.915478,1,True,24
13,LightGBM_BAG_L1,0.995671,0.987975,42.139832,38.879436,20079.522068,2.112349,1.037564,8073.388060,1,True,23
14,NeuralNetFastAI_BAG_L1,0.995671,0.988456,42.153588,39.704345,12110.047453,2.126105,1.862473,103.913445,1,True,16
15,WeightedEnsemble_L2,0.995671,0.989899,44.133571,39.886482,27377.742953,0.004728,0.001012,0.305407,2,True,26
16,NeuralNetMXNet_BAG_L0,0.991342,0.969216,0.985447,0.790560,344.844136,0.985447,0.790560,344.844136,0,True,1
17,LightGBMCustom_BAG_L0,0.991342,0.985570,2.287789,0.479305,7386.687920,2.287789,0.479305,7386.687920,0,True,13
18,ExtraTreesGini_BAG_L0,0.991342,0.980760,5.047463,5.092779,23.273691,5.047463,5.092779,23.273691,0,True,7
19,NeuralNetFastAI_BAG_L0,0.991342,0.974988,5.325284,3.932067,359.664814,5.325284,3.932067,359.664814,0,True,2
20,CatBoost_BAG_L0,0.987013,0.974988,0.211587,0.139800,361.181343,0.211587,0.139800,361.181343,0,True,11
21,RandomForestEntr_BAG_L0,0.987013,0.980279,4.801294,6.111900,49.337633,4.801294,6.111900,49.337633,0,True,6
22,KNeighborsDist_BAG_L1,0.969697,0.958153,41.086284,38.870979,12006.379220,1.058801,1.029107,0.245212,1,True,18
23,KNeighborsDist_BAG_L0,0.965368,0.958153,4.168248,4.123803,0.371138,4.168248,4.123803,0.371138,0,True,4
24,KNeighborsUnif_BAG_L0,0.943723,0.944685,4.159911,4.121413,0.362115,4.159911,4.121413,0.362115,0,True,3
25,KNeighborsUnif_BAG_L1,0.943723,0.946609,41.085175,38.870311,12006.375707,1.057692,1.028440,0.241699,1,True,17
