,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetMXNet_BAG_L1,0.772906,0.743158,201.276633,58.722192,10708.829915,4.230764,3.651768,982.565808,1,True,12
1,NeuralNetMXNet_BAG_L0,0.771459,0.744187,4.310037,3.553938,2355.826356,4.310037,3.553938,2355.826356,0,True,1
2,WeightedEnsemble_L2,0.770757,0.743655,210.302450,62.119691,11141.886462,0.005946,0.013634,18.665252,2,True,25
3,WeightedEnsemble_L1,0.770567,0.744658,12.118037,7.357779,5147.678525,0.002957,0.013394,14.250224,1,True,11
4,CatBoost_BAG_L1,0.752927,0.733324,197.579654,55.849883,10411.513644,0.533784,0.779460,685.249538,1,True,22
5,LightGBMCustom_BAG_L1,0.752645,0.733400,199.869260,56.993451,10789.760656,2.823390,1.923028,1063.496549,1,True,24
6,LightGBMXT_BAG_L1,0.751272,0.731885,198.448271,56.199275,9954.469951,1.402401,1.128852,228.205845,1,True,21
7,RandomForestEntr_BAG_L1,0.750709,0.728551,206.065740,58.454288,10140.655402,9.019871,3.383865,414.391295,1,True,17
8,RandomForestGini_BAG_L1,0.750117,0.728462,206.311547,58.437764,10034.564449,9.265678,3.367341,308.300343,1,True,16
9,LightGBM_BAG_L1,0.750103,0.732358,198.283243,56.114099,9955.015393,1.237373,1.043676,228.751286,1,True,20
10,NeuralNetFastAI_BAG_L1,0.749962,0.727268,205.405247,59.635770,13900.329634,8.359378,4.565347,4174.065527,1,True,13
11,XGBoost_BAG_L1,0.748093,0.731166,199.472946,57.086224,9985.389213,2.427077,2.015800,259.125107,1,True,23
12,ExtraTreesEntr_BAG_L1,0.743549,0.726451,219.078040,59.466804,9874.677947,22.032170,4.396380,148.413840,1,True,19
13,ExtraTreesGini_BAG_L1,0.742733,0.728461,218.289511,59.456472,9858.753858,21.243642,4.386049,132.489752,1,True,18
14,NeuralNetFastAI_BAG_L0,0.738538,0.714812,7.805043,3.790447,2777.601946,7.805043,3.790447,2777.601946,0,True,2
15,KNeighborsUnif_BAG_L1,0.717762,0.726471,221.724983,74.852002,9730.350464,24.679113,19.781579,4.086357,1,True,14
16,KNeighborsDist_BAG_L1,0.716128,0.713996,223.521513,74.959417,9730.336606,26.475643,19.888994,4.072500,1,True,15
17,LightGBMCustom_BAG_L0,0.684953,0.685890,12.725850,9.189102,2473.990738,12.725850,9.189102,2473.990738,0,True,10
18,XGBoost_BAG_L0,0.680268,0.673158,6.323313,4.513669,1202.448907,6.323313,4.513669,1202.448907,0,True,9
19,LightGBM_BAG_L0,0.673447,0.669265,9.736287,6.956533,228.658312,9.736287,6.956533,228.658312,0,True,7
20,LightGBMXT_BAG_L0,0.649810,0.654388,9.302878,6.511169,209.299504,9.302878,6.511169,209.299504,0,True,8
21,ExtraTreesGini_BAG_L0,0.596474,0.596932,44.165404,5.779325,127.699841,44.165404,5.779325,127.699841,0,True,5
22,ExtraTreesEntr_BAG_L0,0.595797,0.597499,45.799179,5.645695,140.912084,45.799179,5.645695,140.912084,0,True,6
23,RandomForestEntr_BAG_L0,0.594826,0.592939,27.059005,4.671356,112.570940,27.059005,4.671356,112.570940,0,True,4
24,RandomForestGini_BAG_L0,0.594208,0.592951,29.818872,4.459189,97.255480,29.818872,4.459189,97.255480,0,True,3
