repeat,dataset_name,hue,model,0,1,2,3
5,3,test_performance_singlemodelFalse,DecisionTreeClassifier,0.9954063467291823,0.9933971939215522,0.9946228038889497,0.9936953722575973
5,3,test_performance_singlemodelFalse,GradientBoostingClassifier,0.9753927740650324,0.9946400848026011,0.9943834603254373,0.9936641902279097
5,3,test_performance_singlemodelFalse,HistGradientBoostingClassifier,0.9939039755815846,0.9951460652268074,0.9941211365008706,0.9941490736208005
5,3,test_performance_singlemodelFalse,LGBMClassifier,0.9847470656499709,0.994395586025095,0.9951515937540079,0.9951723057443672
5,3,test_performance_singlemodelFalse,LinearDiscriminantAnalysis,0.9356316408509778,0.9951302808810325,0.9954323612982392,0.9948995255178064
5,3,test_performance_singlemodelFalse,MLPClassifier,0.9879381389549783,0.9949052390514694,0.9941435450936,0.9938990736208003
5,3,test_performance_singlemodelFalse,RandomForestClassifier,0.9944415094391008,0.9946400848026011,0.9953966917932234,0.994378988196857
5,3,test_performance_singlemodelFalse,XGBClassifier,0.9931665534084578,0.9948954386603912,0.9948619591457181,0.9941283616304408
5,3,test_performance_singlemodelTrue,DecisionTreeClassifier,0.9954063467291823,0.9921501187220508,0.9902005901065225,0.9884473471063491
5,3,test_performance_singlemodelTrue,GradientBoostingClassifier,0.9753927740650324,0.9848470499417505,0.9873268886911916,0.9865760549260244
5,3,test_performance_singlemodelTrue,HistGradientBoostingClassifier,0.9939039755815846,0.9928740591615755,0.992605737426261,0.9918232730494505
5,3,test_performance_singlemodelTrue,LGBMClassifier,0.9847470656499709,0.9863485080313186,0.9846096804636781,0.9843430553307337
5,3,test_performance_singlemodelTrue,LinearDiscriminantAnalysis,0.9356316408509778,0.9410016229238283,0.9425481455995437,0.9422975190331278
5,3,test_performance_singlemodelTrue,MLPClassifier,0.9876725137016564,0.9904012122287735,0.9903950844398637,0.9896327076267903
5,3,test_performance_singlemodelTrue,RandomForestClassifier,0.9944415094391008,0.9939338460498586,0.9936832194834425,0.9914070103199674
5,3,test_performance_singlemodelTrue,XGBClassifier,0.9931665534084578,0.9923895147551823,0.9909093212421162,0.989200860557595
5,53,test_performance_singlemodelFalse,DecisionTreeClassifier,0.7075544419646251,0.7857038642160354,0.7863814843800718,0.7619245344830504
5,53,test_performance_singlemodelFalse,GradientBoostingClassifier,0.7740732366397521,0.7982918729647028,0.7920452574042011,0.7745489412730381
5,53,test_performance_singlemodelFalse,HistGradientBoostingClassifier,0.779675083726586,0.783874287007665,0.7850510690751801,0.7700252386356615
5,53,test_performance_singlemodelFalse,LGBMClassifier,0.7620747621634469,0.7874979294470968,0.7966620439483245,0.7704265046105191
5,53,test_performance_singlemodelFalse,LinearDiscriminantAnalysis,0.785793310805085,0.8113392030374115,0.7982084836323957,0.7852403328614344
5,53,test_performance_singlemodelFalse,MLPClassifier,0.6129720299288068,0.7989093905532446,0.7956265440934964,0.7919184013101863
5,53,test_performance_singlemodelFalse,RandomForestClassifier,0.7435493702867332,0.803826192549448,0.7965633707673622,0.7924048271377282
5,53,test_performance_singlemodelFalse,XGBClassifier,0.7660338657484044,0.7876227146481577,0.7952064070163856,0.7655545142136763
5,53,test_performance_singlemodelTrue,DecisionTreeClassifier,0.7075544419646251,0.7203456200035745,0.6978042759708982,0.7057941994728216
5,53,test_performance_singlemodelTrue,GradientBoostingClassifier,0.7731478508572884,0.7420038505984383,0.7732882672372643,0.7736893152365519
5,53,test_performance_singlemodelTrue,HistGradientBoostingClassifier,0.779675083726586,0.757162518216393,0.7560587234746353,0.7525295758624237
5,53,test_performance_singlemodelTrue,LGBMClassifier,0.7620747621634469,0.7542318645159616,0.7502537268087852,0.7413350365237062
5,53,test_performance_singlemodelTrue,LinearDiscriminantAnalysis,0.785793310805085,0.7860526428447399,0.7817705251471417,0.7823811180025119
5,53,test_performance_singlemodelTrue,MLPClassifier,0.6058105937618886,0.6531474906849286,0.6674913184811664,0.6626500115016848
5,53,test_performance_singlemodelTrue,RandomForestClassifier,0.7435493702867332,0.7696373389606561,0.75883304851787,0.7772293711202239
5,53,test_performance_singlemodelTrue,XGBClassifier,0.7660338657484044,0.7689440332463491,0.7526067834445593,0.7746043756095273
5,7592,test_performance_singlemodelFalse,DecisionTreeClassifier,0.7707929908495119,0.7885320892523255,0.7905179527633793,0.789148019259826
5,7592,test_performance_singlemodelFalse,GradientBoostingClassifier,0.7757563097641055,0.7950550448721415,0.797041216705324,0.7961912152179473
5,7592,test_performance_singlemodelFalse,HistGradientBoostingClassifier,0.7931838998868244,0.7946202159774275,0.7968369618182697,0.7976792266355174
5,7592,test_performance_singlemodelFalse,LGBMClassifier,0.7720772130098632,0.7933727506360221,0.7933850993583037,0.7928675990717472
5,7592,test_performance_singlemodelFalse,LinearDiscriminantAnalysis,0.6996928555063509,0.8035967700156667,0.8010200979408646,0.802072839102359
5,7592,test_performance_singlemodelFalse,MLPClassifier,0.6166646252102836,0.7628214776292122,0.7825598982544362,0.7912709702734522
5,7592,test_performance_singlemodelFalse,RandomForestClassifier,0.7756141912368849,0.792034039032503,0.7936625587582448,0.7930799091975949
5,7592,test_performance_singlemodelFalse,XGBClassifier,0.7912957189799228,0.793631473124312,0.7965532141752137,0.7973101097270427
5,7592,test_performance_singlemodelTrue,DecisionTreeClassifier,0.7707929908495119,0.7686099229918151,0.7666702267411558,0.7652710589931212
5,7592,test_performance_singlemodelTrue,GradientBoostingClassifier,0.7757563097641055,0.7899827035414951,0.7859102481844187,0.7874170743213977
5,7592,test_performance_singlemodelTrue,HistGradientBoostingClassifier,0.7931838998868244,0.795372565093029,0.795965593269534,0.795991402890542
5,7592,test_performance_singlemodelTrue,LGBMClassifier,0.7720772130098632,0.7856764775372471,0.7863579900955651,0.7880701151452685
5,7592,test_performance_singlemodelTrue,LinearDiscriminantAnalysis,0.6996928555063509,0.7268107625473528,0.7302992998002349,0.7312826986414174
5,7592,test_performance_singlemodelTrue,MLPClassifier,0.6154112734762985,0.6268515526424222,0.6046505425533454,0.6150753431137485
