,level_0,seed,tool,model,task,fold_mean,overfit_mean,test_mean,train_mean,val_mean
342,82,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278312955962361,0.9292406704269055,inf
343,83,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8450145547338167,0.84589506783635,inf
344,84,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9518518518518517,0.9602880658436213,inf
345,85,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7193881219708673,0.7115466038056739,inf
346,86,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7331576880350525,0.7288962685214072,inf
347,87,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9964060534522627,inf
348,88,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9913419913419913,0.9850889850889851,inf
349,89,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8601623376623376,0.8645928920237594,inf
350,90,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8544991511035654,0.8745652173913043,inf
351,91,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
352,92,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8441583335880274,0.845122184255669,inf
353,93,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9537037037037036,0.9617283950617285,inf
354,94,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
355,95,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7328477391774826,0.7289537218657118,inf
356,96,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9971338554901082,inf
357,97,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9904761904761903,0.9860509860509861,inf
358,98,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8624350649350649,0.8659422614040745,inf
359,99,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8512733446519523,0.8734057971014492,inf
360,100,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277871807535962,0.9292606407135378,inf
361,101,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8435278849897122,0.8457335883659765,inf
362,102,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9518518518518517,0.9621399176954732,inf
363,103,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7185568810460714,0.7123965443892063,inf
364,104,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7329553367055544,0.7289232330738338,inf
365,105,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9966909719597549,inf
366,106,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9855699855699855,inf
367,107,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8601623376623376,0.868534653169007,inf
368,108,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8550933786078098,0.8723188405797101,inf
369,109,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.927886090116784,0.9292678513509,inf
370,110,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8443222504443316,0.8458296944351045,inf
371,111,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9518518518518517,0.9600823045267489,inf
372,112,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7193398630928225,0.7115572687170839,inf
373,113,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7329243580617848,0.7288296120155783,inf
374,114,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9962604930446937,inf
375,115,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9913419913419913,0.9853775853775855,inf
376,116,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8577813852813853,0.8653889720344992,inf
377,117,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8506791171477079,0.886376811594203,inf
378,118,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
379,119,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8437103662478022,0.8452829289283574,inf
380,120,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9518518518518517,0.9664609053497942,inf
381,121,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
382,122,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7331448080285922,0.7289561884818132,inf
383,123,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.997618507686016,inf
384,124,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9904761904761903,0.9874939874939873,inf
385,125,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8599458874458874,0.8786408736631761,inf
386,126,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8565365025466892,0.8847826086956522,inf
387,127,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277704556630748,0.929302374844308,inf
388,128,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8433370220792323,0.8460237766451553,inf
389,129,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9631687242798354,inf
390,130,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7176200823773128,0.7125593789731363,inf
391,131,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7328459464133059,0.7290026349290728,inf
392,132,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9956987984814685,0.9974605426631546,inf
393,133,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9913419913419913,0.9868205868205868,inf
394,134,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8601623376623376,0.8708339639660281,inf
395,135,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8427843803056027,0.8868840579710145,inf
396,136,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277704556630748,0.929302374844308,inf
397,137,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8451414965964169,0.8458774954872684,inf
398,138,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.9652263374485598,inf
399,139,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7201338586375247,0.7122744288149975,inf
400,140,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.732748352071142,0.7290681096719627,inf
401,141,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9976788832745083,inf
402,142,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.988071188071188,inf
403,143,1,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8601623376623376,0.8781683902633832,inf
404,144,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8421901528013581,0.8871739130434783,inf
405,145,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
406,146,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.84367368665419,0.8453837562778054,inf
407,147,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.9664609053497942,inf
408,148,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
409,149,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.733366407567677,0.7289537191412,inf
410,150,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9956987984814685,0.9972732135900314,inf
411,151,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9913419913419912,0.9870129870129871,inf
412,152,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8624350649350649,0.8777067783039211,inf
413,153,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8518675721561969,0.8782608695652174,inf
414,154,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277704556630748,0.929302374844308,inf
415,155,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8440147462022696,0.8459652806377471,inf
416,156,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9518518518518517,0.9670781893004115,inf
417,157,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7176830062495613,0.7123142592741442,inf
418,158,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.732318745741872,0.7289706350626343,inf
419,159,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9956987984814685,0.996982092774893,inf
420,160,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9887445887445887,0.9865319865319865,inf
421,161,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8623268398268398,0.8758377733609638,inf
422,162,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8460101867572156,0.880144927536232,inf
423,163,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277704556630748,0.929302374844308,inf
424,164,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8438477197219463,0.8457779108509204,inf
425,165,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9518518518518517,0.9660493827160493,inf
426,166,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7201338586375247,0.7122744288149975,inf
427,167,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7327606494184966,0.7290540104919863,inf
428,168,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9956987984814685,0.9952911886528781,inf
429,169,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9887445887445887,0.9858585858585858,inf
430,170,1,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8462012987012988,0.8765827765620724,inf
431,171,1,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.5,0.5,inf
432,172,1,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.7776895932117773,0.7806433225299699,inf
433,173,1,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.5,0.5,inf
434,174,1,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.9588477366255145,inf
435,175,1,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.6833373509039125,0.6757387064487472,inf
436,176,1,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.5,0.5,inf
437,177,1,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.8830065359477125,0.8795549650441817,inf
438,178,1,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.985088985088985,inf
439,179,1,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8718506493506494,0.8627022759438677,inf
440,180,1,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.5052631578947369,0.511231884057971,inf
441,181,1,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9075524188301834,0.9080115000161934,inf
442,182,1,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.5000269106566201,0.5002242890038577,inf
443,183,1,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9572016460905349,inf
444,184,1,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.6833373509039125,0.6757387064487472,inf
445,185,1,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.5194976291033658,0.5203939139687142,inf
446,186,1,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9021251614418222,0.9023475734440446,inf
447,187,1,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9913419913419912,0.984992784992785,inf
448,188,1,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8599458874458875,0.8617426395586978,inf
449,189,1,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.5,0.5,inf
450,190,1,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.8295649752894514,0.8312802422787552,inf
451,191,1,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.5,0.5,inf
452,192,1,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9576131687242799,inf
453,193,1,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.6833373509039125,0.6757387064487472,inf
454,194,1,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.5001730618444661,0.5001899022282194,inf
455,195,1,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.8732026143790851,0.8682740334575735,inf
456,196,1,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9913419913419912,0.9853775853775855,inf
457,197,1,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8577813852813853,0.8614931760958365,inf
458,198,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8454159592529711,0.8850724637681159,inf
459,199,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
460,200,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8438036105834712,0.8447779304503943,inf
461,201,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9666666666666668,inf
462,202,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
463,203,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.733366407567677,0.7289537191412,inf
464,204,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9956987984814685,0.9974791495860929,inf
465,205,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9913419913419912,0.9873977873977873,inf
466,206,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8601623376623376,0.880458533066849,inf
467,207,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8454159592529711,0.8856521739130434,inf
468,208,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277704556630748,0.929302374844308,inf
469,209,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8441803432993383,0.8460459595425813,inf
470,210,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.95,0.9662551440329219,inf
471,211,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7188820761062854,0.7124119114272851,inf
472,212,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7329909831201856,0.72906201513265,inf
473,213,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.997618507686016,inf
474,214,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9887445887445889,0.9868205868205868,inf
475,215,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8648160173160173,0.877715028070865,inf
476,216,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8454159592529711,0.8845652173913043,inf
477,217,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277704556630748,0.929302374844308,inf
478,218,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8452685495395429,0.8458114349911459,inf
479,219,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9425925925925925,0.9648148148148149,inf
480,220,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7188185587120033,0.711789766171879,inf
481,221,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7330395263477698,0.7290591479040065,inf
482,222,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9976123053783699,inf
483,223,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9870129870129871,inf
484,224,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8601623376623376,0.8796785626010146,inf
485,225,1,bagging_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8486417657045842,0.874927536231884,inf
486,226,1,bagging_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.8954791614473618,0.8942241222727134,inf
487,227,1,bagging_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8326175062775555,0.8342300344378181,inf
488,228,1,bagging_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9537037037037036,0.9615226337448561,inf
489,229,1,bagging_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.6390187345889137,0.6364175231073234,inf
490,230,1,bagging_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7237291742464708,0.720536112102842,inf
491,231,1,bagging_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9969093125711085,inf
492,232,1,bagging_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9855699855699855,inf
493,233,1,bagging_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.86254329004329,0.865895114483424,inf
494,0,2,None_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8460101867572156,0.8862318840579709,inf
495,1,2,None_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9285653832024894,0.9306199911540538,inf
496,2,2,None_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8437872036981776,0.8460286740337573,inf
497,3,2,None_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.965843621399177,inf
498,4,2,None_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7188820761062854,0.7124119114272851,inf
499,5,2,None_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.732913782529393,0.7291196404676396,inf
500,6,2,None_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9956987984814685,0.9973753578440778,inf
501,7,2,None_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9876863876863876,inf
502,8,2,None_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8533441558441558,0.8766863701406556,inf
503,9,2,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8445670628183362,0.8700724637681161,inf
504,10,2,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.5,0.0,0.8958044509549203,0.895573211227138,inf
505,11,2,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,adult,2.0,,,,
506,12,2,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,cnae-9,1.75,0.0,0.9513888888888888,0.9513888888888888,inf
507,13,2,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.5434246018870987,0.5373152270954781,inf
508,14,2,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.6880319627225774,0.6772132905303274,inf
509,15,2,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,1.75,0.0,0.9946234981018355,0.9958404562960207,inf
510,16,2,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9826839826839826,0.9730639730639731,inf
511,17,2,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8441341991341991,0.8552650650501776,inf
512,18,2,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8387096774193548,0.8693478260869565,inf
513,19,2,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.8889789537957424,0.8901011112225394,inf
514,20,2,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.7972011155909403,0.8000099814507765,inf
515,21,2,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,cnae-9,1.75,0.0,0.9513888888888888,0.9503600823045267,inf
516,22,2,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.5361856118291156,0.5317494706682917,inf
517,23,2,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.6998263329373307,0.691666567112935,inf
518,24,2,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,1.75,0.0,0.9953720010958474,0.9961966044303859,inf
519,25,2,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,segment,2.6666666666666665,0.0,0.98989898989899,0.9820426487093153,inf
