,level_0,seed,tool,model,task,fold_mean,overfit_mean,test_mean,train_mean,val_mean
520,26,2,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8466341991341991,0.8558237242680548,inf
521,27,2,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8387096774193548,0.8698550724637683,inf
522,28,2,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.8892836293664453,0.8903353950258595,inf
523,29,2,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.7986579280092995,0.8012637819769204,inf
524,30,2,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,cnae-9,1.75,0.0,0.9490740740740741,0.9508744855967078,inf
525,31,2,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.5377933657264464,0.5326646329336775,inf
526,32,2,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.6977725581365132,0.6889546092647103,inf
527,33,2,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,1.75,0.0,0.9953720010958474,0.9960301596900398,inf
528,34,2,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9848484848484849,0.976911976911977,inf
529,35,2,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8466341991341991,0.8558008049155266,inf
530,36,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8433786078098471,0.8739855072463769,inf
531,37,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9287023995364821,0.9306328543407844,inf
532,38,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8441045122747877,0.8451186568809966,inf
533,39,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9617283950617284,inf
534,40,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
535,41,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7330477169972189,0.7289359196907924,inf
536,42,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9968241277520317,inf
537,43,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9870129870129871,inf
538,44,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8487987012987013,0.8660525330465536,inf
539,45,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8518675721561969,0.8755797101449275,inf
540,46,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9286322460237967,0.9305698792809178,inf
541,47,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8439410018991002,0.8458557751868622,inf
542,48,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.961111111111111,inf
543,49,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7189755140361416,0.7124530609722524,inf
544,50,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7330781587172125,0.7289238189920538,inf
545,51,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9963208686331857,inf
546,52,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9853775853775855,inf
547,53,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8536796536796537,0.8647099734738616,inf
548,54,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8433786078098471,0.8731159420289855,inf
549,55,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9287037506185547,0.9304875343033856,inf
550,56,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8443567536007087,0.845882975191467,inf
551,57,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9592592592592594,inf
552,58,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7200969340315774,0.711861957959788,inf
553,59,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7331430675974143,0.7288645689387389,inf
554,60,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9961815105332628,inf
555,61,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9848003848003849,inf
556,62,2,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8487987012987013,0.864990611298394,inf
557,63,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8433786078098471,0.8752898550724637,inf
558,64,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9287023995364821,0.930625578339756,inf
559,65,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8443466349453272,0.84518413574829,inf
560,66,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9619341563786008,inf
561,67,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
562,68,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7331821893414359,0.7289254608710507,inf
563,69,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9968241277520317,inf
564,70,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.987205387205387,inf
565,71,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8464177489177489,0.86604179334995,inf
566,72,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8460101867572156,0.8767391304347827,inf
567,73,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9286475899996228,0.9306009902133541,inf
568,74,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8435572650397292,0.8457717758807008,inf
569,75,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.9621399176954732,inf
570,76,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7193039399965769,0.7125019657616714,inf
571,77,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7328424943801339,0.7288750258915447,inf
572,78,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9965392092445395,inf
573,79,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9913419913419913,0.9856661856661857,inf
574,80,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8464177489177489,0.866009310772685,inf
575,81,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8401528013582343,0.8745652173913043,inf
576,82,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9285834743913949,0.9305409917057545,inf
577,83,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8446280366041441,0.8458974440548255,inf
578,84,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9600823045267489,inf
579,85,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7201551738232761,0.7117870616002707,inf
580,86,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7330804846777771,0.7288563811214785,inf
581,87,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9963270709408321,inf
582,88,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9848003848003847,inf
583,89,2,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8486796536796536,0.8639311794798938,inf
584,90,2,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8433786078098471,0.8755072463768115,inf
585,91,2,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9287023995364821,0.930625578339756,inf
586,92,2,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8439601900546952,0.845203682201728,inf
587,93,2,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9619341563786008,inf
588,94,2,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
589,95,2,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7329921688684794,0.7288667960425552,inf
590,96,2,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9967513475482471,inf
591,97,2,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9866281866281865,inf
592,98,2,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8462987012987012,0.8639176916083752,inf
593,99,2,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8401528013582343,0.8753623188405797,inf
594,100,2,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9286809951317313,0.9305695775210324,inf
595,101,2,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.843706637127141,0.8458066976279358,inf
596,102,2,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444444,0.9598765432098766,inf
597,103,2,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7194822224862188,0.7127001320158756,inf
598,104,2,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.732637268043951,0.7288711915258792,inf
599,105,2,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9964726313484011,inf
600,106,2,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9860509860509861,inf
601,107,2,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8486796536796536,0.8683951926189717,inf
602,108,2,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8460101867572156,0.8747101449275363,inf
603,109,2,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.928654978986153,0.9305020862127715,inf
604,110,2,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8441758250260447,0.8458087986816027,inf
605,111,2,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9588477366255143,inf
606,112,2,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7204300389833793,0.711575698746297,inf
607,113,2,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7331050383130148,0.728900363189313,inf
608,114,2,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9962542907370473,inf
609,115,2,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9913419913419913,0.9847041847041847,inf
610,116,2,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8559415584415584,0.8633725202620169,inf
611,117,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8518675721561969,0.8857971014492753,inf
612,118,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9286856894622721,0.9306272842495591,inf
613,119,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8438036105834712,0.8447779304503943,inf
614,120,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9668724279835391,inf
615,121,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7104049558674264,0.7042974560358003,inf
616,122,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7331448080285922,0.7289561884818132,inf
617,123,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9968964032718877,0.997157017232724,inf
618,124,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9875901875901876,inf
619,125,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8532251082251083,0.8746175385851471,inf
620,126,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8539049235993209,0.8860144927536231,inf
621,127,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9285653832024894,0.9306199911540538,inf
622,128,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8440196306707657,0.8459317498272462,inf
623,129,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.9654320987654321,inf
624,130,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7194309266956458,0.7126616483962789,inf
625,131,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7330278481427877,0.7290681103425624,inf
626,132,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9950999960862589,0.9973691555364317,inf
627,133,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.993073593073593,0.9876863876863876,inf
628,134,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8510714285714286,0.872221048785984,inf
629,135,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8486417657045839,0.8850724637681159,inf
630,136,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9285653832024894,0.9306199911540538,inf
631,137,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8447234219794921,0.8458995382211423,inf
632,138,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9656378600823047,inf
633,139,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7201338586375247,0.7122744288149975,inf
634,140,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7329892641755038,0.7291010488827576,inf
635,141,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9973753578440778,inf
636,142,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9887445887445889,0.9877825877825878,inf
637,143,2,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8559523809523808,0.8756687153945043,inf
638,144,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8597623089983021,0.884927536231884,inf
639,145,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9286856894622721,0.9306272842495591,inf
640,146,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8437764448121741,0.8453093085618828,inf
641,147,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9660493827160496,inf
642,148,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7104049558674264,0.7042974560358003,inf
643,149,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7331448080285922,0.7289561884818132,inf
644,150,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9950999960862589,0.9971756241556623,inf
645,151,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9875901875901875,inf
646,152,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8533333333333333,0.8761896591727405,inf
647,153,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8512733446519525,0.8857246376811594,inf
648,154,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9285820932766994,0.9306128659402976,inf
649,155,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8434541596072851,0.845895183027582,inf
650,156,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.9648148148148147,inf
651,157,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7194391214711263,0.7127002223374885,inf
652,158,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7324525324669093,0.7290007378290418,inf
653,159,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9956440061054362,0.9969572835443087,inf
654,160,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9904761904761905,0.9868205868205868,inf
655,161,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8512987012987013,0.8747837113907654,inf
656,162,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8539049235993209,0.879855072463768,inf
657,163,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9285653832024894,0.9306199911540538,inf
658,164,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8451682796956984,0.8458272092097078,inf
659,165,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9633744855967079,inf
660,166,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7202692531833577,0.7122570266253774,inf
661,167,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7327946272041259,0.729080960752996,inf
662,168,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9956440061054362,0.9961211349447705,inf
663,169,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9904761904761905,0.9861471861471862,inf
664,170,2,autosklearnBBCScoreEnsembleMAXWinner_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8604870129870129,0.8720157100970061,inf
665,171,2,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.5,0.5,inf
666,172,2,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.7869954150929857,0.7897750851449843,inf
667,173,2,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.5,0.5,inf
668,174,2,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9425925925925924,0.959670781893004,inf
669,175,2,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.6833373509039125,0.6757387064487472,inf
670,176,2,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.5,0.5,inf
671,177,2,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.8444444444444444,0.8566292008520421,inf
672,178,2,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9859547859547858,inf
673,179,2,autosklearnBBCScoreEnsembleMAX_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8583333333333334,0.8670335118390048,inf
674,180,2,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.5052631578947369,0.5069565217391305,inf
675,181,2,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9098027507917505,0.9106473579817008,inf
676,182,2,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.5000269106566201,0.5002242890038577,inf
677,183,2,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9407407407407407,0.9578189300411522,inf
678,184,2,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.6833373509039125,0.6757387064487472,inf
679,185,2,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.5194976291033658,0.5203939139687142,inf
680,186,2,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9882900864936793,0.9908669081690207,inf
681,187,2,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9930735930735931,0.9852813852813853,inf
682,188,2,autosklearnBBCScoreEnsembleMAX_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8628787878787879,0.8642518909299997,inf
683,189,2,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.5,0.5,inf
684,190,2,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.8362771166648191,0.8378916019334357,inf
685,191,2,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.5,0.5,inf
686,192,2,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9598765432098766,inf
687,193,2,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.6833373509039125,0.6757387064487472,inf
688,194,2,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.5001730618444661,0.5001899022282194,inf
689,195,2,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.8098039215686275,0.8166728689743128,inf
