,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,10,5,2,cv,1.0,40981,best_individual_model,0,1.0,0.8727232716778169,0.8591481511189542,0.012914093206063737,73
1,autosklearn,20,10,5,2,cv,1.0,40981,best_ensemble_model,0,0.8824977416440831,inf,0.8792813026389669,0.0,73
2,autosklearn,20,10,5,2,cv,1.0,40981,best_individual_model,1,1.0,0.8727232716778169,0.8591481511189542,0.012914093206063737,73
3,autosklearn,20,10,5,2,cv,1.0,40981,best_ensemble_model,1,0.8824977416440831,inf,0.8701371621079649,0.009144140531001987,73
4,autosklearn,20,10,5,2,cv,1.0,40981,best_individual_model,2,1.0,0.8727232716778169,0.8591481511189542,0.012914093206063737,73
5,autosklearn,20,10,5,2,cv,1.0,40981,best_ensemble_model,2,0.8823848238482385,inf,0.8701371621079649,0.0018448704580092956,73
6,autosklearn,20,10,5,2,cv,1.0,40981,best_individual_model,3,1.0,0.8727232716778169,0.8591481511189542,0.012914093206063737,73
7,autosklearn,20,10,5,2,cv,1.0,40981,best_ensemble_model,3,0.8829042457091238,inf,0.8792813026389669,0.0,73
8,autosklearn,20,10,5,2,cv,1.0,40981,best_individual_model,4,1.0,0.8727232716778169,0.8591481511189542,0.012914093206063737,73
9,autosklearn,20,10,5,2,cv,1.0,40981,best_ensemble_model,4,0.8816847335140019,inf,0.8701371621079649,0.009144140531001987,73
