,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,3,1,2,cv,1.0,40981,best_individual_model,0,0.9507396115627824,0.8785569105691058,0.8299109649474613,0.04034651479906948,73
1,autosklearn,20,3,1,2,cv,1.0,40981,best_ensemble_model,0,0.8939137308039746,inf,0.8719419266864522,0.009144140531001876,73
2,autosklearn,20,3,1,2,cv,1.0,40981,best_individual_model,1,0.9507396115627824,0.8785569105691058,0.8299109649474613,0.04034651479906948,73
3,autosklearn,20,3,1,2,cv,1.0,40981,best_ensemble_model,1,0.8939137308039746,inf,0.8701371621079649,0.0036496350364965124,73
4,autosklearn,20,3,1,2,cv,1.0,40981,best_individual_model,2,0.9507396115627824,0.8785569105691058,0.8299109649474613,0.04034651479906948,73
5,autosklearn,20,3,1,2,cv,1.0,40981,best_ensemble_model,2,0.8924457994579946,inf,0.8664875270714687,0.010948905109489093,73
6,autosklearn,20,3,1,2,cv,1.0,40981,best_individual_model,3,0.9507396115627824,0.8785569105691058,0.8299109649474613,0.04034651479906948,73
7,autosklearn,20,3,1,2,cv,1.0,40981,best_ensemble_model,3,0.8962285456187895,inf,0.8792813026389669,0.0,73
8,autosklearn,20,3,1,2,cv,1.0,40981,best_individual_model,4,0.9507396115627824,0.8785569105691058,0.8299109649474613,0.04034651479906948,73
9,autosklearn,20,3,1,2,cv,1.0,40981,best_ensemble_model,4,0.8939137308039746,inf,0.8682922916499558,0.014638646025507462,73
