,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,seed,val_score
0,test_performance_singlemodelFalse,False,0.616481652790626,HistGradientBoostingClassifier,10101,0,1,5,0.5571095571095571
0,test_performance_singlemodelFalse,False,0.6325225225225226,HistGradientBoostingClassifier,10101,0,1,79,0.6331560283687943
0,test_performance_singlemodelFalse,False,0.6468023255813954,HistGradientBoostingClassifier,10101,0,1,63,0.6064423578508086
0,test_performance_singlemodelFalse,False,0.6480135658914729,HistGradientBoostingClassifier,10101,0,1,14,0.6263171622326552
0,test_performance_singlemodelFalse,False,0.7679135397711037,HistGradientBoostingClassifier,53,0,1,10,0.7689694000513151
0,test_performance_singlemodelFalse,False,0.7752234993614304,HistGradientBoostingClassifier,53,0,1,12,0.7572529356887716
0,test_performance_singlemodelFalse,False,0.7891178820978191,HistGradientBoostingClassifier,7592,0,1,26,0.7982171475624354
0,test_performance_singlemodelFalse,False,0.7912296037296037,HistGradientBoostingClassifier,53,0,1,77,0.7617960525235208
0,test_performance_singlemodelFalse,False,0.7918247235450138,HistGradientBoostingClassifier,7592,0,1,99,0.800565234639014
0,test_performance_singlemodelFalse,False,0.7931232110719291,HistGradientBoostingClassifier,7592,0,1,94,0.7977184978592655
0,test_performance_singlemodelFalse,False,0.7931395771218299,HistGradientBoostingClassifier,53,0,1,81,0.7602484602767634
0,test_performance_singlemodelFalse,False,0.7977935980968536,HistGradientBoostingClassifier,7592,0,1,49,0.791953700185506
0,test_performance_singlemodelFalse,False,0.7980961107358613,HistGradientBoostingClassifier,7592,0,1,0,0.7925232608177651
0,test_performance_singlemodelFalse,False,0.8184885290148447,HistGradientBoostingClassifier,146818,0,1,14,0.879389556040757
0,test_performance_singlemodelFalse,False,0.8275014736221633,HistGradientBoostingClassifier,53,0,1,98,0.7375117635987201
0,test_performance_singlemodelFalse,False,0.889573840793353,HistGradientBoostingClassifier,146818,0,1,49,0.8583561643835615
0,test_performance_singlemodelFalse,False,0.8913865546218487,HistGradientBoostingClassifier,146818,0,1,29,0.8596445019716444
0,test_performance_singlemodelFalse,False,0.891880695940348,HistGradientBoostingClassifier,146818,0,1,44,0.8724666747089691
0,test_performance_singlemodelFalse,False,0.9076450147019514,HistGradientBoostingClassifier,146818,0,1,32,0.8509538950715421
0,test_performance_singlemodelFalse,False,0.9698679224006556,HistGradientBoostingClassifier,146822,0,1,55,0.9766678257908854
0,test_performance_singlemodelFalse,False,0.971844300537868,HistGradientBoostingClassifier,146822,0,1,96,0.9724231061169172
0,test_performance_singlemodelFalse,False,0.9723904468605676,HistGradientBoostingClassifier,146822,0,1,35,0.9746910496776219
0,test_performance_singlemodelFalse,False,0.974602700105075,HistGradientBoostingClassifier,146822,0,1,36,0.9704821527967352
0,test_performance_singlemodelFalse,False,0.9791833130072752,HistGradientBoostingClassifier,146822,0,1,94,0.9729754514452283
0,test_performance_singlemodelFalse,False,0.9949902815223525,HistGradientBoostingClassifier,3,0,1,41,0.9925136556337428
0,test_performance_singlemodelFalse,False,0.9949931069056273,HistGradientBoostingClassifier,3,0,1,49,0.9928162404502856
0,test_performance_singlemodelFalse,False,0.9959239130434783,HistGradientBoostingClassifier,3,0,1,89,0.9903254156206747
0,test_performance_singlemodelFalse,False,0.9974896002211917,HistGradientBoostingClassifier,3,0,1,34,0.9925123016670014
0,test_performance_singlemodelFalse,False,0.9986979166666667,HistGradientBoostingClassifier,3,0,1,64,0.9924744753795728
1,test_performance_singlemodelFalse,False,0.5987511563367253,RandomForestClassifier,10101,0,1,5,0.5844988344988346
1,test_performance_singlemodelFalse,False,0.6049741602067183,RandomForestClassifier,10101,0,1,63,0.5777256129368805
1,test_performance_singlemodelFalse,False,0.6247577519379844,RandomForestClassifier,10101,0,1,14,0.6054512258737611
1,test_performance_singlemodelFalse,False,0.6728828828828829,RandomForestClassifier,10101,0,1,79,0.6117781155015197
1,test_performance_singlemodelFalse,False,0.7158685876708826,RandomForestClassifier,53,0,1,10,0.7597643114706212
1,test_performance_singlemodelFalse,False,0.7574847725709795,RandomForestClassifier,53,0,1,12,0.7358171639571613
1,test_performance_singlemodelFalse,False,0.7646138243023903,RandomForestClassifier,53,0,1,81,0.7479760981824413
1,test_performance_singlemodelFalse,False,0.7681058337041242,RandomForestClassifier,7592,0,1,94,0.7751819466732821
1,test_performance_singlemodelFalse,False,0.7736950756351073,RandomForestClassifier,7592,0,1,26,0.7777181083806484
1,test_performance_singlemodelFalse,False,0.774393796642483,RandomForestClassifier,7592,0,1,99,0.7795399610045963
1,test_performance_singlemodelFalse,False,0.7791180570130591,RandomForestClassifier,7592,0,1,0,0.7708746227519303
1,test_performance_singlemodelFalse,False,0.7799634442636472,RandomForestClassifier,7592,0,1,49,0.7737659018062606
1,test_performance_singlemodelFalse,False,0.7800917832167832,RandomForestClassifier,53,0,1,77,0.7394422095306805
1,test_performance_singlemodelFalse,False,0.8216234662695643,RandomForestClassifier,53,0,1,98,0.720412196499153
1,test_performance_singlemodelFalse,False,0.8493927125506073,RandomForestClassifier,146818,0,1,14,0.8763646288209608
1,test_performance_singlemodelFalse,False,0.8681988742964353,RandomForestClassifier,146818,0,1,49,0.8677549467275495
1,test_performance_singlemodelFalse,False,0.8697478991596639,RandomForestClassifier,146818,0,1,29,0.8763809036452845
1,test_performance_singlemodelFalse,False,0.8891190278928474,RandomForestClassifier,146818,0,1,44,0.858571083901321
1,test_performance_singlemodelFalse,False,0.8962175888799786,RandomForestClassifier,146818,0,1,32,0.8589183074477192
1,test_performance_singlemodelFalse,False,0.9646318537261321,RandomForestClassifier,146822,0,1,55,0.9685162363384828
1,test_performance_singlemodelFalse,False,0.968227664009839,RandomForestClassifier,146822,0,1,96,0.9673005142003129
1,test_performance_singlemodelFalse,False,0.9708996895558568,RandomForestClassifier,146822,0,1,35,0.9694961432378716
1,test_performance_singlemodelFalse,False,0.972264320748062,RandomForestClassifier,146822,0,1,36,0.9646571168176438
1,test_performance_singlemodelFalse,False,0.9723916060389419,RandomForestClassifier,146822,0,1,94,0.9683044201731824
1,test_performance_singlemodelFalse,False,0.9947916666666667,RandomForestClassifier,3,0,1,64,0.9924357541431723
1,test_performance_singlemodelFalse,False,0.9949902815223525,RandomForestClassifier,3,0,1,41,0.993662850673743
1,test_performance_singlemodelFalse,False,0.996031746031746,RandomForestClassifier,3,0,1,34,0.99287842270871
1,test_performance_singlemodelFalse,False,0.9961225158882276,RandomForestClassifier,3,0,1,89,0.9907017636785096
1,test_performance_singlemodelFalse,False,0.9974683544303797,RandomForestClassifier,3,0,1,49,0.9923745443372114
10,test_performance_singlemodelFalse,False,0.5237403100775193,DecisionTreeClassifier,10101,1,1,14,0.6041210224308816
10,test_performance_singlemodelFalse,False,0.5618018018018018,DecisionTreeClassifier,10101,1,1,79,0.6068389057750759
10,test_performance_singlemodelFalse,False,0.5836416897934011,DecisionTreeClassifier,10101,1,1,5,0.5652680652680653
10,test_performance_singlemodelFalse,False,0.5933462532299743,DecisionTreeClassifier,10101,1,1,63,0.5684402712571727
10,test_performance_singlemodelFalse,False,0.7292759324009324,DecisionTreeClassifier,53,1,1,77,0.742822044295259
10,test_performance_singlemodelFalse,False,0.7756220546272745,DecisionTreeClassifier,7592,1,1,99,0.7567815268701559
10,test_performance_singlemodelFalse,False,0.7762693595314678,DecisionTreeClassifier,7592,1,1,94,0.7560798520020007
10,test_performance_singlemodelFalse,False,0.7780173103461517,DecisionTreeClassifier,7592,1,1,26,0.7567858147285947
10,test_performance_singlemodelFalse,False,0.7815255524170432,DecisionTreeClassifier,7592,1,1,49,0.7608961927245987
10,test_performance_singlemodelFalse,False,0.7833467334306811,DecisionTreeClassifier,53,1,1,81,0.7653398120999713
10,test_performance_singlemodelFalse,False,0.7850777934313349,DecisionTreeClassifier,7592,1,1,0,0.7552490223215812
10,test_performance_singlemodelFalse,False,0.7879889612440407,DecisionTreeClassifier,53,1,1,10,0.7354236044810096
10,test_performance_singlemodelFalse,False,0.7917741182827389,DecisionTreeClassifier,53,1,1,12,0.7194351049209375
10,test_performance_singlemodelFalse,False,0.7934404423968853,DecisionTreeClassifier,53,1,1,98,0.7438876341050255
10,test_performance_singlemodelFalse,False,0.8313090418353576,DecisionTreeClassifier,146818,1,1,14,0.8244632459970888
10,test_performance_singlemodelFalse,False,0.8392018779342723,DecisionTreeClassifier,146818,1,1,44,0.7792538753845226
10,test_performance_singlemodelFalse,False,0.8446778711484594,DecisionTreeClassifier,146818,1,1,29,0.8342087836007345
10,test_performance_singlemodelFalse,False,0.867595818815331,DecisionTreeClassifier,146818,1,1,49,0.8022526636225267
