,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,seed,val_score
0,test_performance_singlemodelFalse,False,0.7931232110719291,HistGradientBoostingClassifier,7592,0,1,94,0.7977184978592655
1,test_performance_singlemodelFalse,False,0.7681058337041242,RandomForestClassifier,7592,0,1,94,0.7751819466732821
2,test_performance_singlemodelFalse,False,0.7567591319728072,DecisionTreeClassifier,7592,0,1,94,0.7498239114853712
3,test_performance_singlemodelFalse,False,0.6985570697109158,LinearDiscriminantAnalysis,7592,0,1,94,0.7017562158071168
4,test_performance_singlemodelFalse,False,0.7725100556297138,GradientBoostingClassifier,7592,0,1,94,0.7775479409360107
5,test_performance_singlemodelFalse,False,0.6200482803046906,MLPClassifier,7592,0,1,94,0.5953098493264407
6,test_performance_singlemodelFalse,False,0.789821621872904,EnsembleSelection,7592,0,1,94,0.7979391456197875
7,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,0,1,94,
8,test_performance_singlemodelFalse,False,0.7916875859183552,HistGradientBoostingClassifier,7592,1,1,94,0.7963218068451939
9,test_performance_singlemodelFalse,False,0.7903528675608448,RandomForestClassifier,7592,1,1,94,0.79207696216804
10,test_performance_singlemodelFalse,False,0.7762693595314678,DecisionTreeClassifier,7592,1,1,94,0.7560798520020007
11,test_performance_singlemodelFalse,False,0.7991112269602298,LinearDiscriminantAnalysis,7592,1,1,94,0.8042962647005407
12,test_performance_singlemodelFalse,False,0.7909378318210227,GradientBoostingClassifier,7592,1,1,94,0.7948164749182006
13,test_performance_singlemodelFalse,False,0.7235784501454017,MLPClassifier,7592,1,1,94,0.7254559624023664
14,test_performance_singlemodelFalse,False,0.7986304346703207,EnsembleSelection,7592,1,1,94,0.8044641174175517
15,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,1,1,94,
16,test_performance_singlemodelFalse,False,0.7911328199077488,HistGradientBoostingClassifier,7592,2,1,94,0.7957274973659771
17,test_performance_singlemodelFalse,False,0.7852995769662436,RandomForestClassifier,7592,2,1,94,0.7883251051747164
18,test_performance_singlemodelFalse,False,0.7721675628370785,DecisionTreeClassifier,7592,2,1,94,0.7557937762005787
19,test_performance_singlemodelFalse,False,0.7979109526118073,LinearDiscriminantAnalysis,7592,2,1,94,0.8035520207353035
20,test_performance_singlemodelFalse,False,0.7926289891389606,GradientBoostingClassifier,7592,2,1,94,0.7947225008866016
21,test_performance_singlemodelFalse,False,0.679668756378158,MLPClassifier,7592,2,1,94,0.6800018648710432
22,test_performance_singlemodelFalse,False,0.7973023942397162,EnsembleSelection,7592,2,1,94,0.8037483907967611
23,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,2,1,94,
24,test_performance_singlemodelFalse,False,0.8021707874271977,HistGradientBoostingClassifier,7592,3,1,94,0.7972559754650576
25,test_performance_singlemodelFalse,False,0.7952010793891136,RandomForestClassifier,7592,3,1,94,0.7892815462559635
26,test_performance_singlemodelFalse,False,0.7739090997638006,DecisionTreeClassifier,7592,3,1,94,0.7500583237702594
27,test_performance_singlemodelFalse,False,0.7997231242957739,LinearDiscriminantAnalysis,7592,3,1,94,0.8024551700470199
28,test_performance_singlemodelFalse,False,0.7919733901215382,GradientBoostingClassifier,7592,3,1,94,0.7957570316523903
29,test_performance_singlemodelFalse,False,0.6366801368938121,MLPClassifier,7592,3,1,94,0.6376872820378257
30,test_performance_singlemodelFalse,False,0.8005266707545909,EnsembleSelection,7592,3,1,94,0.8035013455144838
31,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,3,1,94,
32,test_performance_singlemodelFalse,False,0.7949757454743209,HistGradientBoostingClassifier,7592,4,1,94,0.7949209334782452
33,test_performance_singlemodelFalse,False,0.791089192015118,RandomForestClassifier,7592,4,1,94,0.7882849717748472
34,test_performance_singlemodelFalse,False,0.7707285987200517,DecisionTreeClassifier,7592,4,1,94,0.7539389456689445
35,test_performance_singlemodelFalse,False,0.8014781646548028,LinearDiscriminantAnalysis,7592,4,1,94,0.8041252179263665
36,test_performance_singlemodelFalse,False,0.7901342853622055,GradientBoostingClassifier,7592,4,1,94,0.7956113368117523
37,test_performance_singlemodelFalse,False,0.7491977817476394,MLPClassifier,7592,4,1,94,0.7214907767660558
38,test_performance_singlemodelFalse,False,0.8010074630445001,EnsembleSelection,7592,4,1,94,0.804008040430175
39,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,4,1,94,
40,test_performance_singlemodelFalse,False,0.7943335760999579,HistGradientBoostingClassifier,7592,5,1,94,0.7949514560603725
41,test_performance_singlemodelFalse,False,0.7845296415096985,RandomForestClassifier,7592,5,1,94,0.7861440940880438
42,test_performance_singlemodelFalse,False,0.7780545981400682,DecisionTreeClassifier,7592,5,1,94,0.7522709889660364
43,test_performance_singlemodelFalse,False,0.7995516565317136,LinearDiscriminantAnalysis,7592,5,1,94,0.8025417103760737
44,test_performance_singlemodelFalse,False,0.792702962859658,GradientBoostingClassifier,7592,5,1,94,0.794259018842932
45,test_performance_singlemodelFalse,False,0.802760049911047,MLPClassifier,7592,5,1,94,0.716342400636176
