,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,3,1,1,cv,1.0,1468,best_individual_model,0,0.9938468374198222,0.9241063222289276,0.9321294079413888,0.0,72
1,autosklearn,40,3,1,1,cv,1.0,1468,best_ensemble_model,0,0.9626924107041932,inf,0.9446690146652896,0.0,72
2,autosklearn,40,3,1,1,cv,1.0,1468,best_individual_model,1,0.9938468374198222,0.9241063222289276,0.9321294079413888,0.0,72
3,autosklearn,40,3,1,1,cv,1.0,1468,best_ensemble_model,1,0.9628169302791604,inf,0.9416629318816536,0.00026502352083757064,72
4,autosklearn,40,3,1,1,cv,1.0,1468,best_individual_model,2,0.9938468374198222,0.9241063222289276,0.9321294079413888,0.0,72
5,autosklearn,40,3,1,1,cv,1.0,1468,best_ensemble_model,2,0.9629412534313824,inf,0.9393439760743256,0.0030781000447331897,72
6,autosklearn,40,3,1,1,cv,1.0,1468,best_individual_model,3,0.9938468374198222,0.9241063222289276,0.9321294079413888,0.0,72
7,autosklearn,40,3,1,1,cv,1.0,1468,best_ensemble_model,3,0.9642197678369476,inf,0.9363689254532174,0.006053150665841445,72
8,autosklearn,40,3,1,1,cv,1.0,1468,best_individual_model,4,0.9938468374198222,0.9241063222289276,0.9321294079413888,0.0,72
9,autosklearn,40,3,1,1,cv,1.0,1468,best_ensemble_model,4,0.9627569632741924,inf,0.9422535557280914,0.002089858611597717,72
