,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,10,5,2,cv,1.0,1468,best_individual_model,0,0.9964830206224896,0.9303173505455664,0.9479940340449589,0.0,72
1,autosklearn,20,10,5,2,cv,1.0,1468,best_ensemble_model,0,0.96042243749267,inf,0.956667090364073,0.0,72
2,autosklearn,20,10,5,2,cv,1.0,1468,best_individual_model,1,0.9964830206224896,0.9303173505455664,0.9479940340449589,0.0,72
3,autosklearn,20,10,5,2,cv,1.0,1468,best_ensemble_model,1,0.9601606078678728,inf,0.9534924871894696,0.0031746031746034964,72
4,autosklearn,20,10,5,2,cv,1.0,1468,best_individual_model,2,0.9964830206224896,0.9303173505455664,0.9479940340449589,0.0,72
5,autosklearn,20,10,5,2,cv,1.0,1468,best_ensemble_model,2,0.96042243749267,inf,0.9538180875150702,0.002849002849002802,72
6,autosklearn,20,10,5,2,cv,1.0,1468,best_individual_model,3,0.9964830206224896,0.9303173505455664,0.9479940340449589,0.0,72
7,autosklearn,20,10,5,2,cv,1.0,1468,best_ensemble_model,3,0.96042243749267,inf,0.9538180875150702,0.002849002849002802,72
8,autosklearn,20,10,5,2,cv,1.0,1468,best_individual_model,4,0.9964830206224896,0.9303173505455664,0.9479940340449589,0.0,72
9,autosklearn,20,10,5,2,cv,1.0,1468,best_ensemble_model,4,0.9604300785534122,inf,0.9506434843404667,0.002849002849002802,72
