,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,10,1,2,cv,1.0,54,best_individual_model,0,0.9680164546776292,0.785497118458691,0.8537989691605776,0.0,61
1,autosklearn,40,10,1,2,cv,1.0,54,best_ensemble_model,0,0.8422417043740573,inf,0.8185395195950151,0.004464285714285698,61
2,autosklearn,40,10,1,2,cv,1.0,54,best_individual_model,1,0.9680164546776292,0.785497118458691,0.8537989691605776,0.0,61
3,autosklearn,40,10,1,2,cv,1.0,54,best_ensemble_model,1,0.8420326742737229,inf,0.8140752338807294,0.008193942133815635,61
4,autosklearn,40,10,1,2,cv,1.0,54,best_individual_model,2,0.9680164546776292,0.785497118458691,0.8537989691605776,0.0,61
5,autosklearn,40,10,1,2,cv,1.0,54,best_ensemble_model,2,0.8444447176864057,inf,0.8356620331574021,0.0,61
6,autosklearn,40,10,1,2,cv,1.0,54,best_individual_model,3,0.9680164546776292,0.785497118458691,0.8537989691605776,0.0,61
7,autosklearn,40,10,1,2,cv,1.0,54,best_ensemble_model,3,0.8420326742737229,inf,0.8140752338807294,0.0,61
8,autosklearn,40,10,1,2,cv,1.0,54,best_individual_model,4,0.9680164546776292,0.785497118458691,0.8537989691605776,0.0,61
9,autosklearn,40,10,1,2,cv,1.0,54,best_ensemble_model,4,0.8420326742737229,inf,0.8185395195950151,0.004464285714285698,61
