,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,5,3,1,cv,1.0,1468,best_individual_model,0,0.9963410878703912,0.9310664522455672,0.9113540843837262,0.025696585000662964,31
1,autosklearn,40,5,3,1,cv,1.0,1468,best_ensemble_model,0,0.9549731273141012,inf,0.944622958097494,0.008966032221845999,31
2,autosklearn,40,5,3,1,cv,1.0,1468,best_individual_model,1,0.9963410878703912,0.9310664522455672,0.9113540843837262,0.025696585000662964,31
3,autosklearn,40,5,3,1,cv,1.0,1468,best_ensemble_model,1,0.9550712094562528,inf,0.9414483549228908,0.011875611875611591,31
4,autosklearn,40,5,3,1,cv,1.0,1468,best_individual_model,2,0.9963410878703912,0.9310664522455672,0.9113540843837262,0.025696585000662964,31
5,autosklearn,40,5,3,1,cv,1.0,1468,best_ensemble_model,2,0.9550616510772798,inf,0.9471463606208964,0.0035936268494407564,31
6,autosklearn,40,5,3,1,cv,1.0,1468,best_individual_model,3,0.9963410878703912,0.9310664522455672,0.9113540843837262,0.025696585000662964,31
7,autosklearn,40,5,3,1,cv,1.0,1468,best_ensemble_model,3,0.9555239663534908,inf,0.9504749639494996,0.00043354391180483454,31
8,autosklearn,40,5,3,1,cv,1.0,1468,best_individual_model,4,0.9963410878703912,0.9310664522455672,0.9113540843837262,0.025696585000662964,31
9,autosklearn,40,5,3,1,cv,1.0,1468,best_ensemble_model,4,0.9560128909711856,inf,0.9447309016836982,0.008858088635641748,31
