,hue,performance,model,dataset_name,level,repeat,seed,val_score
28,test_performance_singlemodelFalse,0.7013765623208347,RandomForestClassifierDefault,53,0,2,76,0.7748533711346016
28,test_performance_singlemodelFalse,0.7233747412008281,RandomForestClassifierDefault,53,0,2,45,0.7606338266628818
28,test_performance_singlemodelFalse,0.7269123134328358,RandomForestClassifierDefault,53,0,2,18,0.7452379671196688
28,test_performance_singlemodelFalse,0.7534313725490196,RandomForestClassifierDefault,53,0,2,71,0.7487383657988309
28,test_performance_singlemodelFalse,0.7648924482331486,RandomForestClassifierDefault,7592,0,2,33,0.7587382720442893
28,test_performance_singlemodelFalse,0.7667173523980568,RandomForestClassifierDefault,7592,0,2,48,0.7609428637889835
28,test_performance_singlemodelFalse,0.768356883868059,RandomForestClassifierDefault,7592,0,2,83,0.7611498789728812
28,test_performance_singlemodelFalse,0.7716661000619058,RandomForestClassifierDefault,7592,0,2,97,0.7577099054528844
28,test_performance_singlemodelFalse,0.7718573424706046,RandomForestClassifierDefault,7592,0,2,41,0.7597093440701812
28,test_performance_singlemodelFalse,0.7800454163358707,RandomForestClassifierDefault,53,0,2,51,0.7342504137733729
28,test_performance_singlemodelFalse,0.8300193316763325,RandomForestClassifierDefault,146818,0,2,9,0.8870408347910007
28,test_performance_singlemodelFalse,0.8566748566748568,RandomForestClassifierDefault,146818,0,2,59,0.8689400350601464
28,test_performance_singlemodelFalse,0.8746608790016277,RandomForestClassifierDefault,146818,0,2,43,0.8671328671328671
28,test_performance_singlemodelFalse,0.8833561643835617,RandomForestClassifierDefault,146818,0,2,41,0.8650599498656035
28,test_performance_singlemodelFalse,0.8882392473118279,RandomForestClassifierDefault,146818,0,2,86,0.8425489898222696
28,test_performance_singlemodelFalse,0.9372168561355517,RandomForestClassifierDefault,146822,0,2,23,0.9585155555499931
28,test_performance_singlemodelFalse,0.9454190738947466,RandomForestClassifierDefault,146822,0,2,50,0.9622026626641417
28,test_performance_singlemodelFalse,0.947057389755136,RandomForestClassifierDefault,146822,0,2,59,0.9593836650337931
28,test_performance_singlemodelFalse,0.9485611046586657,RandomForestClassifierDefault,146822,0,2,18,0.9583812207354764
28,test_performance_singlemodelFalse,0.9527416236586862,RandomForestClassifierDefault,146822,0,2,36,0.9571641868722921
28,test_performance_singlemodelFalse,0.9845413235589475,RandomForestClassifierDefault,3,0,2,17,0.9908788836861462
28,test_performance_singlemodelFalse,0.9846803120375247,RandomForestClassifierDefault,3,0,2,27,0.9866169945186627
28,test_performance_singlemodelFalse,0.9874827672640683,RandomForestClassifierDefault,3,0,2,48,0.9891196106090867
28,test_performance_singlemodelFalse,0.9909298120031647,RandomForestClassifierDefault,3,0,2,90,0.9832803913936913
28,test_performance_singlemodelFalse,0.9950727019533554,RandomForestClassifierDefault,3,0,2,81,0.9859433701580355
29,test_performance_singlemodelFalse,0.7065032679738562,RandomForestClassifierAutoSklearn,53,0,2,76,0.7699507179701899
29,test_performance_singlemodelFalse,0.7090329601990051,RandomForestClassifierAutoSklearn,53,0,2,18,0.7413194783609343
29,test_performance_singlemodelFalse,0.7178390269151139,RandomForestClassifierAutoSklearn,53,0,2,45,0.7664198828034596
29,test_performance_singlemodelFalse,0.733391690009337,RandomForestClassifierAutoSklearn,53,0,2,71,0.7359459200800403
29,test_performance_singlemodelFalse,0.7667251095735952,RandomForestClassifierAutoSklearn,7592,0,2,33,0.7600705842652732
29,test_performance_singlemodelFalse,0.7682766902407128,RandomForestClassifierAutoSklearn,7592,0,2,48,0.7600402074446769
29,test_performance_singlemodelFalse,0.7691847609051623,RandomForestClassifierAutoSklearn,7592,0,2,97,0.7577096726446113
29,test_performance_singlemodelFalse,0.7704498796682304,RandomForestClassifierAutoSklearn,7592,0,2,41,0.7598860679065149
29,test_performance_singlemodelFalse,0.7708628140551065,RandomForestClassifierAutoSklearn,7592,0,2,83,0.7619750507417697
29,test_performance_singlemodelFalse,0.7749433755195442,RandomForestClassifierAutoSklearn,53,0,2,51,0.740211898200243
29,test_performance_singlemodelFalse,0.8153134493233913,RandomForestClassifierAutoSklearn,146818,0,2,9,0.8749246034139575
