,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,splits,seed,val_score
0,test_performance_singlemodelFalse,False,0.8545515394912986,HistGradientBoostingClassifier,146818,0,5,2,8,0.865035348610434
1,test_performance_singlemodelFalse,False,0.8610441767068273,RandomForestClassifier,146818,0,5,2,8,0.870550950755729
2,test_performance_singlemodelFalse,False,0.8318607764390897,DecisionTreeClassifier,146818,0,5,2,8,0.8587350682593857
3,test_performance_singlemodelFalse,False,0.851338688085676,LinearDiscriminantAnalysis,146818,0,5,2,8,0.863336482203803
4,test_performance_singlemodelFalse,False,0.8837349397590362,GradientBoostingClassifier,146818,0,5,2,8,0.8662161750365676
5,test_performance_singlemodelFalse,False,0.7957161981258367,MLPClassifier,146818,0,5,2,8,0.8003032057532911
6,test_performance_singlemodelFalse,False,0.8726238286479251,EnsembleSelection,146818,0,5,2,8,0.8739639200390054
7,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,0,5,2,8,
8,test_performance_singlemodelFalse,False,0.8615127175368139,HistGradientBoostingClassifier,146818,1,5,2,8,0.8655610068259385
9,test_performance_singlemodelFalse,False,0.8499330655957162,RandomForestClassifier,146818,1,5,2,8,0.8599158946855192
10,test_performance_singlemodelFalse,False,0.8415662650602409,DecisionTreeClassifier,146818,1,5,2,8,0.8364136396879571
11,test_performance_singlemodelFalse,False,0.8545515394912986,LinearDiscriminantAnalysis,146818,1,5,2,8,0.8604415529010239
12,test_performance_singlemodelFalse,False,0.8665997322623828,GradientBoostingClassifier,146818,1,5,2,8,0.8477038639687957
13,test_performance_singlemodelFalse,False,0.8429718875502008,MLPClassifier,146818,1,5,2,8,0.8442908946855192
14,test_performance_singlemodelFalse,False,0.8615127175368139,EnsembleSelection,146818,1,5,2,8,0.8655610068259385
15,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,1,5,2,8,
16,test_performance_singlemodelFalse,False,0.8726238286479251,HistGradientBoostingClassifier,146818,0,5,3,8,0.8869606289614822
17,test_performance_singlemodelFalse,False,0.8721552878179384,RandomForestClassifier,146818,0,5,3,8,0.880005180399805
18,test_performance_singlemodelFalse,False,0.8665997322623828,DecisionTreeClassifier,146818,0,5,3,8,0.8565029254022428
19,test_performance_singlemodelFalse,False,0.8568942436412316,LinearDiscriminantAnalysis,146818,0,5,3,8,0.8660942832764504
20,test_performance_singlemodelFalse,False,0.8842034805890227,GradientBoostingClassifier,146818,0,5,3,8,0.8633288639687957
21,test_performance_singlemodelFalse,False,0.7961847389558233,MLPClassifier,146818,0,5,3,8,0.7888834714773281
22,test_performance_singlemodelFalse,False,0.8726238286479251,EnsembleSelection,146818,0,5,3,8,0.8869606289614822
23,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,0,5,3,8,
24,test_performance_singlemodelFalse,False,0.8791164658634538,HistGradientBoostingClassifier,146818,1,5,3,8,0.8599158946855192
25,test_performance_singlemodelFalse,False,0.8735609103078983,RandomForestClassifier,146818,1,5,3,8,0.87448957825451
26,test_performance_singlemodelFalse,False,0.8378848728246319,DecisionTreeClassifier,146818,1,5,3,8,0.8504616650414432
27,test_performance_singlemodelFalse,False,0.8550200803212852,LinearDiscriminantAnalysis,146818,1,5,3,8,0.8761960628961483
28,test_performance_singlemodelFalse,False,0.8730923694779116,GradientBoostingClassifier,146818,1,5,3,8,0.8638545221843004
29,test_performance_singlemodelFalse,False,0.8378848728246319,MLPClassifier,146818,1,5,3,8,0.8538746343247197
30,test_performance_singlemodelFalse,False,0.8494645247657295,EnsembleSelection,146818,1,5,3,8,0.8773768893222817
