,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,splits,seed,val_score
0,test_performance_singlemodelFalse,False,0.7926156059281209,HistGradientBoostingClassifier,7592,0,5,2,97,0.793113933591481
1,test_performance_singlemodelFalse,False,0.7760963987690078,RandomForestClassifier,7592,0,5,2,97,0.7733235108663874
2,test_performance_singlemodelFalse,False,0.7565777616786149,DecisionTreeClassifier,7592,0,5,2,97,0.766097264600816
3,test_performance_singlemodelFalse,False,0.7014001570658088,LinearDiscriminantAnalysis,7592,0,5,2,97,0.702114824226078
4,test_performance_singlemodelFalse,False,0.7744966805373491,GradientBoostingClassifier,7592,0,5,2,97,0.7763256593191559
5,test_performance_singlemodelFalse,False,0.5941680782300554,MLPClassifier,7592,0,5,2,97,0.585346230421539
6,test_performance_singlemodelFalse,False,0.7926156059281209,EnsembleSelection,7592,0,5,2,97,0.793113933591481
7,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,0,5,2,97,
8,test_performance_singlemodelFalse,False,0.7965702164331216,HistGradientBoostingClassifier,7592,1,5,2,97,0.7944779572634262
9,test_performance_singlemodelFalse,False,0.7952410210465215,RandomForestClassifier,7592,1,5,2,97,0.7948771907769041
10,test_performance_singlemodelFalse,False,0.7718750695884669,DecisionTreeClassifier,7592,1,5,2,97,0.7784736260493017
11,test_performance_singlemodelFalse,False,0.8023087412021621,LinearDiscriminantAnalysis,7592,1,5,2,97,0.8012366469139058
12,test_performance_singlemodelFalse,False,0.7979898397127091,GradientBoostingClassifier,7592,1,5,2,97,0.7948451510488665
13,test_performance_singlemodelFalse,False,0.6174233933043647,MLPClassifier,7592,1,5,2,97,0.635184071290631
14,test_performance_singlemodelFalse,False,0.8012350189948678,EnsembleSelection,7592,1,5,2,97,0.8007614423428255
15,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,1,5,2,97,
16,test_performance_singlemodelFalse,False,0.7929078589317446,HistGradientBoostingClassifier,7592,0,5,3,97,0.79491793426687
17,test_performance_singlemodelFalse,False,0.7777369979052944,RandomForestClassifier,7592,0,5,3,97,0.7763391989581953
18,test_performance_singlemodelFalse,False,0.7725290341640403,DecisionTreeClassifier,7592,0,5,3,97,0.7639903824043344
19,test_performance_singlemodelFalse,False,0.7014001570658088,LinearDiscriminantAnalysis,7592,0,5,3,97,0.7020788982336224
20,test_performance_singlemodelFalse,False,0.7754807356855596,GradientBoostingClassifier,7592,0,5,3,97,0.7761073811413699
21,test_performance_singlemodelFalse,False,0.6162390347133252,MLPClassifier,7592,0,5,3,97,0.6095786166172991
22,test_performance_singlemodelFalse,False,0.7915899090413789,EnsembleSelection,7592,0,5,3,97,0.7953219852778584
23,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,0,5,3,97,
24,test_performance_singlemodelFalse,False,0.7949536299571112,HistGradientBoostingClassifier,7592,1,5,3,97,0.796048206179581
25,test_performance_singlemodelFalse,False,0.7952650337067977,RandomForestClassifier,7592,1,5,3,97,0.7944854255077651
26,test_performance_singlemodelFalse,False,0.7883669238408975,DecisionTreeClassifier,7592,1,5,3,97,0.777288999531361
27,test_performance_singlemodelFalse,False,0.8029108762876649,LinearDiscriminantAnalysis,7592,1,5,3,97,0.8039653926826154
28,test_performance_singlemodelFalse,False,0.7962003027005521,GradientBoostingClassifier,7592,1,5,3,97,0.7970500148956452
29,test_performance_singlemodelFalse,False,0.6533850984927324,MLPClassifier,7592,1,5,3,97,0.6540335585365362
30,test_performance_singlemodelFalse,False,0.8029108762876649,EnsembleSelection,7592,1,5,3,97,0.8039653926826154
31,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,1,5,3,97,
32,test_performance_singlemodelFalse,False,0.7934923649389922,HistGradientBoostingClassifier,7592,0,5,5,97,0.7963929237557807
33,test_performance_singlemodelFalse,False,0.7762885000512172,RandomForestClassifier,7592,0,5,5,97,0.7745852010070714
34,test_performance_singlemodelFalse,False,0.7699291533737231,DecisionTreeClassifier,7592,0,5,5,97,0.7623734799355619
35,test_performance_singlemodelFalse,False,0.7014001570658088,LinearDiscriminantAnalysis,7592,0,5,5,97,0.7016780350622329
36,test_performance_singlemodelFalse,False,0.7762261858988158,GradientBoostingClassifier,7592,0,5,5,97,0.7770737294815245
37,test_performance_singlemodelFalse,False,0.5797516304113848,MLPClassifier,7592,0,5,5,97,0.5902788169059323
38,test_performance_singlemodelFalse,False,0.7934923649389922,EnsembleSelection,7592,0,5,5,97,0.7963929237557807
39,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,0,5,5,97,
40,test_performance_singlemodelFalse,False,0.7940768709462398,HistGradientBoostingClassifier,7592,1,5,5,97,0.7968920013857401
41,test_performance_singlemodelFalse,False,0.7871780002464359,RandomForestClassifier,7592,1,5,5,97,0.7987730656838727
42,test_performance_singlemodelFalse,False,0.7846573018528717,DecisionTreeClassifier,7592,1,5,5,97,0.7803344707446997
43,test_performance_singlemodelFalse,False,0.802708290343125,LinearDiscriminantAnalysis,7592,1,5,5,97,0.804204588887955
44,test_performance_singlemodelFalse,False,0.795341172767936,GradientBoostingClassifier,7592,1,5,5,97,0.796048206179581
45,test_performance_singlemodelFalse,False,0.6433997102150673,MLPClassifier,7592,1,5,5,97,0.676210750056793
46,test_performance_singlemodelFalse,False,0.799469494642987,EnsembleSelection,7592,1,5,5,97,0.8046627616958997
47,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,1,5,5,97,
48,test_performance_singlemodelFalse,False,0.7934387168703227,HistGradientBoostingClassifier,7592,0,5,10,97,0.7961023279765376
49,test_performance_singlemodelFalse,False,0.7743564087452104,RandomForestClassifier,7592,0,5,10,97,0.7750035615581425
50,test_performance_singlemodelFalse,False,0.7623328577812154,DecisionTreeClassifier,7592,0,5,10,97,0.7588556877062447
51,test_performance_singlemodelFalse,False,0.7014001570658088,LinearDiscriminantAnalysis,7592,0,5,10,97,0.7019442921660506
52,test_performance_singlemodelFalse,False,0.7766793831084482,GradientBoostingClassifier,7592,0,5,10,97,0.7764752733516296
53,test_performance_singlemodelFalse,False,0.6217404762152188,MLPClassifier,7592,0,5,10,97,0.6286837600218855
54,test_performance_singlemodelFalse,False,0.7926516249185351,EnsembleSelection,7592,0,5,10,97,0.7963326590878996
55,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,0,5,10,97,
56,test_performance_singlemodelFalse,False,0.7951682222317893,HistGradientBoostingClassifier,7592,1,5,10,97,0.7970566233831159
57,test_performance_singlemodelFalse,False,0.7899860897294104,RandomForestClassifier,7592,1,5,10,97,0.7981484798885918
58,test_performance_singlemodelFalse,False,0.783033570960937,DecisionTreeClassifier,7592,1,5,10,97,0.7789276797845552
59,test_performance_singlemodelFalse,False,0.8030541914154183,LinearDiscriminantAnalysis,7592,1,5,10,97,0.8039442418467888
60,test_performance_singlemodelFalse,False,0.7929198652618827,GradientBoostingClassifier,7592,1,5,10,97,0.7954768109481645
61,test_performance_singlemodelFalse,False,0.6829187592691838,MLPClassifier,7592,1,5,10,97,0.6900687278612606
62,test_performance_singlemodelFalse,False,0.8017658769334459,EnsembleSelection,7592,1,5,10,97,0.8043753537562552
63,test_performance_singlemodelFalse,True,,EnsembleSelection,7592,1,5,10,97,
