,hue,repeated_ensemble,performance,model,dataset_name,level,repeat,splits,seed,val_score
0,test_performance_singlemodelFalse,False,0.9068344334433444,HistGradientBoostingClassifier,146818,0,5,2,90,0.8539007092198582
1,test_performance_singlemodelFalse,False,0.9157728272827284,RandomForestClassifier,146818,0,5,2,90,0.8535460992907802
2,test_performance_singlemodelFalse,False,0.9137788778877888,DecisionTreeClassifier,146818,0,5,2,90,0.8170212765957447
3,test_performance_singlemodelFalse,False,0.8860698569856986,LinearDiscriminantAnalysis,146818,0,5,2,90,0.8631205673758865
4,test_performance_singlemodelFalse,False,0.9018839383938394,GradientBoostingClassifier,146818,0,5,2,90,0.8546099290780143
5,test_performance_singlemodelFalse,False,0.8572607260726073,MLPClassifier,146818,0,5,2,90,0.7702127659574468
6,test_performance_singlemodelFalse,False,0.8910203520352036,EnsembleSelection,146818,0,5,2,90,0.8656028368794326
7,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,0,5,2,90,
8,test_performance_singlemodelFalse,False,0.8830445544554455,HistGradientBoostingClassifier,146818,1,5,2,90,0.8460992907801419
9,test_performance_singlemodelFalse,False,0.8998899889988998,RandomForestClassifier,146818,1,5,2,90,0.8382978723404255
10,test_performance_singlemodelFalse,False,0.8840071507150715,DecisionTreeClassifier,146818,1,5,2,90,0.8315602836879432
11,test_performance_singlemodelFalse,False,0.8949394939493949,LinearDiscriminantAnalysis,146818,1,5,2,90,0.8528368794326241
12,test_performance_singlemodelFalse,False,0.9167354235423543,GradientBoostingClassifier,146818,1,5,2,90,0.8301418439716313
13,test_performance_singlemodelFalse,False,0.8830445544554455,MLPClassifier,146818,1,5,2,90,0.8297872340425532
14,test_performance_singlemodelFalse,False,0.8998899889988998,EnsembleSelection,146818,1,5,2,90,0.8627659574468085
15,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,1,5,2,90,
16,test_performance_singlemodelFalse,False,0.8969334433443344,HistGradientBoostingClassifier,146818,0,5,3,90,0.8531914893617021
17,test_performance_singlemodelFalse,False,0.9088283828382838,RandomForestClassifier,146818,0,5,3,90,0.848936170212766
18,test_performance_singlemodelFalse,False,0.8771314631463146,DecisionTreeClassifier,146818,0,5,3,90,0.8202127659574469
19,test_performance_singlemodelFalse,False,0.8860698569856986,LinearDiscriminantAnalysis,146818,0,5,3,90,0.8631205673758865
20,test_performance_singlemodelFalse,False,0.9018839383938394,GradientBoostingClassifier,146818,0,5,3,90,0.8482269503546099
21,test_performance_singlemodelFalse,False,0.8642051705170517,MLPClassifier,146818,0,5,3,90,0.7960992907801419
22,test_performance_singlemodelFalse,False,0.889026402640264,EnsembleSelection,146818,0,5,3,90,0.8712765957446809
23,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,0,5,3,90,
24,test_performance_singlemodelFalse,False,0.8919829482948295,HistGradientBoostingClassifier,146818,1,5,3,90,0.8468085106382979
25,test_performance_singlemodelFalse,False,0.8969334433443344,RandomForestClassifier,146818,1,5,3,90,0.8436170212765957
26,test_performance_singlemodelFalse,False,0.8780940594059405,DecisionTreeClassifier,146818,1,5,3,90,0.8304964539007091
27,test_performance_singlemodelFalse,False,0.885038503850385,LinearDiscriminantAnalysis,146818,1,5,3,90,0.8535460992907802
28,test_performance_singlemodelFalse,False,0.8949394939493949,GradientBoostingClassifier,146818,1,5,3,90,0.8411347517730496
29,test_performance_singlemodelFalse,False,0.8899889988998899,MLPClassifier,146818,1,5,3,90,0.8312056737588653
30,test_performance_singlemodelFalse,False,0.88008800880088,EnsembleSelection,146818,1,5,3,90,0.8592198581560284
31,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,1,5,3,90,
32,test_performance_singlemodelFalse,False,0.8969334433443344,HistGradientBoostingClassifier,146818,0,5,5,90,0.847872340425532
33,test_performance_singlemodelFalse,False,0.9088283828382838,RandomForestClassifier,146818,0,5,5,90,0.8535460992907802
34,test_performance_singlemodelFalse,False,0.88008800880088,DecisionTreeClassifier,146818,0,5,5,90,0.8276595744680851
35,test_performance_singlemodelFalse,False,0.8860698569856986,LinearDiscriminantAnalysis,146818,0,5,5,90,0.8556737588652482
36,test_performance_singlemodelFalse,False,0.9018839383938394,GradientBoostingClassifier,146818,0,5,5,90,0.8471631205673759
37,test_performance_singlemodelFalse,False,0.8334708470847085,MLPClassifier,146818,0,5,5,90,0.7840425531914894
38,test_performance_singlemodelFalse,False,0.8959708470847085,EnsembleSelection,146818,0,5,5,90,0.8712765957446809
39,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,0,5,5,90,
40,test_performance_singlemodelFalse,False,0.889026402640264,HistGradientBoostingClassifier,146818,1,5,5,90,0.8368794326241135
41,test_performance_singlemodelFalse,False,0.9009213421342135,RandomForestClassifier,146818,1,5,5,90,0.8280141843971631
42,test_performance_singlemodelFalse,False,0.8632425742574257,DecisionTreeClassifier,146818,1,5,5,90,0.8216312056737589
43,test_performance_singlemodelFalse,False,0.8870324532453245,LinearDiscriminantAnalysis,146818,1,5,5,90,0.8436170212765958
44,test_performance_singlemodelFalse,False,0.8820819581958196,GradientBoostingClassifier,146818,1,5,5,90,0.8322695035460992
45,test_performance_singlemodelFalse,False,0.8870324532453245,MLPClassifier,146818,1,5,5,90,0.8471631205673759
46,test_performance_singlemodelFalse,False,0.875137513751375,EnsembleSelection,146818,1,5,5,90,0.850354609929078
47,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,1,5,5,90,
48,test_performance_singlemodelFalse,False,0.8969334433443344,HistGradientBoostingClassifier,146818,0,5,10,90,0.8475177304964538
49,test_performance_singlemodelFalse,False,0.9088283828382838,RandomForestClassifier,146818,0,5,10,90,0.847872340425532
50,test_performance_singlemodelFalse,False,0.8612486248624862,DecisionTreeClassifier,146818,0,5,10,90,0.8280141843971631
51,test_performance_singlemodelFalse,False,0.8860698569856986,LinearDiscriminantAnalysis,146818,0,5,10,90,0.8578014184397162
52,test_performance_singlemodelFalse,False,0.9088283828382838,GradientBoostingClassifier,146818,0,5,10,90,0.8414893617021277
53,test_performance_singlemodelFalse,False,0.8562981298129813,MLPClassifier,146818,0,5,10,90,0.7843971631205673
54,test_performance_singlemodelFalse,False,0.8919829482948295,EnsembleSelection,146818,0,5,10,90,0.8656028368794326
55,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,0,5,10,90,
56,test_performance_singlemodelFalse,False,0.8879950495049505,HistGradientBoostingClassifier,146818,1,5,10,90,0.85
57,test_performance_singlemodelFalse,False,0.8879950495049505,RandomForestClassifier,146818,1,5,10,90,0.847872340425532
58,test_performance_singlemodelFalse,False,0.8731435643564356,DecisionTreeClassifier,146818,1,5,10,90,0.825886524822695
59,test_performance_singlemodelFalse,False,0.8969334433443344,LinearDiscriminantAnalysis,146818,1,5,10,90,0.8560283687943262
60,test_performance_singlemodelFalse,False,0.886001100110011,GradientBoostingClassifier,146818,1,5,10,90,0.8400709219858156
61,test_performance_singlemodelFalse,False,0.875137513751375,MLPClassifier,146818,1,5,10,90,0.8347517730496454
62,test_performance_singlemodelFalse,False,0.8899889988998899,EnsembleSelection,146818,1,5,10,90,0.8560283687943262
63,test_performance_singlemodelFalse,True,,EnsembleSelection,146818,1,5,10,90,
