,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
0,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,0,40,40,14,3583.7956125736237,3527.91534280777,1,18,4,5.136,0.2
1,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,1,80,80,25,3583.4979350566864,3459.3506274223328,3,33,8,4.3549056,0.2
2,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,2,80,80,25,3583.6260743141174,3464.7293622493744,3,33,8,4.3549056,0.2
3,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,3,80,80,25,3583.589339017868,3464.3794405460358,2,33,8,4.3549056,0.2
4,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,4,80,80,25,3584.1507461071014,3464.9760313034058,4,33,8,4.3549056,0.2
5,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,0,38,38,13,3584.258437871933,3336.7652037143707,2,12,3,4.92,0.2
6,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,1,38,38,13,3583.9392721652985,3335.2486662864685,2,12,3,4.92,0.2
7,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,2,40,40,14,3584.134908914566,3335.7318818569183,2,18,4,5.136,0.2
8,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,3,38,38,13,3583.798359632492,3329.9836614131927,2,12,3,4.92,0.2
9,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,4,40,40,14,3584.0321176052094,3335.980264902115,2,18,4,5.136,0.2
10,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,0,95,95,31,3584.9245998859406,3416.514694929123,4,36,9,4.08392448,0.2
11,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,1,102,102,33,3585.6866405010223,3398.497326374054,3,42,10,4.467139584000001,0.2
12,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,2,116,116,36,3584.918216228485,3364.8666067123413,4,45,11,4.173711667200001,0.2
13,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,3,113,113,35,3588.2455639839172,3373.037628889084,3,45,11,4.173711667200001,0.2
14,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,4,115,115,35,3591.322845220566,3363.991235971451,4,45,11,4.173711667200001,0.2
15,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,0,120,120,36,3585.3952145576477,3403.6224353313446,4,45,11,4.173711667200001,0.2
16,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,1,150,150,45,3585.093519449234,3343.8058710098267,5,57,14,4.080940373606401,0.2
17,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,2,117,117,36,3584.9714436531067,3401.368443965912,6,45,11,4.173711667200001,0.2
18,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,3,515,515,157,3590.1545009613037,2511.8990650177,9,209,52,4.0295284121640425,0.2
19,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,4,137,137,43,3585.062786579132,3385.2915523052216,5,57,14,4.080940373606401,0.2
20,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,0,24,24,9,3582.362163543701,3499.872548341751,2,8,2,5.200000000000001,0.2
21,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,1,40,40,14,3582.618272304535,3369.470205783844,3,18,4,5.136,0.2
22,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,2,24,24,9,3583.4285666942596,3505.9289288520813,2,8,2,5.200000000000001,0.2
23,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,3,24,24,9,3582.645927429199,3504.486636400223,2,8,2,5.200000000000001,0.2
24,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,4,24,24,9,3581.734338283539,3502.033835172653,2,8,2,5.200000000000001,0.2
25,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,0,64,64,22,3583.1979615688324,3205.6813247203827,3,24,6,4.36704,0.2
26,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,1,64,64,22,3582.8737318515778,3210.17982339859,3,24,6,4.36704,0.2
27,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,2,64,64,22,3583.6002309322357,3207.4138560295105,3,24,6,4.36704,0.2
28,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,3,64,64,22,3583.4638493061066,3209.8212263584137,3,24,6,4.36704,0.2
29,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,4,64,64,22,3581.790808200836,3210.052870988846,3,24,6,4.36704,0.2
30,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,0,340,340,104,3589.7319271564484,2652.9239258766174,5,138,34,4.230630379219876,0.2
31,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,1,260,260,79,3584.548517227173,2990.0868780612946,4,105,26,3.9902952862970498,0.2
32,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,2,125,125,40,3590.12553024292,3360.9324703216553,3,53,13,4.1511754670080006,0.2
33,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,3,359,359,108,3582.5546383857727,2611.263599395752,5,141,35,3.9845043033759007,0.2
34,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,4,237,237,72,3587.2588999271393,3052.5320076942444,4,93,23,3.9966704810489238,0.2
