,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
35,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,0,470,470,142,3585.800478696823,2691.223281621933,4,189,47,3.9836682500123333,0.2
36,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,1,572,572,173,3589.5545659065247,2415.2571647167206,5,228,57,3.7868918700979144,0.2
37,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,2,661,661,199,3592.32315158844,2182.663976430893,2,264,66,3.7868861349862146,0.2
38,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,3,333,333,102,3587.914432287216,2921.7784345149994,1,132,33,3.7882879740248443,0.2
39,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,4,469,469,142,3585.539281845093,2709.6574323177338,4,189,47,3.9836682500123333,0.2
40,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,0,60,60,21,3584.2026472091675,3275.7037200927734,3,23,6,4.207040000000001,0.2
41,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,1,60,60,21,3584.324613571167,3277.1366560459137,3,23,6,4.207040000000001,0.2
42,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,2,60,60,21,3584.1009426116943,3277.776391506195,3,23,6,4.207040000000001,0.2
43,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,3,59,59,20,3587.195547580719,3294.7670702934265,3,23,6,4.207040000000001,0.2
44,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,4,60,60,21,3584.8028054237366,3287.465816259384,3,23,6,4.207040000000001,0.2
45,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,0,25,25,9,3569.138014793396,3206.627995491028,2,8,2,5.200000000000001,0.2
46,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,1,25,25,9,3569.43652009964,3204.2600774765015,2,8,2,5.200000000000001,0.2
47,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,2,25,25,9,3569.3415715694427,3219.9537513256073,2,8,2,5.200000000000001,0.2
48,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,3,25,25,9,3570.6729822158813,3212.076334476471,2,8,2,5.200000000000001,0.2
49,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,4,25,25,9,3569.7211101055145,3386.2448558807373,2,8,2,5.200000000000001,0.2
