,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,10,5,1,cv,1.0,40981,best_individual_model,0,1.0,0.8758843443713573,0.8627977861554503,0.0018849763375311523,73
1,autosklearn,20,10,5,1,cv,1.0,40981,best_ensemble_model,0,0.8840560072267389,inf,0.8591481511189542,0.010989010989010728,73
2,autosklearn,20,10,5,1,cv,1.0,40981,best_individual_model,1,1.0,0.8758843443713573,0.8627977861554503,0.0073393759525145486,73
3,autosklearn,20,10,5,1,cv,1.0,40981,best_ensemble_model,1,0.8842705510388438,inf,0.8536937515039704,0.016443410603994457,73
4,autosklearn,20,10,5,1,cv,1.0,40981,best_individual_model,2,1.0,0.8758843443713573,0.8627977861554503,0.0018849763375311523,73
5,autosklearn,20,10,5,1,cv,1.0,40981,best_ensemble_model,2,0.8841124661246612,inf,0.8701371621079649,0.0,73
6,autosklearn,20,10,5,1,cv,1.0,40981,best_individual_model,3,1.0,0.8758843443713573,0.8627977861554503,0.0018849763375311523,73
7,autosklearn,20,10,5,1,cv,1.0,40981,best_ensemble_model,3,0.8842705510388438,inf,0.8536937515039704,0.016443410603994457,73
8,autosklearn,20,10,5,1,cv,1.0,40981,best_individual_model,4,1.0,0.8758843443713573,0.8627977861554503,0.0018849763375311523,73
9,autosklearn,20,10,5,1,cv,1.0,40981,best_ensemble_model,4,0.8835817524841916,inf,0.8646426566134595,0.005494505494505364,73
