,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,3,3,1,cv,1.0,54,best_individual_model,0,0.9864938478744842,0.805060555535859,0.8614278118368888,0.0,42
1,autosklearn,40,3,3,1,cv,1.0,54,best_ensemble_model,0,0.8344023925066124,inf,0.841495115335421,0.0,42
2,autosklearn,40,3,3,1,cv,1.0,54,best_individual_model,1,0.9864938478744842,0.805060555535859,0.8614278118368888,0.0,42
3,autosklearn,40,3,3,1,cv,1.0,54,best_ensemble_model,1,0.8331215708133867,inf,0.8509887862214971,0.0,42
4,autosklearn,40,3,3,1,cv,1.0,54,best_individual_model,2,0.9864938478744842,0.805060555535859,0.8614278118368888,0.007559774964838173,42
5,autosklearn,40,3,3,1,cv,1.0,54,best_ensemble_model,2,0.8330074922945767,inf,0.8380919608246715,0.0071328109302792875,42
6,autosklearn,40,3,3,1,cv,1.0,54,best_individual_model,3,0.9864938478744842,0.805060555535859,0.8614278118368888,0.0,42
7,autosklearn,40,3,3,1,cv,1.0,54,best_ensemble_model,3,0.8370180011804053,inf,0.8446596722974463,0.0010611312035363474,42
8,autosklearn,40,3,3,1,cv,1.0,54,best_individual_model,4,0.9864938478744842,0.805060555535859,0.8614278118368888,0.0,42
9,autosklearn,40,3,3,1,cv,1.0,54,best_ensemble_model,4,0.8341469112728703,inf,0.8336276751103858,0.012093128390596841,42
