,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
0,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,0,438,438,66,3506.8663511276245,2874.0055158138275,6,78,4,25.264000000000003,0.2
1,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,1,128,128,48,3509.806465148926,3334.6113595962524,3,37,1,37.0,0.2
2,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,2,309,309,60,3509.426114320755,3098.522964477539,5,68,3,29.080000000000002,0.2
3,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,3,195,195,52,3514.433566570282,3247.6953790187836,4,57,2,33.6,0.2
4,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,4,143,143,48,3514.1008427143097,3311.226543903351,3,37,1,37.0,0.2
5,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,0,26,26,26,3503.4806792736053,3216.058407306671,2,0,0,0.0,0.2
6,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,1,26,26,26,3503.863687515259,3192.4687266349792,2,0,0,0.0,0.2
7,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,2,26,26,26,3504.2473583221436,3149.574035167694,2,0,0,0.0,0.2
8,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,3,26,26,26,3502.4523730278015,3214.106701374054,2,0,0,0.0,0.2
9,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,4,26,26,26,3505.8331487178802,3163.3240139484406,2,0,0,0.0,0.2
10,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,0,39,39,33,3516.2288806438446,3444.0175352096558,4,34,1,34.0,0.2
11,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,1,148,148,48,3514.955343723297,3296.117083787918,3,37,1,37.0,0.2
12,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,2,187,187,50,3515.4383893013,3236.1214656829834,4,57,2,33.6,0.2
13,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,3,50,50,32,3515.9140474796295,3429.252401828766,3,0,0,0.0,0.2
14,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,4,129,129,48,3514.645735025406,3323.57874584198,3,37,1,37.0,0.2
15,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,0,43,43,32,3515.2921376228333,3448.7545449733734,4,0,0,0.0,0.2
16,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,1,334,334,62,3511.903562068939,3057.1134061813354,7,68,3,29.080000000000002,0.2
17,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,2,43,43,32,3512.4317405223846,3450.988744735718,5,0,0,0.0,0.2
18,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,3,824,824,75,3513.7100603580475,2456.326707839966,9,85,5,21.611200000000004,0.2
19,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,4,895,895,94,3515.602443933487,2335.0898394584656,7,91,6,18.488960000000002,0.2
20,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,0,25,25,25,3490.288925886154,3318.6185410022736,3,0,0,0.0,0.2
21,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,1,24,24,24,3488.8669333457947,3329.237070083618,3,0,0,0.0,0.2
22,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,2,24,24,24,3494.185273170471,3290.2808542251587,3,0,0,0.0,0.2
23,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,3,25,25,25,3491.4015114307404,3314.5041909217834,3,0,0,0.0,0.2
24,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,4,24,24,24,3483.2589695453644,3311.464345216751,3,0,0,0.0,0.2
25,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,0,37,37,32,3498.5555379390717,3165.9965512752533,3,0,0,0.0,0.2
26,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,1,34,34,32,3510.3093254566193,3185.7806174755096,3,33,1,33.0,0.2
