,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
27,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,2,32,32,32,3507.8690094947815,3247.2335658073425,3,0,0,0.0,0.2
28,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,3,40,40,32,3504.7625257968903,3177.769468307495,4,0,0,0.0,0.2
29,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,4,41,41,32,3506.049129962921,3180.4072976112366,4,0,0,0.0,0.2
30,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,0,526,526,69,3516.1843349933624,2844.311571598053,5,78,4,25.264000000000003,0.2
31,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,1,475,475,67,3510.6126701831818,2880.0717651844025,4,78,4,25.264000000000003,0.2
32,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,2,145,145,48,3510.051885843277,3316.730415582657,3,37,1,37.0,0.2
33,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,3,552,552,70,3507.352975130081,2779.896509885788,6,78,4,25.264000000000003,0.2
34,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,4,499,499,68,3511.401205062866,2883.623139858246,6,78,4,25.264000000000003,0.2
35,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,0,387,387,64,3509.343145132065,3003.085307598114,4,68,3,29.080000000000002,0.2
36,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,1,367,367,64,3514.8604459762573,3053.658849477768,5,68,3,29.080000000000002,0.2
37,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,2,969,969,112,3512.44215965271,2246.9936401844025,4,128,7,22.191168000000005,0.2
38,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,3,832,832,76,3514.039870738983,2448.7734122276306,3,85,5,21.611200000000004,0.2
39,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,4,417,417,65,3510.764667034149,2972.744537591934,5,78,4,25.264000000000003,0.2
40,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,0,114,114,43,3511.0621683597565,3079.0621609687805,3,37,1,37.0,0.2
41,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,1,43,43,32,3505.4339756965637,3212.3041105270386,2,0,0,0.0,0.2
42,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,2,43,43,32,3507.682076692581,3195.0864012241364,2,0,0,0.0,0.2
43,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,3,85,85,34,3510.9596190452576,3125.2980482578278,3,37,1,37.0,0.2
44,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,4,92,92,36,3507.9714868068695,3098.2535042762756,3,37,1,37.0,0.2
45,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,0,22,22,22,3410.7558331489563,3147.5024120807648,2,0,0,0.0,0.2
46,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,1,22,22,22,3410.1679360866547,3144.6112282276154,2,0,0,0.0,0.2
47,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,2,22,22,22,3414.341415166855,3148.5597965717316,2,0,0,0.0,0.2
48,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,3,24,24,24,3416.698040008545,3198.722703933716,2,0,0,0.0,0.2
49,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,4,22,22,22,3381.8821885585785,3110.8803775310516,2,0,0,0.0,0.2
