,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,acc,predict_duration
115,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,3,,acc,singularity,reproduce,,stable,2021-03-03T13:00:23,7446.1,,3755805452,TimeoutError: Interrupting thread current after 7200s timeout.,,
116,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,4,0.9,acc,singularity,reproduce,,stable,2021-03-03T11:54:36,3482.5,1.0,1172830845,,0.9,0.6347229999999999
117,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,5,0.925926,acc,singularity,reproduce,,stable,2021-03-03T12:04:25,4064.2,1.0,1936373655,,0.925926,0.609693
118,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,6,0.933333,acc,singularity,reproduce,,stable,2021-03-03T11:51:41,3297.7,1.0,2659621018,,0.933333,0.332074
119,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,7,0.912963,acc,singularity,reproduce,,stable,2021-03-03T12:05:31,4119.6,1.0,684554886,,0.912963,0.8379200000000001
120,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,8,0.9,acc,singularity,reproduce,,stable,2021-03-03T11:52:06,3270.7,1.0,361210550,,0.9,0.687991
121,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,9,0.92037,acc,singularity,reproduce,,stable,2021-03-03T12:10:04,4347.3,1.0,2593438591,,0.92037,0.358952
122,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,0,0.9913420000000001,acc,singularity,reproduce,,stable,2021-03-03T11:50:50,3177.4,1.0,3777685210,,0.9913420000000001,0.559815
123,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,1,0.9696969999999999,acc,singularity,reproduce,,stable,2021-03-03T12:00:07,3727.5,1.0,3522340995,,0.9696969999999999,0.49493000000000004
124,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,2,0.9870129999999999,acc,singularity,reproduce,,stable,2021-03-03T11:55:27,3451.4,1.0,3812975594,,0.9870129999999999,0.502681
125,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,3,0.961039,acc,singularity,reproduce,,stable,2021-03-03T12:19:06,4844.8,1.0,3801660557,,0.961039,0.47182799999999997
126,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,4,0.9870129999999999,acc,singularity,reproduce,,stable,2021-03-03T11:54:13,3341.1,1.0,3784824622,,0.9870129999999999,0.448175
127,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,5,0.978355,acc,singularity,reproduce,,stable,2021-03-03T11:53:04,3258.6,1.0,1642732926,,0.978355,1.24746
128,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,6,0.9870129999999999,acc,singularity,reproduce,,stable,2021-03-03T12:42:21,6178.9,1.0,753833729,,0.9870129999999999,0.401948
129,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,7,0.9567100000000001,acc,singularity,reproduce,,stable,2021-03-03T12:13:36,4451.1,1.0,2375364033,,0.9567100000000001,0.39158899999999996
130,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,8,,acc,singularity,reproduce,,stable,2021-03-03T13:31:16,9068.1,,246523401,TimeoutError: Interrupting thread current after 7200s timeout.,,
131,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,9,0.978355,acc,singularity,reproduce,,stable,2021-03-03T11:55:42,3309.3,1.0,931347585,,0.978355,0.367752
132,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,0,0.931774,acc,singularity,reproduce,,stable,2021-03-03T12:34:57,5637.7,1.0,1032903290,,0.931774,0.213799
133,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,1,0.947368,acc,singularity,reproduce,,stable,2021-03-03T11:55:58,3291.3,1.0,1622037137,,0.947368,0.36494499999999996
134,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,2,0.951267,acc,singularity,reproduce,,stable,2021-03-03T11:55:03,3204.7,1.0,3364651945,,0.951267,0.319655
135,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,3,0.94152,acc,singularity,reproduce,,stable,2021-03-03T12:10:43,4094.4,1.0,366721145,,0.94152,0.282459
136,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,4,0.953125,acc,singularity,reproduce,,stable,2021-03-03T12:03:15,3577.5,1.0,1567886957,,0.953125,0.655526
137,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,5,0.941406,acc,singularity,reproduce,,stable,2021-03-03T11:59:26,3312.4,1.0,3534260348,,0.941406,0.32966100000000004
138,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,6,0.9433590000000001,acc,singularity,reproduce,,stable,2021-03-03T11:59:24,3289.3,1.0,4064574997,,0.9433590000000001,0.301402
139,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,7,0.949219,acc,singularity,reproduce,,stable,2021-03-03T12:12:37,4058.6,1.0,1524224650,,0.949219,0.302263
140,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,8,0.9433590000000001,acc,singularity,reproduce,,stable,2021-03-03T12:05:00,3553.4,1.0,334873336,,0.9433590000000001,0.334063
141,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,9,0.9511719999999999,acc,singularity,reproduce,,stable,2021-03-03T12:00:49,3209.2,1.0,1064741599,,0.9511719999999999,0.27160300000000004
