,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,acc,predict_duration
0,openml.org/t/146818,Australian,autoPyTorch,3600s8c32G,0,0.898551,acc,singularity,reproduce,,stable,2021-03-03T07:58:35,3280.4,1.0,4251131961,,0.898551,0.517726
0,openml.org/t/7592,adult,autoPyTorch,3600s8c32G,0,0.8739,acc,singularity,reproduce,,stable,2021-03-09T12:26:35,5246.9,1.0,3871314780,,0.8739,0.493708
1,openml.org/t/146818,Australian,autoPyTorch,3600s8c32G,1,0.8550719999999999,acc,singularity,reproduce,,stable,2021-03-03T07:58:59,3153.0,1.0,2420578575,,0.8550719999999999,0.9536450000000001
1,openml.org/t/7592,adult,autoPyTorch,3600s8c32G,1,0.872876,acc,singularity,reproduce,,stable,2021-03-09T12:41:35,6145.3,1.0,2369930971,,0.872876,1.25965
10,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,0,0.746667,acc,singularity,reproduce,,stable,2021-03-03T08:07:03,3233.3,1.0,3259486613,,0.746667,0.528691
10,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,1,0.9530059999999999,acc,singularity,reproduce,,stable,2021-03-09T12:10:48,4235.1,1.0,2863095951,,0.9530059999999999,0.474179
100,openml.org/t/3,kr-vs-kp,autoPyTorch,3600s8c32G,7,0.987461,acc,singularity,reproduce,,stable,2021-03-03T11:36:53,3384.9,1.0,3640256943,,0.987461,0.288035
101,openml.org/t/3,kr-vs-kp,autoPyTorch,3600s8c32G,8,0.9905959999999999,acc,singularity,reproduce,,stable,2021-03-03T11:40:53,3488.2,1.0,612487862,,0.9905959999999999,0.670944
102,openml.org/t/3,kr-vs-kp,autoPyTorch,3600s8c32G,9,0.9937299999999999,acc,singularity,reproduce,,stable,2021-03-03T11:35:56,3118.2,1.0,208795801,,0.9937299999999999,1.04562
103,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,0,0.98,acc,singularity,reproduce,,stable,2021-03-03T11:40:12,3312.3,1.0,3551235396,,0.98,0.475145
104,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,1,0.985,acc,singularity,reproduce,,stable,2021-03-03T11:42:12,3384.6,1.0,1026278081,,0.985,0.463685
105,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,2,0.975,acc,singularity,reproduce,,stable,2021-03-03T11:46:44,3559.2,1.0,2594658667,,0.975,0.47184499999999996
106,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,3,0.975,acc,singularity,reproduce,,stable,2021-03-03T11:42:30,3255.5,1.0,4249368794,,0.975,0.47758
107,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,4,0.97,acc,singularity,reproduce,,stable,2021-03-03T11:55:28,3847.4,1.0,1189261534,,0.97,0.286903
108,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,6,0.98,acc,singularity,reproduce,,stable,2021-03-03T11:49:01,3326.2,1.0,4198646889,,0.98,0.343172
109,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,7,0.98,acc,singularity,reproduce,,stable,2021-03-03T11:51:19,3464.2,1.0,1762964778,,0.98,0.538185
11,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,1,0.8,acc,singularity,reproduce,,stable,2021-03-03T08:06:22,3125.2,1.0,4019597977,,0.8,0.443867
11,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,2,0.9508700000000001,acc,singularity,reproduce,,stable,2021-03-09T12:26:18,5165.8,1.0,4177523900,,0.9508700000000001,0.459818
110,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,8,0.99,acc,singularity,reproduce,,stable,2021-03-03T11:48:46,3295.1,1.0,1812501111,,0.99,0.510793
111,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,9,0.985,acc,singularity,reproduce,,stable,2021-03-03T11:51:14,3427.8,1.0,3508969825,,0.985,0.432853
112,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,0,,acc,singularity,reproduce,,stable,2021-03-03T13:06:23,7896.6,,3721329983,TimeoutError: Interrupting thread current after 7200s timeout.,,
113,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,1,0.926063,acc,singularity,reproduce,,stable,2021-03-03T12:00:14,3900.9,1.0,723014326,,0.926063,0.35238400000000003
114,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,2,0.896488,acc,singularity,reproduce,,stable,2021-03-03T11:47:59,3150.2,1.0,3941644849,,0.896488,0.7035140000000001
