,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,balacc,models_ensemble_count,predict_duration
0,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,0,0.872666,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:09:35,3453.9,0,3473653492,,0.872666,0,19.6132
1,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,1,0.831494,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:06:49,3277.4,0,2378023996,,0.831494,0,27.257
2,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,2,0.856537,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:10:33,3498.9,0,4165366391,,0.856537,0,26.4705
3,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,3,0.840407,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:07:27,3252.7,0,2174207423,,0.840407,0,59.3255
4,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,4,0.882852,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:07:40,3380.0,0,2361777874,,0.882852,0,2.85998
5,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,5,0.925297,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:06:58,3320.3,0,3678056008,,0.925297,0,4.13284
6,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,6,0.840407,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:05:36,3199.6,0,3459956745,,0.840407,0,26.6306
7,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,7,0.894872,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:10:33,3441.2,0,3681031529,,0.894872,0,47.8642
8,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,8,0.874359,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:09:24,3422.1,0,1542571249,,0.874359,0,20.4568
9,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,9,0.814103,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:08:38,3406.5,0,1285508922,,0.814103,0,2.17797
10,openml.org/t/10101,blood-transfusion,AutoGluon,3600s8c32G,0,0.595029,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:05:43,3218.1,0,2786205347,,0.595029,0,17.514
11,openml.org/t/10101,blood-transfusion,AutoGluon,3600s8c32G,1,0.612573,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:07:39,3302.0,0,1266425220,,0.612573,0,18.9877
12,openml.org/t/10101,blood-transfusion,AutoGluon,3600s8c32G,2,0.548246,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:07:36,3313.7,0,2007156849,,0.548246,0,16.2015
13,openml.org/t/10101,blood-transfusion,AutoGluon,3600s8c32G,3,0.678363,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:09:35,3413.4,0,249661081,,0.678363,0,19.4379
