,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,balacc,models_ensemble_count,predict_duration
6,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,6,0.840407,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:05:36,3199.6,0,3459956745,,0.840407,0,26.6306
6,openml.org/t/7592,adult,AutoGluon,3600s8c32G,6,0.802086,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:44,3619.8,0.0,3919664017,,0.802086,0.0,44.5393
60,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,0,0.840208,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:07:34,3615.7,0.0,1332364058,,0.840208,0.0,185.648
60,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,0,0.994083,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:24:25,3609.3,21,1992429538,,0.994083,11,158.515
61,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,1,0.807917,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:07:31,3619.8,0.0,3302898963,,0.807917,0.0,176.772
61,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,1,0.995034,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:28:05,3609.4,20,3763587156,,0.995034,15,240.229
62,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,2,0.842917,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:11:23,3608.9,0.0,1638327645,,0.842917,0.0,243.601
62,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,2,0.995007,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:25:12,3610.1,21,3501402446,,0.995007,17,179.191
63,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,3,0.833125,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:08:20,3624.0,0.0,2571651523,,0.833125,0.0,192.035
63,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,3,0.993039,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:25:59,3609.5,20,4155628506,,0.993039,15,198.663
64,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,4,0.836875,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:07:31,3617.7,0.0,233857842,,0.836875,0.0,174.249
64,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,4,0.993016,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:24:30,3608.3,21,1648774741,,0.993016,11,156.288
65,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,5,0.8425,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:08:50,3650.0,0.0,2829014565,,0.8425,0.0,173.74
65,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,5,0.99499,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:24:32,3608.1,21,2423558670,,0.99499,12,159.762
66,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,6,0.840417,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:10:04,3620.4,0.0,2072240654,,0.840417,0.0,205.013
66,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,6,0.995093,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:27:45,3610.2,21,3373249265,,0.995093,19,254.583
67,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,7,0.823475,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:08:08,3620.1,0.0,2400078699,,0.823475,0.0,168.518
67,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,7,0.993018,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:24:23,3608.0,21,3317765873,,0.993018,11,153.989
68,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,8,0.832639,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:09:04,3617.8,0.0,2656254095,,0.832639,0.0,180.076
68,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,8,0.994029,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:24:27,3609.8,21,2512849688,,0.994029,12,156.705
69,openml.org/t/168337,guillermo,AutoGluon,3600s8c32G,9,0.841787,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:09:33,3648.2,0.0,39680397,,0.841787,0.0,174.085
69,openml.org/t/168909,dilbert,AutoGluon,3600s8c32G,9,1.0,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:24:36,3610.1,21,3583573990,,1.0,13,160.793
7,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,7,0.894872,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:10:33,3441.2,0,3681031529,,0.894872,0,47.8642
7,openml.org/t/7592,adult,AutoGluon,3600s8c32G,7,0.821303,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:44,3620.3,0.0,4077947688,,0.821303,0.0,46.1346
70,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,0,0.269969,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:10:42,3700.5,8.0,483994090,,0.269969,5.0,225.975
70,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,0,0.698322,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:17:39,3601.9,24,3388100805,,0.698322,14,57.6631
71,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,1,0.266754,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:00:46,3734.8,9.0,2862481333,,0.266754,4.0,12.3405
71,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,1,0.723794,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:19:24,3604.4,24,1585051437,,0.723794,22,107.165
72,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,2,0.266713,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:01:13,3735.6,9.0,1123581600,,0.266713,4.0,12.7256
72,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,2,0.72494,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:19:28,3602.8,24,994195434,,0.72494,23,112.114
73,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,3,0.265577,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:01:47,3720.4,9.0,1866077917,,0.265577,3.0,9.02507
73,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,3,0.722478,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:18:03,3603.1,24,1205881392,,0.722478,16,68.4075
74,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,4,0.282819,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:01:52,3719.4,8.0,3409103635,,0.282819,3.0,9.45955
74,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,4,0.718173,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:19:05,3602.7,24,506953255,,0.718173,20,91.8195
75,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,5,0.274182,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:01:57,3718.1,8.0,2525198903,,0.274182,4.0,12.6122
75,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,5,0.724479,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:18:05,3602.2,24,2360851339,,0.724479,15,64.4473
76,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,6,0.27294,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:02:30,3747.2,8.0,2200355654,,0.27294,4.0,12.4887
76,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,6,0.711067,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:17:56,3602.2,24,3678968356,,0.711067,14,58.6675
77,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,7,0.271826,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:03:24,3758.1,8.0,3458239592,,0.271826,3.0,9.41063
77,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,7,0.691597,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:17:57,3602.7,24,3604713765,,0.691597,14,56.53
78,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,8,0.267888,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:03:37,3757.0,9.0,4051884096,,0.267888,4.0,12.512
78,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,8,0.697974,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:18:24,3604.9,25,911263512,,0.697974,17,68.2597
79,openml.org/t/168329,Helena,AutoGluon,3600s8c32G,9,0.271821,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:03:26,3754.8,9.0,2999238834,,0.271821,3.0,8.60751
79,openml.org/t/168910,fabert,AutoGluon,3600s8c32G,9,0.69287,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:18:34,3604.8,24,1142944968,,0.69287,15,66.951
8,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,8,0.874359,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:09:24,3422.1,0,1542571249,,0.874359,0,20.4568
8,openml.org/t/7592,adult,AutoGluon,3600s8c32G,8,0.83007,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:47,3618.2,0.0,1976573969,,0.83007,0.0,47.2616
80,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,0,0.738155,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:51:30,3629.5,0.0,1822452621,,0.738155,0.0,878.801
80,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,0,0.815705,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:06:57,2976.3,0,1515350915,,0.815705,0,55.5887
81,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,1,,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T16:04:58,7462.9,,568257461,TimeoutError: Interrupting thread current after 7200s timeout.,,,
81,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,1,0.825817,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:05:09,2835.1,0,885644078,,0.825817,0,72.6076
82,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,2,0.728107,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:57:58,3637.6,0.0,2456168066,,0.728107,0.0,1012.99
82,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,2,0.853244,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T12:51:12,2113.2,0,2708157655,,0.853244,0,27.0307
83,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,3,,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T16:02:22,7271.6,,2997655622,TimeoutError: Interrupting thread current after 7200s timeout.,,,
83,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,3,0.809799,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T12:51:22,2120.0,0,2640473086,,0.809799,0,26.3151
84,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,4,,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T16:07:52,7585.5,,2013910239,TimeoutError: Interrupting thread current after 7200s timeout.,,,
84,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,4,0.778523,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:08:59,3137.4,0,3334319085,,0.778523,0,31.1982
85,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,5,0.729067,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:54:44,3638.6,0.0,3619218915,,0.729067,0.0,613.865
85,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,5,0.795302,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T12:52:16,2174.0,0,1592056732,,0.795302,0,25.0002
86,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,6,0.730672,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:48:47,3624.6,0.0,147995940,,0.730672,0.0,647.923
86,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,6,0.822148,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:07:46,3037.3,0,3633886842,,0.822148,0,42.6273
87,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,7,,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T16:06:28,7454.8,,775448072,TimeoutError: Interrupting thread current after 7200s timeout.,,,
87,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,7,0.798658,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T12:50:43,2066.9,0,2816379674,,0.798658,0,26.4101
88,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,8,0.723539,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T16:00:15,3639.1,0.0,1748625500,,0.723539,0.0,685.178
88,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,8,0.83557,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T12:50:58,2083.8,0,4044170505,,0.83557,0,25.5748
89,openml.org/t/146606,higgs,AutoGluon,3600s8c32G,9,,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T16:11:23,7718.7,,347494904,TimeoutError: Interrupting thread current after 7200s timeout.,,,
89,openml.org/t/168911,jasmine,AutoGluon,3600s8c32G,9,0.818792,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:07:57,3075.1,0,3859164620,,0.818792,0,25.1006
9,openml.org/t/146818,Australian,AutoGluon,3600s8c32G,9,0.814103,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:08:38,3406.5,0,1285508922,,0.814103,0,2.17797
9,openml.org/t/7592,adult,AutoGluon,3600s8c32G,9,0.823505,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:24:09,3619.8,0.0,739914813,,0.823505,0.0,53.9894
90,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,0,0.56954,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:11:27,3610.0,9.0,1583559584,,0.56954,3.0,9.93052
90,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,0,0.66236,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:08:29,3134.5,0,1051421377,,0.66236,0,26.2789
91,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,1,0.573134,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:11:24,3608.0,8.0,4289223874,,0.573134,6.0,71.3118
91,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,1,0.67912,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T12:58:06,2527.7,0,4212613680,,0.67912,0,17.494
92,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,2,0.590565,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:10:39,3611.7,11.0,1526158024,,0.590565,7.0,29.7152
92,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,2,0.555779,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T12:58:29,2529.0,0,3029024967,,0.555779,0,31.5168
93,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,3,0.582323,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:12:49,3610.0,9.0,3612687352,,0.582323,6.0,72.084
93,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,3,0.656537,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T12:58:40,2541.3,0,3994444668,,0.656537,0,29.3563
94,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,4,0.575333,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:12:58,3609.6,10.0,1399115208,,0.575333,7.0,83.2956
94,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,4,0.636874,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T12:57:39,2475.5,0,2630350561,,0.636874,0,29.4381
95,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,5,0.572353,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:09:36,3608.9,7.0,4054048107,,0.572353,5.0,23.5447
95,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,5,0.620616,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:41:26,3009.9,0,1144076828,,0.620616,0,33.3647
96,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,6,0.575932,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:13:36,3611.6,10.0,4271935844,,0.575932,6.0,79.8218
96,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,6,0.66888,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:42:34,3035.6,0,168269580,,0.66888,0,26.7559
97,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,7,0.584459,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:11:05,3610.4,10.0,2141942729,,0.584459,7.0,34.4939
97,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,7,0.64811,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:44:20,3117.7,0,92373506,,0.64811,0,28.542
98,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,8,0.563214,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:12:00,3618.6,12.0,1289832316,,0.563214,3.0,12.0126
98,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,8,0.704801,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:43:48,3082.9,0,3443451194,,0.704801,0,21.1372
99,openml.org/t/168330,Jannis,AutoGluon,3600s8c32G,9,0.558356,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T15:10:04,3608.1,8.0,3503804380,,0.558356,3.0,11.0735
99,openml.org/t/3917,kc1,AutoGluon,3600s8c32G,9,0.649403,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T13:41:43,2949.0,0,893495836,,0.649403,0,23.8646
