,tool,benchmark,task,fold,test_balanced_accuracy
0,AutoPyTorch_refactor_cocktails,medium,guillermo,2,0.5
1,AutoPyTorch_refactor_cocktails,small,blood-transfusion,2,0.7105263157894737
2,AutoPyTorch_refactor_cocktails,small,blood-transfusion,0,0.5964912280701754
3,AutoPyTorch_refactor_cocktails,medium,Fashion-MNIST,4,0.1
4,AutoPyTorch_refactor_cocktails,small,jasmine,1,0.8090380313199105
5,AutoPyTorch_refactor_cocktails,small,Australian,8,0.8410256410256409
6,AutoPyTorch_refactor_cocktails,medium,jungle_chess_2pcs_raw_endgame_complete,4,0.8536440811805449
7,AutoPyTorch_refactor_cocktails,small,vehicle,6,0.8618421052631579
8,AutoPyTorch_refactor_cocktails,small,mfeat-factors,3,0.97
9,AutoPyTorch_refactor_cocktails,small,sylvine,5,0.935546875
10,AutoPyTorch_refactor_cocktails,medium,Shuttle,7,1.0
11,AutoPyTorch_refactor_cocktails,medium,jungle_chess_2pcs_raw_endgame_complete,2,0.8706627043690015
12,AutoPyTorch_refactor_cocktails,medium,Volkert,7,0.1
13,AutoPyTorch_refactor_cocktails,small,jasmine,9,0.8120805369127517
14,AutoPyTorch_refactor_cocktails,medium,bank-marketing,7,0.719522930549189
15,AutoPyTorch_refactor_cocktails,small,sylvine,1,0.9512250729571985
16,AutoPyTorch_refactor_cocktails,medium,nomao,8,0.9604760654633353
17,AutoPyTorch_refactor_cocktails,small,blood-transfusion,8,0.6919504643962848
18,AutoPyTorch_refactor_cocktails,small,mfeat-factors,8,0.985
19,AutoPyTorch_refactor_cocktails,small,segment,0,0.974025974025974
20,AutoPyTorch_refactor_cocktails,medium,nomao,5,0.9618968483551611
21,AutoPyTorch_refactor_cocktails,medium,jungle_chess_2pcs_raw_endgame_complete,9,0.8614271061464208
22,AutoPyTorch_refactor_cocktails,medium,bank-marketing,2,0.7209691121373181
23,AutoPyTorch_refactor_cocktails,small,phoneme,2,0.8490895320886431
24,AutoPyTorch_refactor_cocktails,medium,Volkert,3,0.1
25,AutoPyTorch_refactor_cocktails,medium,Volkert,4,0.1
26,AutoPyTorch_refactor_cocktails,medium,MiniBooNE,7,0.5
27,AutoPyTorch_refactor_cocktails,medium,Shuttle,5,0.9994026143598352
28,AutoPyTorch_refactor_cocktails,small,sylvine,7,0.939453125
29,AutoPyTorch_refactor_cocktails,small,dilbert,7,0.9684658782951466
30,AutoPyTorch_refactor_cocktails,small,jasmine,8,0.8221476510067114
31,AutoPyTorch_refactor_cocktails,medium,riccardo,1,0.5
32,AutoPyTorch_refactor_cocktails,small,dilbert,1,0.9741429974976578
33,AutoPyTorch_refactor_cocktails,medium,Shuttle,0,0.999563128003495
34,AutoPyTorch_refactor_cocktails,medium,guillermo,5,0.5
35,AutoPyTorch_refactor_cocktails,small,blood-transfusion,3,0.6213450292397661
36,AutoPyTorch_refactor_cocktails,medium,Jannis,5,0.5140849545180475
37,AutoPyTorch_refactor_cocktails,medium,nomao,6,0.9607811086234339
38,AutoPyTorch_refactor_cocktails,medium,Shuttle,1,0.8200075535832311
39,AutoPyTorch_refactor_cocktails,small,jasmine,7,0.7785234899328859
40,AutoPyTorch_refactor_cocktails,medium,numerai28.6,2,0.5110829655669983
41,AutoPyTorch_refactor_cocktails,small,kc1,1,0.6756284916201117
42,AutoPyTorch_refactor_cocktails,medium,Robert,3,0.1
43,AutoPyTorch_refactor_cocktails,medium,Helena,3,0.01
44,AutoPyTorch_refactor_cocktails,medium,MiniBooNE,2,0.5
45,AutoPyTorch_refactor_cocktails,medium,Helena,7,0.01
46,AutoPyTorch_refactor_cocktails,medium,bank-marketing,3,0.7217890412204371
47,AutoPyTorch_refactor_cocktails,small,dilbert,6,0.9820900954780285
48,AutoPyTorch_refactor_cocktails,small,kc1,6,0.7405515832482125
49,AutoPyTorch_refactor_cocktails,medium,Jannis,0,0.5062073474193486
50,AutoPyTorch_refactor_cocktails,medium,Jannis,4,0.5126207435020704
51,AutoPyTorch_refactor_cocktails,medium,numerai28.6,1,0.5182814101141994
52,AutoPyTorch_refactor_cocktails,medium,numerai28.6,4,0.5254376242596595
53,AutoPyTorch_refactor_cocktails,small,vehicle,3,0.8474025974025974
54,AutoPyTorch_refactor_cocktails,medium,jungle_chess_2pcs_raw_endgame_complete,7,0.8307486423686594
55,AutoPyTorch_refactor_cocktails,medium,riccardo,0,0.5
56,AutoPyTorch_refactor_cocktails,small,sylvine,2,0.9571680447470817
57,AutoPyTorch_refactor_cocktails,medium,APSFailure,1,0.8091470231242989
58,AutoPyTorch_refactor_cocktails,small,christine,8,0.7189080224135574
59,AutoPyTorch_refactor_cocktails,medium,bank-marketing,4,0.7267086157191509
60,AutoPyTorch_refactor_cocktails,medium,riccardo,6,0.5
61,AutoPyTorch_refactor_cocktails,medium,Helena,5,0.01
62,AutoPyTorch_refactor_cocktails,medium,Helena,4,0.01
63,AutoPyTorch_refactor_cocktails,small,kc1,5,0.7242934967654069
64,AutoPyTorch_refactor_cocktails,small,mfeat-factors,5,0.9649999999999999
65,AutoPyTorch_refactor_cocktails,small,cnae-9,8,0.9537037037037036
66,AutoPyTorch_refactor_cocktails,medium,nomao,3,0.972586152152309
67,AutoPyTorch_refactor_cocktails,medium,APSFailure,4,0.8536796126095552
68,AutoPyTorch_refactor_cocktails,medium,jungle_chess_2pcs_raw_endgame_complete,1,0.8363651152573107
69,AutoPyTorch_refactor_cocktails,small,segment,1,0.9696969696969697
70,AutoPyTorch_refactor_cocktails,medium,Fashion-MNIST,0,0.1
71,AutoPyTorch_refactor_cocktails,medium,numerai28.6,6,0.5212843526700206
72,AutoPyTorch_refactor_cocktails,medium,Helena,2,0.01
73,AutoPyTorch_refactor_cocktails,medium,numerai28.6,8,0.5191214778471772
74,AutoPyTorch_refactor_cocktails,medium,jungle_chess_2pcs_raw_endgame_complete,5,0.8677983781254185
75,AutoPyTorch_refactor_cocktails,medium,Robert,2,0.1
76,AutoPyTorch_refactor_cocktails,medium,APSFailure,8,0.8576235535408387
77,AutoPyTorch_refactor_cocktails,small,christine,0,0.7324723247232472
78,AutoPyTorch_refactor_cocktails,medium,Helena,9,0.01
79,AutoPyTorch_refactor_cocktails,medium,bank-marketing,6,0.6988542301995295
80,AutoPyTorch_refactor_cocktails,small,vehicle,4,0.8382034632034632
81,AutoPyTorch_refactor_cocktails,small,jasmine,4,0.785234899328859
82,AutoPyTorch_refactor_cocktails,small,dilbert,0,0.9692335746388956
83,AutoPyTorch_refactor_cocktails,medium,Helena,8,0.01
84,AutoPyTorch_refactor_cocktails,small,mfeat-factors,4,0.975
85,AutoPyTorch_refactor_cocktails,small,credit-g,5,0.6952380952380952
86,AutoPyTorch_refactor_cocktails,medium,Helena,0,0.01
87,AutoPyTorch_refactor_cocktails,small,dilbert,5,0.9642945322962662
88,AutoPyTorch_refactor_cocktails,small,segment,3,0.9653679653679654
89,AutoPyTorch_refactor_cocktails,small,cnae-9,6,0.9814814814814814
90,AutoPyTorch_refactor_cocktails,small,vehicle,0,0.8468073593073593
91,AutoPyTorch_refactor_cocktails,medium,Shuttle,4,0.9915966386554622
92,AutoPyTorch_refactor_cocktails,small,mfeat-factors,1,0.985
