,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,acc
0,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,0,0.8693961105,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8693961105
1,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,1,0.8753326509999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8753326509999999
2,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,2,0.8679361179,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8679361179
3,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,3,0.8652743653,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8652743653
4,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,4,0.8718263718000001,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8718263718000001
5,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,5,0.8724406224,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8724406224
6,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,6,0.872031122,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.872031122
7,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,7,0.8726453726000001,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8726453726000001
8,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,8,0.8763308763,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8763308763
9,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,9,0.8769451268999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8769451268999999
10,openml.org/t/XX,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,0,0.9447665548,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9447665548
11,openml.org/t/XX,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,1,0.9462923406,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9462923406
12,openml.org/t/34539,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,2,0.947818,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T17:33:53,3662.6,0,1880484624,,0.947818
13,openml.org/t/34539,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,3,0.947818,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T17:33:39,3650.6,0,4179014939,,0.947818
14,openml.org/t/XX,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,4,0.9548367409,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9548367409
15,openml.org/t/XX,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,5,0.9487335978,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9487335978
16,openml.org/t/34539,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,6,0.950259,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T17:34:15,3662.5,0,1989868786,,0.950259
17,openml.org/t/34539,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,7,0.949039,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T17:34:00,3647.1,0,2174618357,,0.949039
18,openml.org/t/XX,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,8,0.9475129692,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9475129692
19,openml.org/t/XX,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,9,0.9478021978,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9478021978
20,openml.org/t/XX,APSFailure,AutoPyTorch_refactor,3600s8c32G,0,0.9934210526,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9934210526
21,openml.org/t/168868,APSFailure,AutoPyTorch_refactor,3600s8c32G,1,0.991842,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T17:34:37,3671.0,0,2086257720,,0.991842
22,openml.org/t/XX,APSFailure,AutoPyTorch_refactor,3600s8c32G,2,0.9927631579,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9927631579
23,openml.org/t/168868,APSFailure,AutoPyTorch_refactor,3600s8c32G,3,0.994605,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T17:35:09,3666.0,0,1037114161,,0.994605
24,openml.org/t/XX,APSFailure,AutoPyTorch_refactor,3600s8c32G,4,0.9940789473999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9940789473999999
25,openml.org/t/XX,APSFailure,AutoPyTorch_refactor,3600s8c32G,5,0.9922368421,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9922368421
26,openml.org/t/XX,APSFailure,AutoPyTorch_refactor,3600s8c32G,6,0.9942105263,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9942105263
27,openml.org/t/XX,APSFailure,AutoPyTorch_refactor,3600s8c32G,7,0.9942105263,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9942105263
28,openml.org/t/168868,APSFailure,AutoPyTorch_refactor,3600s8c32G,8,0.991842,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T17:34:54,3665.2,0,375365900,,0.991842
29,openml.org/t/XX,APSFailure,AutoPyTorch_refactor,3600s8c32G,9,0.9936842105,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9936842105
30,openml.org/t/XX,bank-marketing,AutoPyTorch_refactor,3600s8c32G,0,0.9024767802,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9024767802
31,openml.org/t/XX,bank-marketing,AutoPyTorch_refactor,3600s8c32G,1,0.9051094891,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9051094891
32,openml.org/t/14965,bank-marketing,AutoPyTorch_refactor,3600s8c32G,2,0.906658,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T17:36:30,3670.6,0,3793692347,,0.906658
33,openml.org/t/XX,bank-marketing,AutoPyTorch_refactor,3600s8c32G,3,0.9073213890999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9073213890999999
34,openml.org/t/XX,bank-marketing,AutoPyTorch_refactor,3600s8c32G,4,0.9082061491,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9082061491
35,openml.org/t/XX,bank-marketing,AutoPyTorch_refactor,3600s8c32G,5,0.9028975890000001,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9028975890000001
36,openml.org/t/XX,bank-marketing,AutoPyTorch_refactor,3600s8c32G,6,0.902012829,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.902012829
37,openml.org/t/14965,bank-marketing,AutoPyTorch_refactor,3600s8c32G,7,0.905331,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T17:37:09,3670.7,0,2496366354,,0.905331
38,openml.org/t/XX,bank-marketing,AutoPyTorch_refactor,3600s8c32G,8,0.9146206591,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9146206591
39,openml.org/t/XX,bank-marketing,AutoPyTorch_refactor,3600s8c32G,9,0.9068790091,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9068790091
40,openml.org/t/XX,connect-4,AutoPyTorch_refactor,3600s8c32G,0,0.7107756069,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7107756069
41,openml.org/t/XX,connect-4,AutoPyTorch_refactor,3600s8c32G,1,0.8062462995999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8062462995999999
42,openml.org/t/XX,connect-4,AutoPyTorch_refactor,3600s8c32G,2,0.6583777383,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.6583777383
43,openml.org/t/XX,connect-4,AutoPyTorch_refactor,3600s8c32G,3,0.6582297217,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.6582297217
44,openml.org/t/XX,connect-4,AutoPyTorch_refactor,3600s8c32G,4,0.6792480758,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.6792480758
45,openml.org/t/XX,connect-4,AutoPyTorch_refactor,3600s8c32G,5,0.6582297217,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.6582297217
46,openml.org/t/XX,connect-4,AutoPyTorch_refactor,3600s8c32G,6,0.7078152753,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7078152753
47,openml.org/t/XX,connect-4,AutoPyTorch_refactor,3600s8c32G,7,0.8130273870999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8130273870999999
48,openml.org/t/XX,connect-4,AutoPyTorch_refactor,3600s8c32G,8,0.7148778681999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7148778681999999
49,openml.org/t/146195,connect-4,AutoPyTorch_refactor,3600s8c32G,9,0.658327,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:47:10,3666.1,0,2390883384,,0.658327
50,openml.org/t/146825,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,0,0.1,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:37:41,3623.9,0,4246797823,,0.1
51,openml.org/t/146825,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,1,0.1,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:38:44,3641.0,0,68427449,,0.1
52,openml.org/t/XX,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,2,0.19157142859999998,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.19157142859999998
53,openml.org/t/146825,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,3,0.628571,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:39:26,3665.4,0,3023654868,,0.628571
54,openml.org/t/146825,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,4,0.106857,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:39:06,3815.8,0,165195778,,0.106857
55,openml.org/t/146825,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,5,0.845714,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:35:18,3622.9,0,146628120,,0.845714
56,openml.org/t/146825,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,6,0.32514299999999996,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:36:55,3627.7,0,2398382400,,0.32514299999999996
57,openml.org/t/146825,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,7,0.818286,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:36:40,3664.4,0,3781933419,,0.818286
58,openml.org/t/146825,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,8,0.860143,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:36:27,3666.0,0,1979831886,,0.860143
59,openml.org/t/146825,Fashion-MNIST,AutoPyTorch_refactor,3600s8c32G,9,0.472714,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:02:58,3622.6,0,3836415076,,0.472714
60,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,0,0.6,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:09,3626.9,0,525642879,,0.6
61,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,1,0.6,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:06,3631.6,0,3886183654,,0.6
62,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,2,0.6,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:09,3627.2,0,3817589689,,0.6
63,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,3,0.6,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:16,3632.5,0,3825602423,,0.6
64,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,4,0.6,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:20,3627.9,0,1027617654,,0.6
65,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,5,0.6,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:19,3626.3,0,4134966207,,0.6
66,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,6,0.6,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:21,3619.9,0,2507543216,,0.6
67,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,7,0.5995,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:33,3630.2,0,884120080,,0.5995
68,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,8,0.5995,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:15,3626.3,0,3777833843,,0.5995
69,openml.org/t/168337,guillermo,AutoPyTorch_refactor,3600s8c32G,9,0.5995,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:01:30,3624.2,0,3135112276,,0.5995
70,openml.org/t/XX,Helena,AutoPyTorch_refactor,3600s8c32G,0,0.2742331288,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.2742331288
71,openml.org/t/XX,Helena,AutoPyTorch_refactor,3600s8c32G,1,0.2549079755,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.2549079755
72,openml.org/t/XX,Helena,AutoPyTorch_refactor,3600s8c32G,2,0.24984662579999997,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.24984662579999997
73,openml.org/t/XX,Helena,AutoPyTorch_refactor,3600s8c32G,3,0.21625766870000002,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.21625766870000002
74,openml.org/t/XX,Helena,AutoPyTorch_refactor,3600s8c32G,4,0.2242331288,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.2242331288
75,openml.org/t/XX,Helena,AutoPyTorch_refactor,3600s8c32G,5,0.2829754601,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.2829754601
76,openml.org/t/168329,Helena,AutoPyTorch_refactor,3600s8c32G,6,0.279644,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:38:18,3667.1,0,1428908154,,0.279644
77,openml.org/t/XX,Helena,AutoPyTorch_refactor,3600s8c32G,7,0.2971314619,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.2971314619
78,openml.org/t/XX,Helena,AutoPyTorch_refactor,3600s8c32G,8,0.2494247584,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.2494247584
79,openml.org/t/XX,Helena,AutoPyTorch_refactor,3600s8c32G,9,0.3293449916,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.3293449916
80,openml.org/t/146606,higgs,AutoPyTorch_refactor,3600s8c32G,1,0.720959,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:05:42,3667.3,0,2297009791,,0.720959
81,openml.org/t/146606,higgs,AutoPyTorch_refactor,3600s8c32G,2,0.725548,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:04:45,3667.8,0,2823387712,,0.725548
82,openml.org/t/146606,higgs,AutoPyTorch_refactor,3600s8c32G,7,0.717593,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:02:50,3663.6,0,2862216732,,0.717593
83,openml.org/t/XX,Jannis,AutoPyTorch_refactor,3600s8c32G,0,0.6982326248,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.6982326248
84,openml.org/t/XX,Jannis,AutoPyTorch_refactor,3600s8c32G,1,0.7050394077,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7050394077
85,openml.org/t/XX,Jannis,AutoPyTorch_refactor,3600s8c32G,2,0.7192500597,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7192500597
86,openml.org/t/168330,Jannis,AutoPyTorch_refactor,3600s8c32G,3,0.700466,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T18:38:59,3668.9,0,2884894747,,0.700466
87,openml.org/t/XX,Jannis,AutoPyTorch_refactor,3600s8c32G,4,0.7047653170999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7047653170999999
88,openml.org/t/XX,Jannis,AutoPyTorch_refactor,3600s8c32G,5,0.7016600979000001,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7016600979000001
89,openml.org/t/XX,Jannis,AutoPyTorch_refactor,3600s8c32G,6,0.7018989609,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7018989609
90,openml.org/t/XX,Jannis,AutoPyTorch_refactor,3600s8c32G,7,0.7050041801000001,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7050041801000001
91,openml.org/t/168330,Jannis,AutoPyTorch_refactor,3600s8c32G,8,0.713126,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T19:38:30,3701.4,0,3754790125,,0.713126
92,openml.org/t/XX,Jannis,AutoPyTorch_refactor,3600s8c32G,9,0.6947330706,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.6947330706
93,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,0,0.8621151271999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8621151271999999
94,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,1,0.8639000445999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8639000445999999
95,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,2,0.869924,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T19:38:12,3664.0,0,3298207917,,0.869924
96,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,3,0.874832664,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.874832664
97,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,4,0.8739402053,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8739402053
98,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,5,0.8741633199,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8741633199
99,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,6,0.861892,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T19:40:40,3743.5,0,1641283966,,0.861892
100,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,7,0.8634538153,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8634538153
101,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,8,0.8821954485,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8821954485
102,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,9,0.871457264,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.871457264
103,openml.org/t/3945,KDDCup09_appetency,AutoPyTorch_refactor,3600s8c32G,1,0.9822,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:02:56,3664.3,0,3801612857,,0.9822
104,openml.org/t/3945,KDDCup09_appetency,AutoPyTorch_refactor,3600s8c32G,2,0.9822,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:03:18,3672.8,0,1047855271,,0.9822
105,openml.org/t/3945,KDDCup09_appetency,AutoPyTorch_refactor,3600s8c32G,3,0.9822,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:03:37,3668.8,0,1242018800,,0.9822
106,openml.org/t/3945,KDDCup09_appetency,AutoPyTorch_refactor,3600s8c32G,4,0.9822,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:05:38,3670.0,0,1925445351,,0.9822
107,openml.org/t/3945,KDDCup09_appetency,AutoPyTorch_refactor,3600s8c32G,6,0.9822,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:06:18,3666.7,0,800473162,,0.9822
108,openml.org/t/3945,KDDCup09_appetency,AutoPyTorch_refactor,3600s8c32G,8,0.9822,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T16:06:56,3670.7,0,8841434,,0.9822
109,openml.org/t/XX,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,0,0.8960559698999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8960559698999999
110,openml.org/t/XX,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,1,0.8911355423999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8911355423999999
111,openml.org/t/XX,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,2,0.9118167141,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9118167141
112,openml.org/t/168335,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,3,0.9295760000000001,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T19:51:25,3665.5,0,1191042874,,0.9295760000000001
113,openml.org/t/XX,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,4,0.8984314931999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8984314931999999
114,openml.org/t/168335,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,5,0.895817,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T20:10:11,3882.6,0,1617030892,,0.895817
115,openml.org/t/XX,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,6,0.9035060741,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9035060741
116,openml.org/t/XX,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,7,0.898277718,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.898277718
117,openml.org/t/XX,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,8,0.8891280947,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8891280947
118,openml.org/t/168335,MiniBooNE,AutoPyTorch_refactor,3600s8c32G,9,0.90935,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T20:07:19,3666.5,0,2014575580,,0.90935
119,openml.org/t/XX,nomao,AutoPyTorch_refactor,3600s8c32G,0,0.9692486220000001,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9692486220000001
120,openml.org/t/XX,nomao,AutoPyTorch_refactor,3600s8c32G,1,0.9695387293000001,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9695387293000001
121,openml.org/t/XX,nomao,AutoPyTorch_refactor,3600s8c32G,2,0.9654772266,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9654772266
122,openml.org/t/9977,nomao,AutoPyTorch_refactor,3600s8c32G,3,0.97244,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-05T20:30:23,3673.3,0,3295131291,,0.97244
