,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,balacc,models_ensemble_count,predict_duration
0,openml.org/t/7592,adult,AutoGluon,3600s8c32G,0,0.813984,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:33,3620.2,0.0,1538658440,,0.813984,0.0,46.1523
1,openml.org/t/7592,adult,AutoGluon,3600s8c32G,1,0.815695,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:31,3620.2,0.0,4189422813,,0.815695,0.0,43.609
2,openml.org/t/7592,adult,AutoGluon,3600s8c32G,2,0.804657,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:35,3620.3,0.0,3391524683,,0.804657,0.0,45.8012
3,openml.org/t/7592,adult,AutoGluon,3600s8c32G,3,0.807604,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:40,3619.4,0.0,260190322,,0.807604,0.0,45.9352
4,openml.org/t/7592,adult,AutoGluon,3600s8c32G,4,0.812496,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:46,3620.3,0.0,2904614963,,0.812496,0.0,45.512
5,openml.org/t/7592,adult,AutoGluon,3600s8c32G,5,0.811855,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:50,3619.7,0.0,557383123,,0.811855,0.0,46.1356
6,openml.org/t/7592,adult,AutoGluon,3600s8c32G,6,0.802086,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:44,3619.8,0.0,3919664017,,0.802086,0.0,44.5393
7,openml.org/t/7592,adult,AutoGluon,3600s8c32G,7,0.821303,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:44,3620.3,0.0,4077947688,,0.821303,0.0,46.1346
8,openml.org/t/7592,adult,AutoGluon,3600s8c32G,8,0.83007,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:47,3618.2,0.0,1976573969,,0.83007,0.0,47.2616
9,openml.org/t/7592,adult,AutoGluon,3600s8c32G,9,0.823505,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:24:09,3619.8,0.0,739914813,,0.823505,0.0,53.9894
10,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,0,0.723737,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:03,3612.2,0.0,3358410608,,0.723737,0.0,31.5056
11,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,1,0.72433,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:18,3612.8,0.0,125532286,,0.72433,0.0,36.9012
12,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,2,0.721537,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:15,3610.1,0.0,2512269602,,0.721537,0.0,37.4937
13,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,3,0.662064,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:15,3611.9,0.0,3775564495,,0.662064,0.0,36.8285
14,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,4,0.754695,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:16,3612.3,0.0,1020508114,,0.754695,0.0,34.8445
15,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,5,0.660121,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:18,3612.7,0.0,12582878,,0.660121,0.0,31.7875
16,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,6,0.739634,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:22,3611.5,0.0,3266331634,,0.739634,0.0,32.3018
17,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,7,0.657773,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:49,3612.7,0.0,1117317402,,0.657773,0.0,45.0956
18,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,8,0.701902,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:30,3612.6,0.0,20279173,,0.701902,0.0,35.2605
19,openml.org/t/34539,Amazon_employee_access,AutoGluon,3600s8c32G,9,0.661592,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:23:24,3612.4,0.0,3187999101,,0.661592,0.0,33.7109
20,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,0,0.925466,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:32:56,3609.0,0.0,2308449979,,0.925466,0.0,200.132
21,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,1,0.878155,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:30:31,3614.5,0.0,3310294461,,0.878155,0.0,150.407
22,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,2,,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:28:55,4064.4,,1002478316,AttributeError: 'Namespace' object has no attribute 'error_message',,,
23,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,3,0.924729,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:30:42,3622.7,0.0,1155371880,,0.924729,0.0,142.969
24,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,4,0.942576,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:30:16,3627.9,0.0,3845969866,,0.942576,0.0,123.854
25,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,5,0.942972,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:29:59,3627.7,0.0,1844430467,,0.942972,0.0,145.261
26,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,6,0.919486,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:30:49,3626.5,0.0,399912341,,0.919486,0.0,97.9674
27,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,7,0.939349,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:30:53,3628.0,0.0,395135704,,0.939349,0.0,116.218
28,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,8,0.932303,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:33:33,3625.4,0.0,48692112,,0.932303,0.0,123.037
29,openml.org/t/168868,APSFailure,AutoGluon,3600s8c32G,9,0.940756,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:34:03,3626.5,0.0,4195024618,,0.940756,0.0,114.696
30,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,0,0.793983,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:27:18,3617.6,0.0,3325773287,,0.793983,0.0,37.2308
31,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,1,0.788059,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:27:23,3617.5,0.0,67354506,,0.788059,0.0,36.8728
32,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,2,0.800968,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:27:23,3617.4,0.0,2408461514,,0.800968,0.0,37.7522
33,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,3,0.792861,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:27:28,3616.7,0.0,3065767086,,0.792861,0.0,40.0411
34,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,4,0.796641,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:28:08,3617.4,0.0,3419871011,,0.796641,0.0,38.7011
35,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,5,0.772648,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:29:10,3618.7,0.0,1200795474,,0.772648,0.0,41.0672
36,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,6,0.734111,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:30:30,3617.4,0.0,2492727414,,0.734111,0.0,33.8693
37,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,7,0.789513,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:31:02,3619.0,0.0,2034889026,,0.789513,0.0,36.927
38,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,8,0.804442,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:41:24,3617.2,0.0,2045450036,,0.804442,0.0,36.3522
39,openml.org/t/14965,bank-marketing,AutoGluon,3600s8c32G,9,0.79089,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:41:20,3616.1,0.0,1033657759,,0.79089,0.0,33.0176
40,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,0,0.757375,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:40:37,3609.3,12.0,3525043821,,0.757375,2.0,3.58265
41,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,1,0.745723,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:42:24,3608.3,11.0,3588919803,,0.745723,2.0,3.91529
42,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,2,0.772501,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:42:04,3608.5,11.0,626242191,,0.772501,2.0,3.80937
43,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,3,0.754791,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:42:57,3609.4,11.0,2737261741,,0.754791,3.0,13.1966
44,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,4,0.769985,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:43:11,3609.8,12.0,3148640846,,0.769985,3.0,11.5181
45,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,5,0.757979,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:43:45,3609.2,12.0,2790335331,,0.757979,2.0,3.60791
46,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,6,0.765595,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:44:15,3609.9,12.0,1631750256,,0.765595,2.0,3.62031
47,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,7,0.74903,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:45:23,3609.4,12.0,1223270096,,0.74903,3.0,11.2535
48,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,8,0.761286,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:45:37,3609.6,12.0,2818897864,,0.761286,2.0,3.7643
49,openml.org/t/146195,connect-4,AutoGluon,3600s8c32G,9,0.747744,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:46:59,3606.5,12.0,2317649126,,0.747744,2.0,3.77941
50,openml.org/t/146825,Fashion-MNIST,AutoGluon,3600s8c32G,0,0.908429,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:48:14,3618.8,8.0,269010467,,0.908429,7.0,26.0389
51,openml.org/t/146825,Fashion-MNIST,AutoGluon,3600s8c32G,1,0.911571,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:51:45,3611.1,6.0,3182344046,,0.911571,5.0,96.4104
52,openml.org/t/146825,Fashion-MNIST,AutoGluon,3600s8c32G,2,0.907,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:50:02,3611.8,6.0,154787226,,0.907,5.0,47.9525
53,openml.org/t/146825,Fashion-MNIST,AutoGluon,3600s8c32G,3,0.903429,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:50:47,3611.6,6.0,1113768364,,0.903429,5.0,53.1156
54,openml.org/t/146825,Fashion-MNIST,AutoGluon,3600s8c32G,4,0.904429,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:51:43,3611.3,6.0,1614056114,,0.904429,5.0,62.3504
55,openml.org/t/146825,Fashion-MNIST,AutoGluon,3600s8c32G,5,0.902857,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:51:45,3616.2,7.0,3699377583,,0.902857,6.0,43.348
56,openml.org/t/146825,Fashion-MNIST,AutoGluon,3600s8c32G,6,0.914143,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:54:13,3611.7,6.0,1680711142,,0.914143,5.0,96.645
57,openml.org/t/146825,Fashion-MNIST,AutoGluon,3600s8c32G,7,0.910429,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:56:49,3612.0,6.0,341862876,,0.910429,5.0,64.5351
58,openml.org/t/146825,Fashion-MNIST,AutoGluon,3600s8c32G,8,0.907,balacc,singularity,0.0.12,{'presets': 'best_quality'},stable,2021-02-23T14:56:59,3601.7,4.0,2409430807,,0.907,3.0,27.9706
