tool,Albert,Australian,MiniBooNE,adult,cnae-9,connect-4,higgs,kr-vs-kp,segment,vehicle
AutoGluon,0.7001815600000001,0.85633288,0.9453474799999999,0.8120735600000002,0.9377777199999997,0.76377352,0.7317078888888889,0.9951000000000001,0.99012988,0.8558332799999999
autosklearnEnsembleIntensification_maxintancefix_metaminiboone_all,0.6911993599999999,0.8629032400000003,0.9456364583333334,0.8438137199999999,0.9574073199999998,0.7867824800000001,0.73391144,0.9957097600000003,0.9920346400000001,0.8413310799999999
autosklearn_metaminiboone_all,0.6892296799999998,0.8554329599999997,0.9429628,0.84266036,0.9522221999999999,0.7700168400000001,0.73249076,0.9957805000000001,0.9906205000000002,0.84893068
