tool,Albert,Australian,MiniBooNE,adult,cnae-9,connect-4,higgs,kr-vs-kp,segment,vehicle
autosklearn,0.6891816800000001,0.8572750800000002,0.9424037799999998,0.8430142,0.9524072999999998,0.7691594800000003,0.7322840204081631,0.9959492800000004,0.9915151600000004,0.8490139800000001
autosklearn_constantlier,0.68946716,0.8577419599999996,0.9418833000000001,0.84275164,0.9514813399999997,0.7634666400000001,0.7308539200000002,0.9961344,0.9912554200000001,0.8395606
