tool,Albert,Australian,MiniBooNE,adult,cnae-9,connect-4,higgs,kr-vs-kp,segment,vehicle
autosklearnEnsembleIntensification_loglosstiebreakstack,0.69081552,0.8633786000000002,0.9453417999999999,0.8440128399999999,0.9559257999999998,0.7893511599999999,0.7342843200000001,0.9957097600000001,0.9899567199999999,0.8518917999999998
autosklearnEnsembleIntensification_maxintancefix,0.69128872,0.8581663199999998,0.9454883600000002,0.8438370399999999,0.9559257999999998,0.78756704,0.7331941999999999,0.9954592800000002,0.9913420000000001,0.8482208
autosklearnEnsembleIntensification_stack_based_on_log_loss,0.6910733600000001,0.8658913199999997,0.9453129199999999,0.8444387200000001,0.9496295599999998,0.7865869199999999,0.73326916,0.9956988,0.9922078000000002,0.84496532
